Participant,Event Duration [ms],Saccade Start Position X [px],Saccade Start Position Y [px],Saccade End Position X [px],Saccade End Position Y [px],Saccade Amplitude [°],Saccade Acceleration Average [°/s²],Saccade Acceleration Peak [°/s²],Saccade Deceleration Peak [°/s²],Saccade Velocity Average [°/s],Saccade Velocity Peak [°/s],Saccade Peak Velocity at [%],Label
calvin,116.6,729.8,831.7,594.3,844,6.2,3385.2,10507.6,0,56.9,187.9,71.2,Y
calvin,33.7,534.8,827.6,578.6,835.4,0.7,4952.1,8928.5,975.6,73.8,124.5,48.9,Y
calvin,66.4,386.8,951.7,527,1016.4,7.4,9851.3,17976.8,1324.4,134.2,293.5,25.2,Y
calvin,49.9,629.3,782,706.2,782.9,3.7,6218,10135.2,666.6,73.6,173.1,33,Y
calvin,99.2,685.8,786.1,865.3,822,9.1,7833.3,17867.5,311.5,114.4,299.1,49.8,Y
calvin,49.8,605.2,657.9,589.2,674.2,1.1,948.2,2433.8,11.2,24.7,51.7,66.7,Y
calvin,49.6,598.7,696.8,570.7,693.1,1.2,1249.6,2677.7,495.6,29.2,43.1,66.9,Y
calvin,49.9,574.8,691.9,468.5,675.8,4.7,3503.6,9114.5,536.6,100.6,156,33.5,Y
calvin,49.8,475.2,667.9,443.8,667.5,1.3,1694.5,4249.4,359,29.9,78.9,66.7,Y
calvin,66.4,465.5,662.4,604.6,677.6,5.5,6399.9,11057.5,1.9,97.3,240.4,49.9,Y
calvin,33.3,587.8,667.7,598.3,677.7,0.6,1589.1,2735.3,442.9,22.9,40.7,49.2,Y
calvin,99.7,622.6,682.3,1020.6,699.3,18.9,7761.3,16558.2,184,200.8,380.2,33.3,Y
calvin,49.6,790.3,693.7,811.5,694.6,1.1,478.7,819.7,137.8,18.2,29.6,66.8,Y
calvin,66.5,805.3,698.8,751.3,811.9,5,8362,16137,323.1,89.7,285,49.9,Y
calvin,66.3,753.9,805.3,788.1,704.5,4.5,5113.4,9600.2,464.2,77.3,194.4,50.1,Y
calvin,49.9,798.8,692.1,810.9,693.2,0.5,804.3,1252,455.7,13.4,27.2,66.7,Y
calvin,32.9,828.1,700.3,844.5,700.4,0.8,1582.6,2783,382.3,25,45,51.1,Y
calvin,49.6,822,691.9,808.6,696.5,0.7,947.3,2382.6,96.6,15.5,39.4,65.9,Y
calvin,33,808.5,690.5,823.8,690.3,0.7,1579.6,2639.6,519.7,22.4,43.6,49.3,Y
calvin,32.9,848,696.1,861.6,693.7,0.7,1581.3,2669.2,493.5,21.8,39.1,49.7,Y
calvin,49.9,877.9,696.8,858.1,700.2,0.9,812.2,1091,467.9,21.2,35.4,67.2,Y
calvin,32.9,858.1,705.2,881.3,703.3,1.1,2206.5,3619.8,793.3,37.8,66.8,48.9,Y
calvin,33.3,877.3,686.7,890.7,687.9,0.7,1452.7,2292.8,612.6,21.3,36.8,50.5,Y
calvin,33.4,884.1,683.6,895,685.7,0.6,1258.9,2141.4,376.4,18,30.8,49.9,Y
calvin,33.2,918.1,685.2,930.8,682.3,0.6,1227.6,2295,160.2,19.2,36.6,49.5,Y
calvin,49.8,921.1,689.8,937.4,694.1,0.9,1017.6,1827.8,606.9,16.4,38.6,66.6,Y
calvin,66.2,888.3,696,849.1,700,1.7,1068.7,2874.2,62.8,28.6,43.9,24.7,Y
calvin,82.8,965.4,646.7,829.4,666,6.2,6783,13225.3,751.9,82.9,244.6,59.5,Y
calvin,49.5,892.6,650.6,805,656.6,4.1,4650.9,9305.3,402.5,84.4,158.4,32.9,Y
calvin,66.4,806.7,653.5,896,659.5,4.4,4822.9,8862.9,882.2,64.3,174.9,49.7,Y
calvin,33.3,892.2,658.5,907.3,657.6,0.7,1431.8,2637.2,226.5,21.7,42.6,49,Y
calvin,66.3,906.6,659.2,759.5,667.6,6.7,6624.4,11986.9,382.7,103,261.4,49.7,Y
calvin,33.2,529.6,698,540.3,694.6,0.6,1080.3,1174.2,986.3,23.5,30.9,50.2,Y
calvin,66.4,531.5,694.6,634.8,704.5,4.7,5635.9,10292.1,241.5,72.3,197.9,49.9,Y
calvin,66.5,624.7,700.1,703.6,714.1,3.6,4841.7,8911.4,502.9,57,169.5,50.2,Y
calvin,66.6,691.8,706.9,498.9,703,8.6,6409.8,11523.9,120.6,133.7,288.5,49.9,Y
calvin,66.1,509.6,696.6,472.5,687.1,1.5,1318.4,2026.5,425.8,21.4,46.5,50.1,Y
calvin,33.3,480.9,680.7,501.4,682.4,0.8,1738.7,3475.6,1.7,28.9,57.3,49.6,Y
calvin,49.9,502.1,677.8,473.3,680.5,1.3,1176.6,1765.8,349.8,27.8,51.5,66.7,Y
calvin,49.6,476.4,676.4,549,685.1,3.3,4717.9,8733.1,729.4,69.8,141.6,33,Y
calvin,49.7,542,689.8,584.1,691.4,1.9,1886.2,3990.3,386.7,41.1,66.4,33.9,Y
calvin,66.3,844.1,698.3,708.7,718.8,6.2,6740.4,13532.3,570.1,104.2,211.3,49.6,Y
calvin,49.8,552.6,716.4,498,736.3,2.5,3311.7,6033.9,872.8,55.8,105.7,33.2,Y
calvin,66.4,518.1,737.7,472.5,724.7,1.9,3107.5,6874.1,480.1,37.3,106.7,49.8,Y
calvin,49.6,482.4,722.8,455.7,724.6,1.2,2299.6,3671.3,320.7,25.6,60.3,34,Y
calvin,49.5,459.8,720.2,546.9,729.8,3.9,4107.3,9044.3,288,83.2,146.8,33.3,Y
calvin,66.5,544.1,725.9,613.6,736.7,3.2,4109.7,7493.2,123.5,49,144.9,50,Y
calvin,49.9,608.6,733.1,699.4,745.4,4.1,3190.3,6260.6,373.5,86.6,149.2,67.1,Y
calvin,49.6,687.5,743.9,777.4,761.2,4.3,3395.8,8495.3,419.6,87.3,132.1,32.9,Y
calvin,66.1,851.6,717.9,816.9,708.8,1.5,1021.9,2073.3,452,27.7,49.3,74.9,Y
calvin,66.4,799.1,719.4,903.8,686.9,5.1,5373.4,10257,467.2,80.6,167.5,50,Y
calvin,66.5,901.6,684.6,794.5,723.6,5.1,7264.8,14463.2,121.1,79.7,240.3,50.4,Y
calvin,49.7,797,716.3,811.8,733.1,1,1374.5,3210.1,211.2,22.8,57.6,66.6,Y
calvin,49.8,805.6,735.1,791.8,735.6,0.6,818.4,1277.3,235.7,14.8,21.2,66.3,Y
calvin,66.4,785.9,734.4,892.2,689.4,4.6,5757.1,10511.2,482.5,81.7,198.9,50.3,Y
calvin,66.7,891.6,684.6,791.2,723.3,4.7,6404.8,12642.8,305.3,75.3,212.1,50.2,Y
calvin,49.6,793.3,719.9,808.8,733,1,1663.6,2775.7,367.3,20.5,43.3,33.6,Y
calvin,66.1,806.3,733.8,904,689.4,5.1,3938.6,9927.1,364.2,76.2,176.7,49.4,Y
calvin,66.4,898.8,684.4,798.3,732.3,4.8,6948.8,12571.1,682.3,77.9,242.5,50.5,Y
calvin,33.3,801.4,736.2,817.9,734.8,0.9,1480.2,2751.9,208.6,23.2,45.4,50.5,Y
calvin,50.1,814.7,737.4,841.4,721,1.4,2166.3,3801.4,530.4,31.5,59.5,33.7,Y
calvin,33.2,830,722.7,814.8,740.6,1,2071.9,3740.9,402.9,33.9,65,50,Y
calvin,50,814.3,738.8,867.9,693.8,2.5,2519.9,5491.6,595.3,66.6,106.9,66.5,Y
calvin,49.7,800.2,728.9,815.9,736.4,0.8,1056.6,1490.9,632.2,18,36,66.6,Y
calvin,49.9,811.3,736.2,842.2,724.1,1.7,2530.9,4066.1,588,32.4,70.2,33.3,Y
calvin,33.2,848.3,717.1,857.2,710.8,0.5,882.8,1762,3.6,30.2,30.2,50.4,Y
calvin,33.3,864.4,703.6,875,699.2,0.6,1203.4,2032.9,373.8,17.1,31.6,50.3,Y
calvin,49.8,839.3,718.9,829.1,735.4,0.8,1008.2,1468.4,551.7,18.6,39.2,66.3,Y
calvin,49.9,828.5,738.1,813.1,752.7,0.8,1459.9,2510.8,437.9,20.4,40.6,33.4,Y
calvin,33.3,801.7,746.4,820.1,752.9,1,1729.2,2964.3,494.2,30.6,54.1,50,Y
calvin,49.6,717,748.3,754.3,733.1,1.9,1880.2,3431.7,446.5,38.1,84.4,66.6,Y
calvin,33.6,757.3,704,730.1,725.9,1.3,2220.1,4402,38.2,57.4,94.7,50.7,Y
calvin,50.2,763.2,712.9,777.8,705.8,0.8,1022.6,1150.3,905.3,19.4,25.6,66,Y
calvin,49.4,793.8,706,771,710.3,1.1,1143.8,2126.2,297.5,23.1,49.6,67.1,Y
calvin,33.4,770.7,709.1,791.9,710.5,1.1,1825.9,3453.8,198,31.4,58.5,50.3,Y
calvin,49.8,792.2,712.5,801.6,692,1,1047,1676.5,126.5,22.6,45.3,66.6,Y
calvin,49.9,803,692.4,830.2,676.3,1.6,1586.5,3402.3,464,30.2,72.1,66.7,Y
calvin,49.8,831.1,671.9,779.4,704.2,2.6,2439.5,4261.8,327,57.9,120,66.7,Y
calvin,66,509.8,744.7,606.8,748.7,4.5,4587,8126.8,1110.6,73.3,173.2,50.3,Y
calvin,49.8,631.3,735.7,686.2,741.9,2.5,4039.7,6782.3,820.1,52.5,113.5,33.3,Y
calvin,49.6,697.5,724.3,746.4,734,2.3,1842,3313.3,319.7,48.7,83.5,66.4,Y
calvin,182.4,743.1,725.2,684.4,725.8,2.8,2608.6,9038.1,61.8,30.5,152.1,45.3,Y
calvin,49.4,672.1,719.8,710.2,726,1.8,3543.4,5448.3,490.6,36.2,91.6,33.8,Y
calvin,50.1,704.5,723.9,753.5,732.8,2.4,1821.8,4447.2,500.2,46.9,72.1,32.8,Y
calvin,82.6,746.9,730.8,777.8,735.7,1.5,333.4,646.4,41.3,15.5,25,80,Y
calvin,99.4,777.1,736.3,411.5,724.4,16.2,8403.3,17450.7,532.1,171.9,419.4,50.1,Y
calvin,49.7,407.4,717.8,386.1,715.8,0.9,927.3,1719.5,12.9,25.3,44,66.4,Y
calvin,50.1,387.4,710.6,418.6,729.8,1.5,3750.2,5614.2,542.1,37,90.3,33.9,Y
calvin,49.7,425.7,726.5,479.4,731.8,2.4,2669.8,5886,488.8,52.4,123.5,66.9,Y
calvin,50.1,478.2,728.1,509.1,709.6,1.7,1587.5,3088.7,505.1,34.8,54.8,33.6,Y
calvin,149.4,510.7,709.3,610.3,743.5,4.8,2400.5,7795.3,265.7,36.7,147.2,88.6,Y
calvin,49.7,603.5,741.8,636.1,745.8,1.5,2934.8,4738.9,442.3,31.5,76.8,32.3,Y
calvin,33.2,652.1,729.1,624.3,730.9,1.2,2454.2,4246.5,662,43.4,77,50.2,Y
calvin,132.6,625.8,733.3,1201.4,727.7,27.3,6952.8,17126,146.8,218.7,395.5,37.3,Y
calvin,50.1,937.4,674,901.7,670.3,1.6,1364.6,2026.5,173.9,34.2,66.4,66.6,Y
calvin,50,896.7,666.3,936.6,670.7,1.9,3957.5,5688.8,642.6,38.7,100.9,34.3,Y
calvin,49.8,933.2,668.7,825.4,681.4,5,5087.4,10744,425.6,102,183.7,33.4,Y
calvin,33.6,827.9,677.7,844.3,697.4,1.3,2261,3913.9,608.1,37,69.2,51,Y
calvin,49.4,846.2,695.9,904.7,669.5,3.1,3291.7,6473.4,486.5,61.2,113,33.7,Y
calvin,66.4,899,664.9,812.1,667.6,3.9,4990.7,9298.4,382.5,62.7,174.6,49.5,Y
calvin,33.3,798.6,655.3,838.9,657.8,1.9,3415.5,6460.8,370.3,58.8,112.3,49.9,Y
calvin,49.5,837.3,653,800.9,651.2,1.7,1377.8,2870.4,266,34.5,55.9,66.4,Y
calvin,49.9,797.3,646.3,752.5,647.5,2.1,1334.7,3646.1,58.8,42.2,62.8,66.4,Y
calvin,49.7,748.5,646.4,816.5,656.1,3.2,4324.5,8220.9,624.1,65,131.2,32.6,Y
calvin,50.1,809.9,650.8,812.5,680.8,1,1264.4,1952,115.7,29,57.3,66.7,Y
calvin,33.2,838.5,684.9,827.9,681,0.1,1157,2015.1,299,18.6,31.3,50.3,Y
calvin,49.9,853.5,675.7,880.4,648,1.8,1154.6,2033.5,104.9,38.2,64,67.4,Y
calvin,49.7,878,644.7,831.7,640.4,2.2,3110.3,5398.2,519.1,44.8,92.7,33.5,Y
calvin,33,439.4,749.1,397.8,746.3,1.7,5044.8,6776.5,3313.1,59.2,115.5,50.4,Y
calvin,49.6,506.8,729.7,552.1,738.2,2,1877,2690.9,571.9,44,83.3,66.4,Y
calvin,49.5,540.8,732.6,582.9,741.9,1.6,1875.5,3297.9,213.5,41.5,86.9,66.4,Y
calvin,49.4,587.4,741.4,609.8,746.1,1,1069.2,1320.7,727.2,22.5,42.3,67.1,Y
calvin,49.7,600.2,742.8,652.7,717.5,2.6,2637.4,3657.6,682.9,56.9,111.2,66.8,Y
calvin,66.6,649,714.6,734.3,705.9,4.1,4882.5,9017.3,509.7,59.9,169.8,50.5,Y
calvin,66.6,729.2,707.9,803.4,724.4,3.6,4649.8,8741.7,237.2,53.5,158.2,50.6,Y
calvin,132.8,793.4,723.1,1243.3,769.3,21.7,6629,20787.4,325.8,139.9,335.1,49.9,Y
calvin,33.1,931.9,697.6,951.8,692.6,1,2363.9,3705.3,1022.6,30.5,57.6,49.8,Y
calvin,50,869.3,673.6,905.7,650.2,1.7,1572.4,2873,88.2,41.2,74,67.3,Y
calvin,49.8,902,654.4,873,686.3,1.7,3167.8,5004,720.2,44.6,88.7,32.8,Y
calvin,33,865.9,678.9,856.7,664.3,0.7,1700.5,2390,1011,28.9,48.5,49.8,Y
calvin,49.8,846.5,662.3,887,646.1,2.2,2700,4937.1,303.1,41.1,82.3,34.2,Y
calvin,49.8,879.6,644.8,898.4,643.3,0.9,1046.2,2337.9,314.2,18.1,45.5,67,Y
calvin,33.3,898.4,642,858.1,653.9,1.9,3754.2,6081.5,1426.9,63.5,113.4,51.4,Y
calvin,50.3,859.2,652.9,833.8,650.6,1.2,1141,2078.3,479.6,25.2,39.3,66.5,Y
calvin,50,835.1,650.8,838.2,668.5,0.8,1519.5,2359.9,345.1,17.9,39.4,33.8,Y
calvin,66.5,883.8,643.3,829.3,649.1,2.3,3919.5,7406.7,812.1,41.2,126.7,49.9,Y
calvin,49.8,828.6,648.4,877,647.7,2.3,1717.6,4100.2,474.9,45.4,68.6,66.2,Y
calvin,50.3,876.9,644.5,912.2,644.6,1.7,1666,3664.5,1.1,33.7,78.7,66.5,Y
calvin,32.9,481.2,716,450.3,708,1.3,4059.7,6204.5,1914.9,51.2,89.9,49.6,Y
calvin,66.3,501.5,709,575.2,709.6,3.3,1989.2,5529.3,566.6,55.6,106.2,50.4,Y
calvin,33.1,581.8,708.5,603.2,712.5,0.9,2004.8,3453.3,556.3,33,60.7,50,Y
calvin,33.3,591.9,710.8,576.2,710.3,0.8,1606.9,2697.1,516.8,22.4,43.8,49.8,Y
calvin,50,551.1,708.6,529,702,0.9,1206.8,2450.9,536.8,23.4,37.4,33.3,Y
calvin,83.2,526.4,700.4,612,714,3.9,4411.7,8364.6,265.1,54.4,161.6,59.8,Y
calvin,65.8,613.6,710.1,555,757.5,2.9,5375.2,10368.2,416.4,53.3,176.5,50,Y
calvin,49.8,569.3,745.1,517.2,738.5,2.3,3333.7,7797.2,942.6,54,137.1,66.4,Y
calvin,50.3,593.3,692.8,529.6,690.5,2.8,2408.7,6390.1,28.9,66.8,88.5,33,Y
calvin,49.8,571.7,664.2,544.3,662.6,1.2,1420.5,2343.3,241.4,29,57.6,66.6,Y
calvin,49.8,558.3,658.5,532.8,658.7,1,1681,3114.6,571.2,27.7,60.3,66.6,Y
calvin,32.7,530.1,660.3,512.9,661.7,0.8,1562.1,2769.7,354.4,27,49.3,49.2,Y
calvin,49.2,512.8,663.5,569.7,672.8,2.1,2259.8,4106.5,728,56.6,95.9,66.8,Y
calvin,33.3,564.6,674.4,595.8,677.6,1.3,2587.9,5049.3,126.5,44.5,86.6,50.3,Y
calvin,49.8,594.5,675.9,610.4,666.2,0.8,913.9,1212.9,539.8,18.8,35.9,66.6,Y
calvin,49.7,601,671.9,644.7,677.3,1.9,3278.8,5861.9,686.4,43.9,88.7,33.3,Y
calvin,49.6,635.7,678.3,681.8,684.2,2.3,3144.3,5479.4,444.8,44.2,93.6,33.4,Y
calvin,49.7,683.9,687.2,714.9,692.1,1.6,2581.8,4109.3,615.8,30.8,68.5,33.1,Y
calvin,49.5,731.3,682.9,751.9,685.9,1,917.5,1530.5,364.7,22,35.1,66.7,Y
calvin,33.4,756.1,679.6,735.5,679.7,1.1,2002.5,3330.4,674.5,31.2,57.1,49.7,Y
calvin,49.9,746.8,678.2,773.8,679.2,1.3,822.2,1808.1,282.5,26.9,39.8,66.7,Y
calvin,49.5,758.7,686.9,739.1,689.8,0.8,1019.5,1375.2,343.3,21.2,36,66.6,Y
calvin,33.7,860.5,622.9,890.5,645.5,1.8,4163.5,6866.8,1460.2,66.1,102.5,50.2,Y
calvin,132.8,868.5,695,762,761.1,5.3,3233.6,9295,128.1,44.9,171.2,24.9,Y
calvin,49.8,758.1,758,864.9,709.8,5.4,4782.3,10123.8,121.4,111.1,173.1,33.7,Y
calvin,49.8,870.7,699.9,782.8,759.2,4.5,4180.4,9741.5,557.9,99.5,165.1,33.3,Y
calvin,32.9,782.4,756.6,780,768.8,0.2,1185.7,2164.6,206.8,19.6,34.7,50.3,Y
calvin,32.9,809,753.9,796.1,769.9,0.9,2050.3,2908,1192.7,34.8,57.9,49.7,Y
calvin,33.4,788.4,740.8,796,718.2,1.1,1937.6,3396.4,478.8,37.8,65.5,50.3,Y
calvin,49.6,800.4,714.1,844.6,696,2.2,2085.3,4384.8,754.2,47.8,71.7,32.5,Y
calvin,248.9,851.7,687.4,400.1,822.8,20.5,5797.4,16016.9,6,124,294.1,46.7,Y
calvin,50.2,551.9,796.2,494.8,786.7,2.5,2497.1,5508.2,543.7,61.2,91.5,66.9,Y
calvin,33.3,533.5,779.5,531.5,760.3,0.9,1445.9,2880.9,10.8,30,53.7,49.7,Y
calvin,66.4,546.8,762.4,636.8,742.7,4.1,4646.5,9407.4,623.1,65.7,176,50,Y
calvin,49.7,617.4,721.4,570.3,718,2.1,1701,3236.2,239.7,45,77,66.8,Y
calvin,165.9,590.6,725.1,1066.2,733.9,23.1,5405.7,17923.7,92.9,197.7,367,29.8,Y
calvin,33.1,818.4,745.8,807.4,739.3,0.5,1207.5,2040.1,374.9,19.8,36.1,49.6,Y
calvin,49.9,804.5,753.3,831.2,750.9,1.2,1576.5,3624.6,485.6,26.8,67.1,67.1,Y
calvin,50,814.3,743.7,787.7,753.4,1.3,1260.1,1734.6,424.8,27.3,51.8,66.8,Y
calvin,49.6,553.9,770.5,490.8,782,2.7,5955.2,10286.1,728.2,68.9,145.9,33.3,Y
calvin,49.5,543.8,780.5,491.7,790.1,2.3,2369.9,5139.1,515.7,50.5,84.7,33.2,Y
calvin,49.7,499.6,788.3,494.3,763.4,1,1173.3,2242.1,298.6,25.1,39.1,33,Y
calvin,33.3,837.8,742.3,862.5,732.2,1.2,2187.1,4373.7,0.5,36.9,73.4,50.4,Y
calvin,49.8,847.1,720.7,805.5,737.1,2,2223.3,5666.3,7.7,43.5,109.1,66.6,Y
calvin,83.2,792.5,731.9,573.5,977.2,13.1,11056,22634,601,183.8,455.7,40.4,Y
calvin,66.3,586.3,927.9,610.8,993.1,3.1,5714,11032.2,740.7,61,168.7,49.8,Y
calvin,33.5,611.1,910.1,621.1,942.4,0.5,3579.9,6642.9,516.9,56.7,92.9,50,Y
calvin,50,598.4,860.5,580.9,857.8,0.7,1043.9,1438.6,692.7,17.9,26.1,67.2,Y
calvin,99.6,585.9,860,763.5,587.4,13.9,8009.9,12499.4,3285.7,162.8,370.1,50,Y
calvin,49.8,750.3,597.6,766.9,595.6,0.8,1350.6,2322.4,551.5,19.4,32,33.4,Y
calvin,32.9,754.8,638.1,766.9,628.4,0.7,1514.8,2834.4,195.1,24,42.7,51.1,Y
calvin,49.8,754.2,625.1,801.1,609.7,2.4,1991.7,4500.7,295.7,46.7,72.6,32.7,Y
calvin,49.9,807.9,612.2,764.8,615.5,2,2154.6,4417.7,236.9,40.6,74.1,33.3,Y
calvin,49.8,771.9,621.6,810.2,620,1.7,3436.7,4848.2,934.3,39.8,90.6,33.3,Y
calvin,49.8,806.1,621.3,734.8,625.9,3.2,5736,9328.8,452.4,68.3,160.2,33.7,Y
calvin,50.1,740.9,626.2,803.5,627.8,2.9,4354.6,7386.2,269.5,59.7,130.2,33.6,Y
calvin,50,801.6,631.3,743.5,655.1,2.8,2670.2,4502.1,300.7,60.3,123.9,66.2,Y
calvin,49.8,746,652.7,801.5,635.2,2.7,3888.9,7139.8,427.1,55.3,114.8,33.3,Y
calvin,49.4,802.9,635.6,818.7,633.2,0.8,1023,1758.5,577.3,16.1,28.1,33.9,Y
calvin,49.7,745.5,638.7,813.5,639.7,3.3,2578.3,6447.9,207,64.1,103.4,32.9,Y
calvin,50.2,821.9,637.5,744.9,664.8,3.6,3728.3,6956.2,449.2,78.8,171.2,66.1,Y
calvin,33.1,744.3,663.4,747.8,674.5,0.6,1105.4,1686.5,524.3,18.3,32.3,50.3,Y
calvin,49.7,747.3,675.6,805.8,652.2,2.9,2319.1,4616.6,521.7,59.7,103.3,66.1,Y
calvin,33.2,761.1,645.9,745.7,668.2,1.1,2465.5,4353.7,577.3,40.8,75,50,Y
calvin,66.5,749.1,676,803.1,657.2,2.7,3431.4,6700.4,347.6,40.9,123.7,50.1,Y
calvin,33.2,799.2,659.4,761.6,684.7,1.9,3870.2,6692.9,1047.5,70.5,125.9,50,Y
calvin,49.8,756.7,686.8,787,678.1,1.3,1577.2,3147.8,541.4,31.2,69.8,66.7,Y
calvin,32.8,786,678.5,757.7,680.2,1.4,2360,4578.4,141.7,41.7,78.7,50.7,Y
calvin,49.3,760.5,684.7,739,681.5,0.9,1466.6,2769.2,296.5,21.6,41.9,32.6,Y
calvin,82.7,738.7,678.2,709.3,672,1.2,1502.9,2597.8,649.8,22,49.6,40.2,Y
calvin,49.7,708,672.3,737.9,687.5,1.5,1934.3,5101.5,332.3,33.1,88.9,67.3,Y
calvin,49.6,740.5,685.4,727.5,672.5,0.8,1265.2,2104.3,383.9,18.6,36.8,32.7,Y
calvin,33.1,720.9,662.3,743.3,661.1,1,2049.2,3592.5,505.9,34.8,62.9,49.7,Y
calvin,50,748.4,696.6,809.3,676,3.1,2409.9,4845.7,521.6,61.3,103.4,65.8,Y
calvin,49.5,555.9,755.9,534.8,749,1.3,1120.7,2007.9,15,24.9,47.2,67.4,Y
calvin,49.9,548.2,745.6,517.4,737.9,1.3,1619.3,3114,81.9,32.1,68.6,66.3,Y
calvin,33.5,518.5,732.7,506.3,730.7,0.5,1058.4,2007.6,109.3,18.2,33.4,50.9,Y
calvin,49.8,502.4,730.9,501.6,772.7,1.2,2732.9,4949.7,758.4,40.4,79.1,33,Y
calvin,66.2,510.8,758.4,561.2,750.7,2.5,1996,4074.2,64.1,37.6,85.6,49.7,Y
calvin,66.7,557.7,743.2,619.3,718.7,3,3839.3,6613.2,652.1,48.8,132.2,49.8,Y
calvin,49.4,610.9,726.6,706.3,731,3.1,5410.7,10749.5,3.8,89.8,177.7,33.5,Y
calvin,50,708.1,724.8,595.5,731.6,5.1,4706.1,10741.1,347.7,106.6,181.3,33,Y
calvin,49.7,546.7,723.4,502.5,724,1.8,2300.4,4689.1,106.3,41.7,78.8,33.4,Y
calvin,50,492.5,717.9,555.1,722.2,2.7,2854.1,6185.4,522.8,59.3,102.1,33.4,Y
calvin,33,534.6,719.1,502.1,718.9,1.4,2553.7,4777.4,330,48.9,89,51,Y
calvin,66.4,501.5,714.5,415,715.2,3.8,4909.7,8981.1,570,60.9,163.8,50.4,Y
calvin,66.3,417.3,708.4,499.8,704.3,3.6,5195.5,9889.6,367.7,58.9,178,50,Y
calvin,66.5,502.6,700.4,581.2,707.8,3.6,4554.3,8712.5,140.5,56.3,155.7,49.8,Y
calvin,33.4,579.2,699.2,566,694.7,0.7,1166.6,1972,361.2,22.7,38.8,49.5,Y
calvin,49.7,563.9,690.6,500.3,692.4,2.7,4220.5,7541.8,122.4,59.3,129.1,33.8,Y
calvin,82.9,504.8,688.1,432.5,707.5,3.2,4344,8335.7,199.2,52.6,146.3,39.9,Y
calvin,33,429.9,704.8,399.6,705.6,1.4,2777.5,5268,286.9,44.4,83.7,50.5,Y
calvin,66.4,394.3,690.6,499.2,697.8,4.3,6281.3,12212.3,479.3,73.7,206.9,50.5,Y
calvin,49.5,517,692.4,494.8,692.8,0.9,992.7,2086.3,401.8,21.4,34.3,32.8,Y
calvin,49.6,500.6,689.7,482.5,683.7,0.7,1026.6,2208,178,19.4,44.1,67.3,Y
calvin,66.4,832.6,726.8,793.6,734.7,1.7,1920.7,3388.7,442.7,35.3,72.8,49.8,Y
calvin,49.3,781.5,732.9,752.3,734,1.3,2668.3,4157.2,245.8,29.3,70.1,33.2,Y
calvin,49.9,755.1,732.4,730.5,729.2,1.2,1484.8,3257.6,286.4,25.5,61.2,66.7,Y
calvin,49.6,729.8,732.9,746.5,748,1,1551.3,2493.2,345.2,23.8,46.7,32.2,Y
calvin,50,749.7,755.1,735.3,755.2,0.7,613.9,893.6,378.1,13.9,24.7,66.3,Y
calvin,49.6,736,755.4,748.7,759.8,0.6,576.5,1075.8,200.8,13.4,19.9,66.5,Y
calvin,66.3,797.3,762.4,752.2,752.6,1.9,3300.7,5968.7,874.6,34.8,98.7,50.3,Y
calvin,49.8,792.7,741.5,730.7,744.8,2.8,2661.4,6022.1,356,59.1,97.3,33.3,Y
calvin,33.3,732.3,745.4,743.6,746.2,0.5,1534.2,2043.3,1025.1,21.8,31.7,49.7,Y
calvin,66.6,748.7,753,783.1,745.1,1.7,1310.6,2557.1,144.1,25.5,45.8,49.4,Y
calvin,49.8,797.8,734.3,750.5,752.2,2.2,5494.2,8184.8,652.5,50.2,133.2,33.4,Y
calvin,33.2,744.2,747.4,774,750.9,1.5,2446.9,4715,178.9,43.1,82,50.8,Y
calvin,49.8,776.4,743.4,732.5,751.4,2,973.1,1613.9,332.3,33.9,61.1,67.7,Y
calvin,32.9,731.1,753.5,744,756.6,0.5,1375,1934.6,815.4,20.7,36.3,51.2,Y
calvin,50.3,730.9,753.7,750.6,751.6,1,1256.3,2131,352.2,18.9,36.9,33.5,Y
calvin,33.4,727.9,754.2,741,751.5,0.7,1334.8,2310,359.6,19.5,37.8,48.9,Y
calvin,33.7,743.5,750.5,732.1,755.9,0.6,1388.5,1758.8,1018.2,20.5,34.1,50.7,Y
calvin,33.2,738.8,757.6,751.7,756,0.4,1522.7,2051,994.5,22.6,36.1,50,Y
calvin,66.2,752.9,754.4,768.8,753.4,0.8,641.7,723.6,487.8,10.3,22.6,75.4,Y
calvin,66.2,770.9,756.4,857.8,716.5,4.5,4519.6,7484.8,697.3,69,156.7,50,Y
calvin,33.1,758.3,704.3,769.3,704,0.5,1217.7,1533,902.3,18.1,30.7,49.7,Y
calvin,33.3,778.5,690.3,762.9,696.3,0.7,2003.6,3054.7,952.4,25.7,45.9,50.5,Y
calvin,66.4,767.9,698.4,796.5,680.2,1.7,2332.5,4185.1,409,25.3,73.6,50,Y
calvin,49.5,768,698.2,695.9,720.4,3.3,7124.8,11190.9,693.7,73.4,184.1,33.1,Y
calvin,33.3,692.6,716,681.9,721.4,0.6,1152.4,2028.5,276.3,18,33.4,49.5,Y
calvin,50,679.2,721.4,755.2,708.4,3.5,6113.3,10461.5,25,74.6,170.4,32.9,Y
calvin,33.1,755.3,706.5,769.6,704.1,0.6,1951.4,2812.9,1089.8,24.7,40.2,50.1,Y
calvin,49.5,766.4,702.8,796.9,677.7,1.9,1949.5,3122.3,349.5,40.2,63,66.5,Y
calvin,50.2,807.2,663.7,772.1,718.1,2.7,4817.6,7891.5,829.7,61.2,135.1,33.5,Y
