Participant,Event Duration [ms],Visual Intake Position X [px],Visual Intake Position Y [px],Visual Intake Average Pupil Size X [px],Visual Intake Average Pupil Size Y [px],Visual Intake Average Pupil Diameter [mm],Visual Intake Dispersion X [px],Visual Intake Dispersion Y [px],Label
gautami (1),514.5,313.9,591,53,52,2.7,2.7,3.7,B
gautami (1),282.4,335.9,591.1,52.1,50.9,2.7,3.4,5.6,B
gautami (1),332,279.3,596.1,53.4,51.7,2.7,3.8,5.3,B
gautami (1),132.5,337.2,595.1,53.4,51.9,2.7,1.6,2.9,B
gautami (1),298.7,420.1,558.8,53.5,50.2,2.8,6,4.4,B
gautami (1),165.7,466.7,565.4,54.1,51.6,2.7,1.9,4.1,B
gautami (1),132.9,453.8,549.4,53.3,50.3,2.7,4.5,3.8,B
gautami (1),165.6,559.7,536.2,54.2,49.9,2.8,1.7,6.1,B
gautami (1),82.7,552.1,632.8,54.8,52.6,2.7,2.5,2.3,B
gautami (1),132.8,497.6,647.3,55.1,52.9,2.7,2.4,4.6,B
gautami (1),116.4,432.2,660,54.6,53.4,2.8,1.8,1.9,B
gautami (1),364.7,499.2,638.1,56.1,53.7,2.8,5.4,11.3,B
gautami (1),199.4,601.8,617.5,54.6,51.5,2.7,2,5.9,B
gautami (1),99.5,553.1,626.9,54.3,52.2,2.7,2.1,3,B
gautami (1),132.7,613.5,613.5,56.1,53.6,2.8,1.8,2.9,B
gautami (1),216.1,538,540.3,57.1,53.2,2.9,2.6,4.2,B
gautami (1),730,417.7,546.9,57,54.1,2.9,4.1,7.9,B
gautami (1),149,444.7,499.2,56.4,52.2,2.9,2.6,2.8,B
gautami (1),232.3,466.7,469.2,56.9,52.2,3,2.3,2.8,B
gautami (1),614.2,505.3,469.6,57.3,51.5,3,2.3,10.3,B
gautami (1),730.2,423.7,506.4,58.7,54.1,3,9.3,10.4,B
gautami (1),481.5,499,493.3,57.1,52.1,3,2,7.9,B
gautami (1),365.1,536.2,493.6,57.9,52,2.9,3.6,3.1,B
gautami (1),116.1,559.5,588.7,57.6,53.1,2.8,2.8,3,B
gautami (1),182.3,628.2,606.6,57.7,53.4,2.8,2.6,7,B
gautami (1),331.9,560.2,561.1,57.5,53,2.8,2,6.6,B
gautami (1),397.8,572.3,556.7,56.3,51.8,2.8,3.2,5.3,B
gautami (1),265.1,613.5,544.2,55.7,50.7,2.8,2.8,4.2,B
gautami (1),232.4,442.8,575.5,56,52.9,2.8,2,6,B
gautami (1),265.4,386.6,547.1,56.1,51.9,2.8,3,5.9,B
gautami (1),132.8,426.6,541.8,54.3,52,2.8,1.3,3.5,B
gautami (1),282.1,644.8,593.5,55.8,52.5,2.8,2.3,8,B
gautami (1),165.8,515.1,614.6,54.8,52.5,2.7,2.7,7.1,B
gautami (1),215.4,507.1,624.6,54.8,52.5,2.7,2.6,4.8,B
gautami (1),248.8,433.8,642.9,54.5,53,2.7,2.3,3.1,B
gautami (1),199.4,506.7,610.6,55.4,52.9,2.8,2.4,7.1,B
gautami (1),216.2,615,571.3,55.5,52.2,2.7,5.9,11.1,B
gautami (1),133,630.2,585.6,56.4,52.9,2.8,2.2,3.3,B
gautami (1),232.3,424.4,558.7,53.6,50.6,2.7,4.6,8.6,B
gautami (1),182.6,415.5,528.2,53,49.3,2.7,5,6.2,B
gautami (1),232.4,565.3,507.1,55.3,49.9,2.8,2.1,5.4,B
gautami (1),1974.9,648,581.3,57.9,54.6,2.9,16.2,13.7,B
gautami (1),248.5,630.4,591.4,58.6,55.2,2.9,1.9,3.8,B
gautami (1),182.2,504.4,615.4,57.7,55.3,2.8,3.5,7,B
gautami (1),298.2,520.7,581.2,57.6,54.2,2.8,2.3,4.8,B
gautami (1),332.2,644.8,569.3,56.9,53.4,2.8,4.5,12.3,B
gautami (1),132.6,637.5,587,56.6,53.4,2.8,2.7,4.7,B
gautami (1),166.1,486.2,619.5,55.7,54.3,2.8,2.5,7.9,B
gautami (1),116.2,438.5,633.7,55.4,54,2.8,2.2,5.3,B
gautami (1),299,496.4,614.6,56.1,53.3,2.8,3,10,B
gautami (1),182.6,621.1,558.8,55.6,51.3,2.8,2.3,8.4,B
gautami (1),132.5,641.1,575.9,56.3,53.3,2.8,1.5,3.1,B
gautami (1),199.3,546.9,538.7,54.8,51.1,2.8,2,4.3,B
gautami (1),199,567.7,541.1,54.1,50,2.7,1.6,2.6,B
gautami (1),100,639,578.7,54,51.2,2.7,2.3,2.2,B
gautami (1),448,622,562.6,54.7,50.8,2.7,6.3,16.6,B
gautami (1),215.8,447.6,573.4,53.5,50.9,2.7,2.6,7.4,B
gautami (1),165.6,388.9,530.7,52.2,49.5,2.7,1.4,3.6,B
gautami (1),149.7,325.9,549,52.2,51.1,2.7,1.3,4.6,B
gautami (1),266,655.6,587.3,56.6,52.6,2.8,4.3,6.6,B
gautami (1),199,619.6,592.4,58,54.6,2.9,3.1,4.2,B
gautami (1),929.3,604.6,599.6,59.5,56,3,5.5,8.2,B
gautami (1),431.8,633.7,591.8,57.8,55.2,2.9,4.5,7.6,B
gautami (1),481.3,644.5,585,58.9,56.1,3,5.5,4.9,B
gautami (1),879.3,661.9,578.6,60.6,57.2,3,14.3,7.2,B
gautami (1),696.7,683.1,570.5,59.4,55.4,2.9,50.4,12.5,B
gautami (1),1144.8,705.9,554.1,58.9,55.3,3,26.8,15.6,B
gautami (1),431.2,725.3,550.6,59.3,55.4,3,4.2,8.3,B
gautami (1),1128.5,738.2,543.7,59.6,55.2,3,20.3,27.7,B
gautami (1),116,691.9,529.5,58.1,54.4,3,2.1,2,B
gautami (1),166.4,435.6,561.8,57.2,53.7,2.8,3.3,7.8,B
gautami (1),198.9,404.7,535.5,56,52.8,2.8,2.3,4.4,B
gautami (1),3235.8,761.9,545.9,58.2,54.2,3,30.3,23.6,B
gautami (1),348.6,768.7,559.2,60.5,56.5,3,16.3,34.3,B
gautami (1),116.4,679.9,639.3,60.9,58.1,3,8.6,14.2,B
gautami (1),299.2,522.5,655.3,57.6,56.7,2.8,13.3,46.8,B
gautami (1),232.6,719.4,578.3,55.5,52.6,2.8,4.7,23.2,B
gautami (1),215.8,465.6,657.3,53.6,53.1,2.6,3,23.5,B
gautami (1),862.7,448.6,651.2,56.2,55.4,2.8,14.4,17.8,B
gautami (1),115.7,402,519,57.3,53,2.9,3.5,3.7,B
gautami (1),398.6,454.7,656.3,57.5,56.8,2.9,18.4,8.1,B
gautami (1),348.6,468.1,636.6,59.6,57.8,3,8.1,16.4,B
gautami (1),465,482.8,642.5,58.1,56.5,2.9,6.2,7.7,B
gautami (1),481.4,496.2,635.3,57.5,55.5,2.9,31.6,20.8,B
gautami (1),398.3,494.3,626,58.2,56,2.9,6.2,7.1,B
gautami (1),166.2,506,622.4,59,57,2.9,5.5,4.6,B
gautami (1),265.9,508,601.9,58.5,55.7,2.9,6.3,13.2,B
gautami (1),631,524.5,601.3,56.8,53.9,2.8,10.3,13.4,B
gautami (1),315.4,534.5,595.9,56.1,53.2,2.8,9.9,7.1,B
gautami (1),198.9,555,583.9,56.2,52.9,2.8,2.1,6.5,B
gautami (1),249.2,574.7,565.6,59.1,54.4,2.9,4.2,18.3,B
gautami (1),663.6,585.5,580.7,58,54.2,2.9,6.6,61.7,B
gautami (1),198.7,1026.1,705.9,56.2,56.6,3,80.4,33.9,B
gautami (1),232.1,1089.4,668.7,53.4,55.9,3,32.1,46.2,B
gautami (1),100.1,851.2,657,55.3,54,2.8,2,14.3,B
gautami (1),265.5,377.2,601.7,55.6,54.4,2.8,116.8,23.1,B
gautami (1),332,460.8,497.6,55,51.7,2.8,85.1,9,B
gautami (1),199.4,448.2,371,54.1,47.2,2.8,24.2,13.6,B
gautami (1),248.9,453.6,462.7,55,50.4,2.8,4.1,24.3,B
gautami (1),82.8,469.6,528.6,56,52.4,2.8,3.8,8.1,B
gautami (1),514.3,583.1,567.4,58.2,54,2.9,35.7,19.9,B
gautami (1),232.2,488.7,483.6,55.4,50.5,2.9,7.4,7.8,B
gautami (1),99.8,443.8,473.1,55.5,51,2.8,2.8,3.1,B
gautami (1),597.9,499.3,462.8,56.6,50.6,2.9,21.8,19.3,B
gautami (1),166,510.1,463.7,57.1,51.6,3,3.6,4.4,B
gautami (1),663.7,525.7,464.4,57.9,51.6,3,15.6,9.8,B
gautami (1),249,535.6,465.9,58,51.7,3,10.6,5.6,B
gautami (1),132.8,553.8,456.2,58.3,51.6,3,13.5,17.1,B
gautami (1),630.8,530.9,439.5,57.7,50.3,3,42.2,10.8,B
gautami (1),398.1,522.4,427.6,56.8,49.4,2.9,23.5,21.3,B
gautami (1),498.2,522.4,431.9,55,47.6,2.8,4.5,9.1,B
gautami (1),697.1,522.4,473.6,57.6,51.3,2.9,38.3,42,B
gautami (1),431.5,527.2,454,58.4,51.5,3,6.4,6.5,B
gautami (1),879.6,559.8,446.3,59.4,51.6,3,20.1,13.7,B
gautami (1),664.1,558.9,442.2,57.2,50.2,2.9,14.5,11,B
gautami (1),414.7,545.4,438.3,57.4,49.2,2.9,3.9,5.8,B
gautami (1),1012.2,573,435.4,56.5,48.7,2.8,19,7.2,B
gautami (1),232,551.6,448.6,57.3,49.5,2.9,6.2,18.8,B
gautami (1),232.1,559.8,525.4,57,52.4,2.9,26.2,21.3,B
gautami (1),166.4,553.1,675.4,56.4,54.6,2.8,1.6,33.7,B
gautami (1),149.9,478.2,688.5,56,54.6,2.8,3.3,12.7,B
gautami (1),231.9,464.8,695.5,55.6,54.6,2.8,2.6,10.7,B
gautami (1),115.9,473.8,675.4,55.9,54.9,2.8,2.3,1.8,B
gautami (1),215.7,542.7,637.8,56,53.2,2.8,1.9,4.8,B
gautami (1),116.5,574.6,624.8,55.4,53,2.8,1.4,3.3,B
gautami (1),149.3,459.8,671,54.7,53.6,2.7,3,6.5,B
gautami (1),149.3,408.2,404,52.7,46.1,2.7,3.9,3.1,B
gautami (1),116.1,465.3,386.2,53.1,44.6,2.7,1,5.3,B
gautami (1),182.6,561.1,372.9,53.5,44.3,2.7,3.8,11.6,B
gautami (1),99.5,459.1,649,54.3,52.3,2.7,2.2,7.7,B
gautami (1),315.5,445.2,680,54.7,53.1,2.7,4,5.3,B
gautami (1),282.2,455.6,676.3,55.5,54.4,2.7,3,4.6,B
gautami (1),381.6,477.8,662.8,54.7,53.4,2.7,10.9,8.2,B
gautami (1),265.5,484.2,659.1,55.1,53.3,2.7,5.9,5.4,B
gautami (1),198.7,493.9,654.5,54.3,53.3,2.7,1.3,5.2,B
gautami (1),448.5,504.2,649,54.6,52.9,2.7,5.5,8.5,B
gautami (1),547.6,510.2,640.7,56.1,54.3,2.8,31.6,32.2,B
gautami (1),514.8,512.3,593.3,55.9,52.8,2.8,9.5,17.2,B
gautami (1),348.7,524.4,599.1,55.3,52.8,2.7,3.8,6.2,B
gautami (1),199.4,535.2,594.5,55.9,52.3,2.8,4,3.7,B
gautami (1),1012.8,544.6,592.6,56.3,53.1,2.8,7,28.6,B
gautami (1),780,563.1,604.9,57.1,54.2,2.8,28.3,32.1,B
gautami (1),298.4,363.1,661.5,55.1,54.4,2.8,13,14.6,B
gautami (1),381.4,457.5,574.4,54.7,52.1,2.8,4.6,9.3,B
gautami (1),215.9,537.6,541.1,54.1,51.3,2.8,2.8,2.7,B
gautami (1),149.1,573.9,526.5,54.3,51.4,2.8,1.9,3.9,B
gautami (1),82.7,388.5,616.4,54.2,52.6,2.8,2.1,4,B
gautami (1),166,408,578.8,54.4,51.7,2.8,12.2,10,B
gautami (1),182.9,467.4,589.8,54.7,52,2.8,16.5,12.9,B
gautami (1),281.9,518.8,570.1,52.8,50.3,2.6,41.6,17.2,B
gautami (1),165.4,936.8,709.1,53.1,54,2.8,68.4,43.8,B
gautami (1),182.7,933.9,720.2,54.4,55.7,2.9,24.1,22.8,B
gautami (1),165.6,936.8,722.5,55.7,57.2,3,13.5,10.8,B
gautami (1),381.7,797.2,702.9,59,58.9,3,24.9,26.8,B
gautami (1),298.8,760.8,668.8,60.3,59.7,3.1,12.7,24.9,B
gautami (1),531.2,352.9,589.6,55.8,54.3,2.9,73.4,43.3,B
gautami (1),165.9,807.9,692.8,55.2,54.7,2.8,45.2,29.1,B
gautami (1),165.7,756.8,687.9,56.4,55.5,2.8,11.4,5.6,B
gautami (1),148.9,746.3,663.8,57.1,57.3,3,5.1,5.1,B
gautami (1),481.3,743.5,657.8,57.6,56.6,3,18.7,7.3,B
gautami (1),199.1,332.2,559.6,54,51.4,2.7,23,13.4,B
gautami (1),182.5,342.6,491.6,53.1,49.6,2.7,15.7,3.3,B
gautami (1),132.6,802.3,691.9,55.5,55,2.8,15.5,4.1,B
gautami (1),182.6,773.9,716.2,57.1,57,2.9,22,6,B
gautami (1),348.8,774,691.3,58.6,58,3,20.9,21.8,B
gautami (1),365.1,364.1,592.5,58,56.3,3,18.6,20.3,B
gautami (1),199.5,409.3,626.9,57.7,58.1,3,4,30,B
gautami (1),415,444.1,615.8,58.8,57.8,3,21.1,22.4,B
gautami (1),82.7,341.7,604.2,57.2,56.8,3,1.2,7.7,B
gautami (1),116.2,236.3,614.5,55.7,57.7,2.9,4.8,9.6,B
gautami (1),116.2,454.4,592.4,57.1,55.4,2.9,4.8,10.7,B
gautami (1),348.7,468.5,589.4,57.9,56,2.9,13.6,7.3,B
gautami (1),332.1,460.7,566.3,59.1,57,3,16.6,14.1,B
gautami (1),813.1,465,576.4,58.1,55.8,2.9,11,17.1,B
gautami (1),149.6,390.3,617.2,57.1,56.8,2.9,55.3,6.4,B
gautami (1),116,253.8,593.9,55.1,56.6,2.9,71.6,6.4,B
gautami (1),149.1,393.5,686.3,58,57.9,3,20.5,34.1,B
gautami (1),498.1,392.5,674.2,58.7,58,3,6.8,8.3,B
gautami (1),215.6,357.9,503.1,58.7,55.2,3,53,14.6,B
gautami (1),116.4,376.3,494.5,57.9,54.9,3,20.1,1.9,B
gautami (1),232.3,446.7,725.4,57.9,58.5,2.9,9.2,16.2,B
gautami (1),448,446.9,729.6,57.2,58.2,2.9,16.4,31.4,B
gautami (1),182.8,429.9,335,55.5,47.6,2.9,3.4,5.6,B
gautami (1),216,503.8,320.2,55.1,46.2,2.9,8.5,5.9,B
gautami (1),149.3,459.5,265.2,54,43,2.8,6.1,9.5,B
gautami (1),198.9,399.2,277.5,52.4,43.3,2.8,9.7,8.9,B
gautami (1),348.4,476.7,281.8,54.4,44.5,2.8,16.3,22.7,B
gautami (1),265.5,509.5,686.1,57.7,57.6,2.9,11.4,23.1,B
gautami (1),348.3,446.3,354.6,55.5,47.4,2.9,24.3,61.7,B
gautami (1),99.7,524.6,299.3,55,46,2.9,2.9,6.4,B
gautami (1),149.5,564.1,283.1,54.9,44.9,2.9,3.4,8.7,B
gautami (1),116.4,533.9,661.6,57.1,56.6,2.9,1.6,10.6,B
gautami (1),282.5,533.5,677.1,57.8,57.5,2.9,10.7,7.9,B
gautami (1),149.4,543.5,668.5,59.4,58.9,3,5.6,4.7,B
gautami (1),398.5,556.1,643.6,59,58,3,5.7,13.2,B
gautami (1),382,567.5,636.5,57.8,56.2,2.9,8.2,7.1,B
gautami (1),398.6,581.3,628.1,56.6,54.9,2.8,8.7,14.3,B
gautami (1),215.4,577.3,626.2,56.3,55.2,2.9,2.1,3.5,B
gautami (1),149.4,590.8,620,57.4,55.1,2.9,4,6.9,B
gautami (1),365.5,526.5,493.8,56,52.1,2.9,32.2,89.2,B
gautami (1),116.3,618.4,587.9,56.1,53,2.8,29.4,22.3,B
gautami (1),116.6,537,608.5,54.1,53,2.8,27.1,1.9,B
gautami (1),99.6,492,601.8,53.7,51.8,2.7,6.8,3.9,B
gautami (1),248.7,453.4,530,53.4,50.9,2.8,16.1,16.5,B
gautami (1),165.8,374,517.6,54,51,2.8,17.5,19.4,B
gautami (1),199.1,426.4,494.3,54.3,50.9,2.8,5.8,10.3,B
gautami (1),82.5,452.2,489.8,54.6,51.6,2.8,19.1,15.4,B
gautami (1),99.6,430.3,433.3,54.8,50.5,2.9,13.8,3.7,B
gautami (1),99.8,407.2,454,54.7,50.8,2.9,3.2,4.4,B
gautami (1),215.6,499.9,453.7,55.1,50.3,2.9,4.8,13,B
gautami (1),464.4,558.2,442,53.8,48.9,2.8,3.5,6.6,B
gautami (1),215.8,643.9,451.5,55.3,49.3,2.9,4.5,11,B
gautami (1),182.3,589,441.6,55.5,49.8,2.9,3.7,5.8,B
gautami (1),115.7,535.2,558.6,55.9,52.7,2.8,2,6.8,B
gautami (1),132.7,446.7,359.1,54,47.8,2.9,2.4,6.9,B
gautami (1),431.9,419.7,260.6,61.3,55.7,3.4,139.4,153.8,B
gautami (1),514.9,405.4,40.1,64.9,56.5,3.9,208.7,235.9,B
Hallie board,615.7,795.6,400.2,108.8,82.6,5.2,49.4,28.6,B
Hallie board,299.5,822.8,365.5,110.7,84.2,5.4,13.7,62.4,B
Hallie board,133.2,499.3,695.8,110.5,106.3,5.2,34.1,58.2,B
Hallie board,116.5,817.8,333.5,106,78.7,5.2,80.1,43.2,B
Hallie board,266.3,809.9,397.6,104.5,79.8,5,30.4,33,B
Hallie board,532.5,805.1,407.8,107.9,82.7,5.2,52.6,17.2,B
Hallie board,349.5,768.8,443.9,112.2,87.9,5.4,40.2,63.6,B
Hallie board,299.6,721.1,440.7,112.5,89.3,5.4,17,14.1,B
Hallie board,266.3,764.9,445,113.9,90.9,5.5,17.8,12.4,B
Hallie board,149.8,815.8,465.9,114.9,92.4,5.6,27.8,21,B
Hallie board,432.6,837.5,494.5,113.5,93,5.6,62.9,33.6,B
Hallie board,266.2,797.4,490.2,115.6,93.9,5.6,57.3,39.3,B
Hallie board,83.2,746.7,461.2,115.8,92.6,5.6,8.6,10.5,B
Hallie board,166.4,842.7,460.9,114.9,91,5.6,10.2,15.8,B
Hallie board,149.7,874.7,486.1,114.4,91.3,5.6,18.4,45.7,B
Hallie board,116.4,838.2,495.8,115,91,5.6,17.3,16.9,B
Hallie board,183,855.3,510.3,116.9,94.1,5.6,26,19.7,B
Hallie board,183,820.2,512.3,118.3,94.9,5.7,24.7,14.5,B
Hallie board,399.4,829.5,511.8,117.1,94.1,5.7,42.1,39.2,B
Hallie board,332.5,858.7,527.9,117.9,95.6,5.7,16.2,27.8,B
Hallie board,316.2,892.2,540.2,116.9,95.1,5.7,33.9,40,B
Hallie board,266.1,907.8,579.4,116.1,96.6,5.7,50.2,59.7,B
Hallie board,99.7,933,601.6,115.8,95,5.6,10.3,18.1,B
Hallie board,266.5,868.9,422.7,117,95.8,5.7,24.3,11.7,B
Hallie board,133.2,924.3,431.2,115,97,5.7,6.9,10.1,B
Hallie board,366.3,948.3,387.4,114.8,95.1,5.8,20.5,18.1,B
Hallie board,482.5,990.5,394.6,113.1,95.7,5.8,23,19.4,B
Hallie board,366.3,559.9,627.7,109.5,101.6,5.2,32.4,108.9,B
Hallie board,116.5,938.8,309.7,100.4,76.7,5.1,82,72.2,B
Hallie board,183,916.4,382.6,97.1,77.5,4.9,79.1,6.3,B
Hallie board,382.9,876.6,407.8,101.7,81.4,5,44.8,6.7,B
Hallie board,299.5,864.2,371.9,107.3,83.8,5.3,11.3,16.5,B
Hallie board,665.6,877,382.7,111.2,88.4,5.5,43,23,B
Hallie board,99.8,651.5,349.4,114.3,86.8,5.5,85.4,7.1,B
Hallie board,166.4,542.8,689.5,113.5,109.2,5.3,87.4,75.4,B
Hallie board,233,454.5,647.4,106.8,102.8,5.1,29,17.1,B
Hallie board,133.1,636.3,644.9,108.9,101.5,5.1,22.6,7,B
Hallie board,149.7,569.1,619,110.4,100.9,5.2,3.9,14.5,B
Hallie board,149.8,401.7,635.7,106.8,102.6,5.1,3.1,20.2,B
Hallie board,432.7,789.2,318.4,108.1,81.8,5.4,84.3,136.2,B
Hallie board,83.3,704.8,420.5,112.4,91.4,5.4,7.3,3.5,B
Hallie board,632.6,696.6,447.2,113.4,95,5.5,28.7,29.4,B
Hallie board,216.3,835.7,356.3,111.4,85.8,5.4,47.7,19.5,B
Hallie board,1131.5,692.4,467.3,117,98.6,5.6,66.4,24.2,B
Hallie board,249.9,775,306.2,117.1,86.1,5.7,22.3,33.1,B
Hallie board,216.4,645.1,245.4,110.6,76.3,5.3,30.5,93.2,B
Hallie board,349.3,657.7,289.5,107.5,77.3,5.2,148.6,116.5,B
Hallie board,1414.4,702.9,316.6,114.7,83.8,5.6,39.8,29.8,B
Hallie board,266.3,742.1,306.3,117.4,85,5.7,4.8,8.9,B
Hallie board,698.5,717.5,301.1,119.5,87.2,5.8,35,12.4,B
Hallie board,299.5,796.6,308.6,119.5,86.3,5.8,47.3,22.4,B
Hallie board,582.4,804.4,293.8,118.7,85.1,5.8,96.2,44.8,B
Hallie board,216.3,730.7,549.7,122.1,106.8,5.8,63.5,79.8,B
Hallie board,99.8,1142.7,414.2,113.8,93.7,6,124.6,7.6,B
Hallie board,249.5,626.8,350.8,115.9,87.9,5.6,88.2,6.1,B
Hallie board,116.5,902.8,462.2,113.7,91.3,5.6,59,18.2,B
Hallie board,299.5,911.6,381.9,114,92.9,5.7,31.3,7.7,B
Hallie board,83.2,916.4,375,113.2,92.6,5.7,6.3,3.5,B
Hallie board,482.6,724.7,403.4,113.1,91.1,5.5,243.9,81.8,B
Hallie board,299.5,501.1,724,110.7,110,5.2,76,82.1,B
Hallie board,366.1,798.1,330.9,109.9,82.4,5.4,61.3,53.1,B
Hallie board,216.3,1108.1,325.2,108.1,84.2,5.9,125.5,35.7,B
Hallie board,382.7,846.9,324.7,111.3,82.2,5.6,44.7,15.1,B
Hallie board,249.6,554.5,461.6,113.9,94.9,5.4,52.8,14.8,B
Hallie board,715.5,651.2,464.4,114.6,96.6,5.5,32.5,21.7,B
Hallie board,118,474.2,294.2,112.6,83.3,5.4,21.3,46.6,B
Hallie board,133,703.1,367,112.9,88.8,5.5,32,11.7,B
Hallie board,133.1,899.1,423,108.5,88.4,5.4,71.9,11.8,B
Hallie board,83.2,1142.7,546.3,105.2,94.8,5.6,119.6,18.4,B
Hallie board,299.4,731.4,461.4,110.2,89.6,5.3,19.4,22.2,B
Hallie board,83.2,1168.2,515.5,104,93,5.6,15.3,3.6,B
Hallie board,316.2,590.5,550,111.8,99.5,5.3,48.4,51,B
Hallie board,332.7,667.4,529.4,114.3,100.3,5.4,25.9,25.8,B
Hallie board,449.3,715.4,510.7,115.8,100.8,5.6,8.6,14.7,B
Hallie board,848.7,729,478.5,116.7,99.1,5.6,36.2,79,B
Hallie board,632.3,771.2,439,117.8,96.7,5.7,14.5,11.8,B
Hallie board,199.7,733.2,420.8,118.6,96.4,5.8,4.2,12.6,B
Hallie board,565.8,789.2,426.5,115.7,93.6,5.6,14.8,7.6,B
Hallie board,399.4,808.9,439.9,116,95.3,5.6,49.1,4.5,B
Hallie board,499.2,818.3,442.3,116.5,95.3,5.6,42,24.2,B
Hallie board,332.9,836.4,448.8,117,96.3,5.7,43.7,9.5,B
Hallie board,482.8,823.9,437.6,117.6,95.9,5.7,33.3,19,B
Hallie board,732.3,851.4,432.6,116.8,95,5.6,16.9,18.3,B
Hallie board,648.9,868.7,438.7,117.2,95.3,5.7,70,55.4,B
Hallie board,232.9,477.1,401.8,115.4,93.6,5.5,226.8,112.5,B
Hallie board,216.4,564.8,724.1,110.5,107.2,5.1,82.9,153.8,B
Hallie board,416.3,537.8,633,102,95.4,4.8,17.4,7.4,B
Hallie board,183.1,957.8,393.8,98.9,78,4.9,197.4,56.2,B
Hallie board,149.7,623.3,267.3,98.8,68.8,4.6,68.4,41.7,B
Hallie board,199.7,346.9,149.9,97.1,64.1,4.6,100.3,34,B
Hallie board,133.1,198.4,216.5,95.8,74.3,4.8,87.5,32.1,B
Hallie board,99.8,373.9,35.8,104,62,5.1,57.2,47.5,B
Hallie board,116.5,432.4,76.5,106.7,65.7,5.1,18.3,9.7,B
Hallie board,282.9,977.4,488.7,107,94.4,5.4,164,65.5,B
Hallie board,599.1,616.5,422.7,110.3,90.4,5.3,172.8,41,B
Hallie board,249.6,461.5,152.8,112.4,74.1,5.4,139.6,75.5,B
Hallie board,366.1,630.1,165.4,106.2,69.1,5.1,25.4,33.7,B
Hallie board,632.4,568.2,96.1,109.4,66.4,5.3,10.3,41.6,B
Hallie board,149.7,921.9,488.4,111.9,100.8,5.6,172.2,73.9,B
Hallie board,183,892.6,353.4,111.2,88,5.5,146.7,9.7,B
Hallie board,199.9,537.6,494,112.6,98.4,5.4,153.1,23.2,B
Hallie board,316.1,604,466.9,113.4,97.2,5.4,98.2,16,B
Hallie board,349.5,907.4,392.4,112.1,91.4,5.6,178.8,29.2,B
Hallie board,414.2,511,408.8,111.7,91.5,5.3,187,17.8,B
Hallie board,332.7,961,373.4,110.9,90.5,5.6,72.5,8.5,B
Hallie board,465.9,501.8,379.5,111.5,89.4,5.3,73.6,16.2,B
Hallie board,216.3,590.8,510.2,114.2,100.5,5.4,65.8,12.7,B
Hallie board,216.4,568.2,452,115.2,96.9,5.5,44.3,6.2,B
Hallie board,449.3,642.1,528.2,116.3,103.4,5.5,19.8,17,B
Hallie board,166.4,680.6,511.4,117.7,103.6,5.5,11.4,3.4,B
Hallie board,299.9,708.6,504.7,117.6,102.3,5.5,13.5,12.3,B
Hallie board,282.6,744,497.9,115.9,101.2,5.6,8.2,5.3,B
Hallie board,1347.9,754.6,485.6,117.1,101.5,5.6,28.7,16,B
Hallie board,299.6,701.1,479.9,118.9,102,5.6,4.7,7.9,B
Hallie board,532.5,760.2,475.9,117.5,101.1,5.6,9.6,8.8,B
Hallie board,366.2,815,472,116.3,99.9,5.5,8.2,8.8,B
Hallie board,449.3,729.7,468.8,115.5,99.1,5.5,26.1,6.4,B
Hallie board,1713.9,717.2,504.9,114.8,100.1,5.4,130,100.5,B
Hallie board,219,729.1,534.6,115.8,103.9,5.4,36.6,20.3,B
Hallie board,233.3,729.2,526.4,115.7,102.9,5.4,34.3,5.6,B
Hallie board,282.6,776.3,501.5,114.6,100.7,5.4,18.5,8.7,B
Hallie board,432.3,801.1,505.2,114.1,99.4,5.4,32.3,11.3,B
Hallie board,249.2,473,432.4,113,93.1,5.2,200.1,6.1,B
Hallie board,132.9,520,177.5,106.6,69.4,5,57.2,89.5,B
Hallie board,216.4,348.6,243,100.3,72.3,4.8,74.9,7.5,B
Hallie board,449.5,701,250.2,104.7,73.8,5,38.7,29.9,B
Hallie board,216.3,1074.2,412.7,106.9,86.9,5.5,156.9,101.4,B
Hallie board,166.4,598.6,549.4,107.9,96.7,5,54.8,49.6,B
Hallie board,133.1,430,542.2,105.4,96.9,5,172.1,47.1,B
Hallie board,183,375.7,567.4,107,101.5,5.1,187.6,22.6,B
Hallie board,365.8,492.8,227.4,112.5,78.1,5.3,187.8,102.8,B
Hallie board,149.8,579.8,653.4,114.8,107.8,5.2,20.2,73.4,B
Hallie board,232.9,613.5,536.8,115.4,102.9,5.4,40.5,106.3,B
Hallie board,133.1,692.4,542.1,117.4,104.6,5.5,12.3,46.5,B
Hallie board,299.5,590.9,693.2,117.9,111.7,5.4,77.1,169.6,B
Hallie board,282.9,568.5,594.9,112.1,103,5.2,45.3,28.1,B
Hallie board,216.3,696.8,574.3,108,98,5,21.6,63,B
Hallie board,133.2,828.9,568.9,106.1,97.6,5,10.1,17.9,B
Hallie board,133.1,769.8,583.2,106.4,97.5,5,19.1,11.6,B
Hallie board,116.5,879.9,618.9,104.3,100.7,5,26.5,14.7,B
Hallie board,133.2,473.1,613.7,102,96.3,4.8,83.8,6.7,B
Hallie board,366.1,462.7,610,102.6,97.3,4.8,36.1,48.8,B
Hallie board,166.4,534.2,628.6,106.1,99.7,5,37.5,8.9,B
Hallie board,199.7,629.1,637.7,107.4,100.9,4.9,24.4,5.4,B
