Participant,Event Duration [ms],Saccade Start Position X [px],Saccade Start Position Y [px],Saccade End Position X [px],Saccade End Position Y [px],Saccade Amplitude [°],Saccade Acceleration Average [°/s²],Saccade Acceleration Peak [°/s²],Saccade Deceleration Peak [°/s²],Saccade Velocity Average [°/s],Saccade Velocity Peak [°/s],Saccade Peak Velocity at [%],Label
Yash,32.8,527.8,455.6,544.5,453.1,0.8,1463.5,2520.7,406.3,26.5,47,50.5,P
Yash,33.1,551.9,452.1,563.3,450.4,0.5,1109.5,1963,256.1,17.1,31.8,50.6,P
Yash,33.2,560.7,451.1,547.2,451.6,0.7,1170.2,2094.8,245.6,20.7,37.4,50.2,P
Yash,33.4,546.2,453.9,517.3,458.6,1.5,2529.7,4527.9,531.5,43.6,80.6,50.2,P
Yash,49.9,521.4,457,495.2,461.9,1.3,1522.7,2309.2,717.6,27.5,56,66.6,P
Yash,66.5,501.8,460.6,629.8,446.7,6.3,4113.6,12433.2,219.7,90,207.2,50,P
Yash,49.8,627.1,440,646.8,436.9,1,1796.7,2791.1,154.9,19.3,48.2,33.3,P
Yash,49.8,645.9,433.8,602,441.1,2,2242,5265.5,292,42.9,105.3,66.6,P
Yash,49.8,605.4,437.2,639.4,436.8,1.7,1348.6,2008.5,68.2,32.6,63.4,65.9,P
Yash,33.1,637.5,436.8,605.1,442.1,1.6,2778,5214.7,341.4,47.9,91.2,50.1,P
Yash,49.7,604.4,444.7,634.2,446.1,1.5,2428.7,3960.1,324.7,29.4,66.6,32.9,P
Yash,33.2,635.8,441.5,649.6,438.7,0.7,1235.8,2187.4,284.1,22.1,39.6,49.5,P
Yash,49.7,648.1,440.5,663,435.9,0.7,816.6,1131.2,432,16.1,28.1,66.3,P
Yash,49.7,663.9,435.4,682.4,433.8,1,501.9,711.6,292.2,14.1,25.7,66.9,P
Yash,33.3,679.5,431.8,697,430,0.8,1503.4,2862.2,144.6,25.2,48.9,49.9,P
Yash,82.9,695.7,428.6,379.4,493.2,14.6,6988,13134.3,209.7,179.2,341.6,40,P
Yash,49.4,381,486.4,347.9,498.6,1.6,1752,3680.7,265,33.8,79.7,66.5,P
Yash,33.5,342.5,496,373.6,493.5,1.3,2643.6,4539.7,747.4,48.1,85.2,50.3,P
Yash,49.3,371.7,494.4,408,490.3,1.7,2072.9,5578.5,277,34.3,96.9,67.2,P
Yash,50.1,409.8,487.8,449.4,482.7,1.8,1903.3,4398,86.1,37.5,92,66.4,P
Yash,33.1,450.6,485.8,477,484.6,1.2,2363.2,3901.6,824.8,41.5,73.7,49.9,P
Yash,33.4,481.7,475.8,496.7,474.4,0.7,1469.7,2436.7,502.7,23.3,41.9,49.5,P
Yash,33.4,494.7,477.6,466,483.4,1.5,2491.3,4827.1,155.6,40.6,80.5,50.2,P
Yash,49.6,479.1,477.1,504,473,1.1,920.8,1501.8,462.9,25.2,41.8,66.5,P
Yash,49.8,507.8,472.1,528.5,469.3,1,1522.5,2286.9,678,21.8,42.1,33,P
Yash,49.9,526.6,468.7,477.8,475.5,2.3,5022.1,7245.1,590,47.7,128,33.5,P
Yash,49.9,480.7,470.4,546.8,466,3,2428.1,6071.5,286.8,62,99.4,33,P
Yash,66.4,537.2,465.5,348.9,518.9,8.6,7476.3,12342.4,569,137.8,286.6,49.9,P
Yash,49.9,354.7,511.9,401.6,510.7,2.1,1842.4,3263.6,428.7,45.4,79.7,66.2,P
Yash,50,402,510.1,455.3,505.4,2.5,4624.6,7708.7,158.6,50.7,125.3,32.7,P
Yash,49.9,452.5,506.8,490.1,501.3,1.9,3500.5,5507.2,295.7,37.3,91.2,33.2,P
Yash,33.1,491.6,497.2,507.3,497.7,0.7,1357.4,2393.4,321.5,24,43.8,50.2,P
Yash,33.5,507.4,499.1,494.9,499.2,0.6,998.8,1753.5,244,20.4,34.4,50,P
Yash,49.4,493.4,497.8,553.4,492.9,2.8,3544.2,6881.5,355.6,58.1,112.2,33.3,P
Yash,49.7,550.8,488.5,582.3,485.7,1.5,1152.1,2133.1,136,29.9,53.4,66.6,P
Yash,49.9,585.1,483.5,612.7,480.7,1.3,2359.5,3587.6,563.5,27.4,62.8,33.1,P
Yash,49.6,612.6,478.4,647.5,473.8,1.7,2174,4028,327.2,33.7,65.5,33.7,P
Yash,49.6,647.4,476.6,671.9,472,0.9,1103,1880.9,286.4,25.2,44.1,66.3,P
Yash,33.2,664.7,472.5,687.4,470.7,1.1,2081.5,3830.7,332.4,32.6,62.4,50.6,P
Yash,83.1,684.4,472.4,368.9,541,14.5,7276.4,13069.6,307.2,180.7,351.1,40.1,P
Yash,50,370.5,532.9,348.4,537.3,1,1971.6,3065.1,464.2,21.1,50.3,33.9,P
Yash,49.6,347.1,534.7,382.6,531.4,1.6,1781.8,4374,153.1,33.3,85.6,67.5,P
Yash,66.4,476.1,442.8,649,422.9,8.8,6397,12429.1,236.4,120.9,277.4,50.2,P
Yash,66.2,645.5,418.6,420.4,464.6,10.3,7442.1,12821.8,300,161.3,304.6,49.8,P
Yash,49.8,421.6,456.7,475.3,469.4,2.5,2766.5,5672.4,67.9,51.1,96.6,34.3,P
Yash,49.5,477.5,467.8,553.5,456.1,3.8,2387.1,6588.7,59.9,71.6,107.4,33,P
Yash,49.9,553.3,454.3,515.2,464.1,1.8,3765.3,5503,313.4,37.8,98.3,34,P
Yash,83,513.8,462.3,479.9,468.2,1.5,530.3,918.5,245.2,17.4,27.3,40,P
Yash,50.2,478.1,470.2,419.2,477.4,2.6,4121.8,6843.1,563.9,56.1,121.3,33.9,P
Yash,66.1,421.5,472.6,374.7,479.1,2.1,3116,5721.6,277.1,33.6,107.1,49.5,P
Yash,49.9,377.1,476.9,462.1,473.2,3.9,6399.9,10588.9,529,81.2,183.9,33.5,P
Yash,50,476.2,471.1,548.4,464.4,3.5,3276,7720.1,57.1,79.2,164.5,66.7,P
Yash,49.6,551.3,458.4,626.1,448.2,3.7,2310.8,6500.6,126.7,71.1,106.1,66.4,P
Yash,49.6,629.6,445.6,668.1,446.6,1.9,1792.1,3267.6,387.8,38.2,81,65.9,P
Yash,49.7,666.2,443,632.2,443.6,1.7,1311.4,1972.1,208.8,31.9,61.6,66.8,P
Yash,66.4,635.8,443.9,511.5,496.2,6,5164.3,11287.6,558,95,222.3,49.8,P
Yash,66.2,515.1,491.9,556.1,495.1,2.1,2744.5,5179.9,117.1,29,93.7,50.3,P
Yash,66.4,555.1,493.9,449.2,511.3,4.7,4927.2,9588.9,189,75.6,167.2,49.9,P
Yash,50,451.5,509.2,367.8,519.9,3.8,3860.8,8254,391.4,77.5,139.1,33.6,P
Yash,50.2,367.3,512.4,414.6,510.3,2.2,4598.9,6791.4,411.3,43.8,117.5,34,P
Yash,49.8,412.9,508.6,453,504.9,1.9,3537.4,5536.7,656,38.5,92.3,33.4,P
Yash,33.1,474.5,493.9,502.5,493.6,1.3,2552.4,4598,506.7,41.7,78.3,49.9,P
Yash,50,502.4,495.2,528.8,492.6,1.2,1343.2,2467.6,395.6,25.6,57.1,66.4,P
Yash,33.4,524,492.5,504.2,494.8,1,1593.6,2605.2,581.9,32.5,54.3,50.6,P
Yash,49.7,505.6,496.2,559.7,488.3,2.6,2383.5,5305.9,204.2,51.5,88.4,33.7,P
Yash,33.1,560,487.5,582.7,487.6,1.1,1929.1,3619.1,239.1,33.7,63.5,49.8,P
Yash,49.6,580.5,486.1,538.1,494.7,2,3883.9,6294.2,304.6,40.8,103.1,33,P
Yash,49.9,541,492.9,576.1,492.3,1.6,3544.9,4963.7,714.4,35,90,33.3,P
Yash,32.9,574.1,494.7,605.9,493.5,1.5,2996.1,5593.4,398.9,45.8,89.8,49.7,P
Yash,50.1,606.7,491.3,652.3,485.6,2.2,2866.2,5302.1,277.6,42.6,88.3,33.7,P
Yash,50.1,652.1,483.4,631.7,444.8,1.9,3827.1,5730.5,252.3,48.4,96,33.5,P
Yash,49.8,633,442,597.2,427.2,1.8,2041.1,3806.7,323.2,38.7,59.8,33.3,P
Yash,66.2,598.5,422.8,542.3,428.4,2.6,3012.4,5199.5,740.1,40.8,107.4,50.2,P
Yash,49.9,545,423.4,615.2,413.1,3.4,5970.6,9538.9,310.6,66.9,164.4,33.6,P
Yash,49.9,613.6,407,644.9,402.7,1.5,1820.4,3611.5,296.8,30.5,56.5,33.3,P
Yash,49.9,644.9,401.4,674.8,398,1.5,2941.1,4575.7,147.8,28.7,75.2,33.3,P
Yash,50.2,675.5,399.3,709.8,396.6,1.6,1094.4,2735.4,182,32.4,50.1,66.2,P
Yash,99.5,707.3,395,356.7,471.3,16.3,7701.1,16947,127.8,166.8,389.6,50,P
Yash,50.3,355.2,464.5,403.8,458.5,2.2,1564.2,3569.2,176.9,45.9,75.7,66.2,P
Yash,50,400.2,458.7,483.8,473.4,4.1,3622.7,8084.1,427.8,79.6,133.1,33.2,P
Yash,49.8,483.7,470.3,556.1,461.1,3.5,3229.8,7104.3,404.5,68.9,118.8,33.9,P
Yash,49.8,554.5,457.4,633.8,449.3,3.9,2659.8,6487.4,143.2,74,113.8,67.1,P
Yash,49.7,635.1,444.2,671,440,1.8,1406,3331.8,331.9,34.7,53.7,33,P
Yash,33.2,676.1,438.1,687.8,433.8,0.6,1038,1636.3,439.7,20.9,34.4,50,P
Yash,66.4,687.4,429.2,620.5,428.3,3,4387.9,8153.3,321.5,46.8,150.6,49.8,P
Yash,49.8,621.2,424.9,524.8,444.9,4.5,5326.1,10313.9,450.7,92.8,179.5,33.5,P
Yash,49.8,526.5,441.5,425.4,455.2,4.6,4268.3,9664.6,467.2,95.4,163.2,33.7,P
Yash,49.8,427.3,450.9,394.8,456.6,1.5,1961.7,3735.4,300.8,31.8,60.7,33.1,P
Yash,49.8,397.6,448.5,362.6,454,1.6,1683.3,2602,416.3,34.9,70.4,66.6,P
Yash,32.9,363.5,455.1,348.6,457.1,0.8,1384.3,2536,232.6,21.6,42.3,49.7,P
Yash,216.2,349.5,458.3,449.4,455.8,5.3,6524,16821.4,1.7,104.7,423.9,15.4,P
Yash,66.4,445.9,453.2,404.2,459.4,1.9,502.7,1204.5,19.2,26.2,40.8,49.9,P
Yash,49.7,405.6,452,423.9,451.9,0.8,1407.4,3497,241.6,20.8,54.4,66.7,P
Yash,33.2,428.7,453,462,451.1,1.4,2780.9,5304.5,257.2,51.3,94.3,49.1,P
Yash,49.8,456.5,446.8,493.9,439.1,1.6,1734.4,3459.2,222.8,36,81.7,66.8,P
Yash,49.8,492.2,440,524.4,437,1.5,1534.2,3391.3,177.9,30.7,53.3,33.2,P
Yash,50.1,526.1,436.9,487.9,440.7,1.8,2063.7,4172.3,118.3,35.9,68.9,33.2,P
Yash,49.9,489.1,438.1,431.9,447.8,2.6,2926.8,6106.1,298.8,54.3,100.9,32.8,P
Yash,33.2,435.9,448,421.9,449.9,0.7,1258.7,2149.4,368.1,21.3,38.4,51.2,P
Yash,49.8,421.6,447.6,509.6,441.5,4,3097.3,5851.2,324.5,82.9,149,66.2,P
Yash,49.8,506.5,435.9,555.1,436.8,2.3,1624.6,4248.4,17.2,47.7,67.7,66.6,P
Yash,49.8,558.2,432.3,463.5,451.8,4.6,3191.9,8467.5,294.2,90.4,140.4,33.4,P
Yash,33,468.6,447.1,483.5,446.3,0.6,1378.6,2461.8,295.4,23.9,42.3,49.5,P
Yash,49.8,493.2,440.1,522.1,438.2,1.7,1282.8,2851.7,10,32.6,64.1,66.3,P
Yash,33.4,525.9,436,556.5,434.3,1.5,2612.4,4689.4,535.4,47.6,86,49.2,P
Yash,49.8,555.2,431,596.7,430.5,1.9,2094.4,4982.6,229.1,38.9,98.9,66.7,P
Yash,49.4,595.5,424,634.4,421.9,1.5,1432.4,3111.3,318.5,37.6,62,66.2,P
Yash,49.7,634.2,422.6,671.1,418.3,1.9,1858.4,3836.9,511,35,61.9,32.8,P
Yash,66.4,671.6,413.9,548.4,439.4,5.7,5525.2,10865.6,181.7,90.8,178.3,50,P
Yash,49.8,546.6,438.2,458.9,448,4,4536.4,9152.3,160.9,83.8,156.7,33.4,P
Yash,66.5,462.2,442.3,374,460.1,4,3890.4,9204.8,260.8,63,164.1,49.7,P
Yash,33.2,375.8,455.5,341.3,459.5,1.7,2980.2,5554.3,406.2,50.5,96.3,50,P
Yash,83,346.1,459.9,620.7,417.4,13.4,6571.7,17448.3,610.7,155.8,329.7,60,P
Yash,49.8,621.6,413.2,686,413.1,3.2,3260.6,8406.2,80.3,60.9,159.2,66.7,P
Yash,49.5,687.9,410.9,707.2,407.9,1,917.8,1390.9,386.6,19.1,38.7,66.4,P
Yash,99.6,706.1,407.4,332.6,476,17.3,6262,15205.2,116,176,367.6,50.1,P
Yash,66.3,338.8,464.7,385,461.2,2.2,3307.3,6449.5,40.2,33.5,112.1,50,P
Yash,83,383.4,459.5,599.4,423.3,10.7,8717.6,17164.8,189.9,124.2,355.9,40.6,P
Yash,49.9,600.5,416.3,510.9,429.2,4.1,2995,7283.9,601,85.6,134.3,66.6,P
Yash,49.8,508.4,423.6,561.1,426.4,2.5,1973.5,3322.3,171.8,49.5,93.3,66.6,P
Yash,49.9,501.6,507.9,507.5,542.6,1.6,1700.1,3394.5,346.9,34.3,59.5,33.3,P
Yash,82.8,521.5,574.1,921.4,438.8,21.3,8666.8,15471.3,720,236,414.1,40.6,P
Yash,49.8,868.4,435.3,831.5,373.7,3.2,2861.5,6502,282.4,69.4,114.7,33.4,P
Yash,66.4,824.5,381.3,763.9,390,2.8,4361.4,8759.2,161.7,45.1,146.7,49.9,P
Yash,49.7,812.8,360.8,872.7,381.3,3.5,1836.9,5126.9,128.8,61.4,89.3,33.3,P
Yash,49.8,883.5,372.7,919.3,339,2.2,1954.3,3219.5,112.1,47.5,87.3,66.7,P
Yash,66,881.3,319.4,766.3,440.5,7.2,9217.4,16600.1,763.8,130.5,278.9,25,P
Yash,49.7,765.2,435.9,802,466.2,2.5,4701.1,7280.6,129,44.6,121.9,33.3,P
Yash,49.8,799.5,466.6,772,575,4.6,5520.9,11034.6,564.7,106.5,193.6,33.6,P
Yash,49.5,772.9,569.8,735.9,586.8,1.8,3588.3,5734.3,503.4,40,93.6,33.4,P
Yash,33.7,739.7,584,732.3,594.1,0.6,1159.7,2147.5,171.9,18.7,34.5,49.3,P
Yash,66.3,733.1,590.9,745.4,513,3.6,4307,7665.1,381.9,55.2,155.5,50.4,P
Yash,66.6,747.3,513.9,796,368.1,7.1,5194.3,11192.4,331,109.3,234.3,50.2,P
Yash,66.5,793.3,375,772.6,324.3,2.6,924.4,1703.5,384.1,28.2,69.2,75.7,P
Yash,66.4,665.7,347.5,763.4,348.9,4.9,5517.5,10881.5,276.7,88.5,153.8,25.2,P
Yash,49.9,756.5,370.2,777.6,398,1.8,1274.1,2445,469.5,33.8,54.6,66.6,P
Yash,83,796,389,703.5,569.7,8.4,8356.5,17416,746,125.7,311.9,39.9,P
Yash,66.4,731.9,552.2,720.6,620.1,2.9,5482.9,10480.3,189.7,54.4,177.1,50.1,P
Yash,99.3,742.7,571.5,396.6,484.6,16.2,8349.4,15613.3,142.3,189.1,371.8,33,P
Yash,49.8,515,472.3,455.4,515.7,3.1,4463,8754.9,613.1,76,130.1,33.4,P
Yash,49.8,534.6,488.1,447.3,514.8,3.8,7130.1,12452.1,897.2,88.6,194.2,33.3,P
Yash,49.4,503.7,493.8,510.5,515.6,1.1,975.9,1892.4,517.6,23.1,35.8,33.4,P
Yash,49.8,504.9,537.2,540.8,547.8,1.8,1985.5,3996.6,206.6,39.9,66,33.7,P
Yash,33.2,516.7,589,550.5,581.6,1.5,2873.7,5742.3,5.2,53.5,96.7,49.6,P
Yash,33.5,514.9,571.5,529.4,555.3,0.7,2023.1,2601.7,1444.6,43.7,59.8,50,P
Yash,49.9,512.3,600.9,448,603.7,2.2,2056.9,5741.4,205.1,61.7,91,33.4,P
Yash,49.7,477.4,581,534.1,576,2.9,2703.2,7361.7,249.9,55.7,140,67.3,P
Yash,66.7,507.1,622.8,434.5,642.9,3.3,2598.8,4681.1,402.8,41.3,94.9,50.3,P
Yash,49.4,477.2,605.7,515.3,592.6,1.9,1502.3,3117.7,593.6,43.7,82,66.8,P
Yash,49.4,518.1,571.4,552.4,573.7,1.7,3166.3,5060.3,343.2,34.4,81.3,33.6,P
Yash,33.3,539.2,584.5,574.6,587,1.8,3215.2,6159.1,271.3,53.2,99.2,49.6,P
Yash,66.6,549.1,606.2,508,620.2,2,2753.6,5073.8,374.4,30.5,92.8,50.4,P
Yash,49.8,503.1,582.3,529.5,581.3,1.2,1323.6,2403.4,446.3,25.1,56.3,66.6,P
Yash,49.9,536.9,545.7,586.8,536.3,2.3,3553.6,6370.6,590.7,48.1,101.4,33.3,P
Yash,66.1,598.4,530.3,693.5,517.4,4.7,5820.7,10459.7,361.1,68.8,200.4,49.5,P
Yash,49.8,684.7,503.9,716.2,498.4,1.6,1497.9,3070.7,202.1,31.8,54.5,33.3,P
Yash,33.2,716.3,498,734.7,495.8,0.9,1676.2,3152.5,199.8,27.6,53,48.7,P
Yash,33.1,731.7,495.6,759.1,490.8,1.5,2304.6,4588.5,20.8,39.7,77.4,49.9,P
Yash,99.8,759.5,486.8,559.2,525.4,9.4,5334.4,16523.2,174.4,106.4,281.5,50,P
Yash,33.2,539.4,521.7,516.4,532.2,1.2,2208.3,4061,355.5,37.3,70.6,49.9,P
Yash,49.9,520.9,530.9,561.5,530.4,1.9,3793.4,5680.2,442,39.4,100,33.3,P
Yash,66.4,560.7,527.4,643.4,501.3,4.2,5674.5,11059.7,282.9,63.5,189.3,50.1,P
Yash,66,644.2,500.8,718.5,492.5,3.8,4900.7,9185.4,196.4,52.9,170.6,50,P
Yash,49.4,715.7,486.7,751,482.6,1.8,2214.6,4141.3,314.9,33.5,67.7,33.2,P
Yash,49.5,751.2,482.1,773.8,478.4,1.1,1803.1,3049.7,266.2,22.5,48.7,33.3,P
Yash,83.1,767.3,480.3,462,561.7,14.4,7664,12752,545,177.2,345.7,39.9,P
Yash,49.8,467.1,552.9,380.1,585.7,4.2,2985.5,7694.1,150.1,87.5,133.2,66.8,P
Yash,49.9,423.5,572.3,474.1,566.4,2.4,2544.6,6408.3,143.4,47.3,123.8,67,P
Yash,49.7,472.1,564.3,538.3,558.2,3.1,6418.5,10113.9,77.4,62.6,168,33.2,P
Yash,49.7,537.1,557.4,575.6,548.9,1.8,1620,3723,342.6,37.4,60.7,32.8,P
Yash,50.1,566.3,547.4,604.3,543.6,1.9,1782.7,3943,149.1,35.7,85.7,66.5,P
Yash,49.8,604.5,541.7,635.4,540,1.5,1611.1,3691.4,379.4,29.9,73.6,66.6,P
Yash,49.8,635.7,538.7,572.4,552.6,3,2599.5,4234.9,199.2,60.8,125.1,66.6,P
Yash,33.2,575.3,552.4,612.6,545.2,1.8,3339.6,6096.7,582.5,54.9,105.3,50.1,P
Yash,49.3,615.5,545.1,651.2,540.8,1.7,3397.6,5411.4,224.7,34.4,88.3,32.9,P
Yash,49.9,648.9,540.8,692.9,537.6,2.2,1910,3620.8,146.4,41.4,91,67.2,P
Yash,49.4,693.4,537.4,758.1,531.8,3.3,2965.9,6719.2,106.6,61.3,108.1,32.9,P
Yash,33,759.5,528.7,786.6,525.9,1.3,2498.9,4296.3,701.4,41.9,76.7,49.6,P
Yash,33.1,787.9,524.3,810.3,521,1.2,2009.4,3728.9,290,32,62.6,50.4,P
Yash,66.6,811.2,522.4,756.5,530.4,2.6,3588.7,6891.7,183.4,39.4,119.3,49.9,P
Yash,66.4,758.5,527.7,733.7,532,1.3,2577.6,5378,172,25.6,76.7,50.2,P
Yash,49.8,734.1,530.9,760.6,529.7,1.4,1712.3,3294,151.3,25.7,51.5,32.5,P
Yash,33.3,760.7,528.2,775.9,528.3,0.7,1537.8,2728.2,347.5,22.4,42.9,49.1,P
Yash,33.3,775.2,528.6,793.2,524.7,0.9,1551.7,3007.9,95.5,25.6,50.1,50.8,P
Yash,49.8,792.5,525.5,776,528.6,0.8,1311.4,2082.8,296.1,16.4,36.4,33.1,P
Yash,66.4,777.1,528.8,759.5,531.2,0.9,840.2,1981.8,165.9,15.6,38.3,74.6,P
Yash,33.5,764.4,530.1,780.1,528.7,0.8,1310.2,2350.5,270,25,44.2,49.1,P
Yash,49.9,780.2,529.5,807.2,527.2,1.4,1534.4,3241.8,454.6,26.5,64.4,66.8,P
Yash,99.9,809.2,525.1,406.8,612.2,18.9,6712,18740.3,441.8,190.5,385.2,49.8,P
Yash,182.8,411.4,604,580.9,565.7,8,3823.1,19078.1,114.6,58.9,347.8,81.8,P
Yash,49.7,583,556.6,576,526.2,1.3,3197.9,4638.6,425.6,31.2,82,33.2,P
Yash,50,579.2,524.3,624.3,508.5,2.3,3117.1,5638.6,141.3,45.2,95.9,33.3,P
Yash,49.6,626.7,506.3,585.4,494.9,1.5,2161.2,2941.5,776.5,43,78.7,66.5,P
Yash,66.2,588.4,493.4,457.3,528.8,6.2,5592.4,9262.6,671.9,95,212.4,50.6,P
Yash,49.9,459.4,525.6,422,550.8,1.9,2073.6,4591.4,122.3,42.2,100.4,66.8,P
Yash,49.7,421.1,550.7,410,535.9,0.8,1490.4,2458,59.3,17.5,41.6,33.5,P
Yash,49.6,409.8,530.4,454.8,528.5,2,2074.6,4408.4,296.2,42.6,99.3,66.6,P
Yash,33,447.7,526.3,460.2,524.7,0.6,1354.7,2402.3,307.1,19.7,35.3,49.7,P
Yash,49.9,464.3,526.3,483.2,524.4,0.9,1203.9,2394.7,448.4,20.2,45.9,66.4,P
Yash,33,485.2,526.6,502.8,522.2,0.9,1514.4,2577.4,451.3,29.2,50.2,50.5,P
Yash,33.2,498.3,526.6,526.9,518.1,1.4,2589.6,5048.6,130.5,42,82.7,50,P
Yash,49.8,526.5,517.7,564.7,513.8,1.9,2092.7,4086.3,294.6,37.2,68.9,33.3,P
Yash,66.3,565,511.4,453.9,530.6,5.1,5319.2,10834.1,273.9,88.2,165.8,25.1,P
Yash,49.7,455.6,526.4,432.6,533.5,1.2,1510.6,3958.2,109.8,24.6,66.1,66.5,P
Yash,33.3,437.2,530.1,413.2,533.3,1.1,2116.3,4017.4,215.2,34,67.2,49.9,P
Yash,66.4,461.6,524.9,690.8,496.1,13.5,9528.2,15706.7,111.7,191.2,382,50.3,P
Yash,49.3,695.9,484.9,790.6,475,4.9,4426.5,9720.6,126.2,90.1,161.7,33.5,P
Yash,49.8,789.5,471.2,718.5,495,3.5,5549,9281.8,531.9,71.6,160.2,33.3,P
Yash,66.3,722.1,490.9,599.6,505.9,5.8,5057.5,10957.6,272.9,86.7,213.2,49.8,P
Yash,66.6,668.4,487.4,581.1,508.2,4.1,1354.6,2206.8,98.2,59.3,102.6,74.5,P
Yash,83.2,549.9,511,730.2,489.6,9.3,6776.2,15685.9,296.6,103.6,277.3,40,P
Yash,66.2,731.8,491.1,553.7,528.1,8.3,7766.8,13568.2,714.2,127.1,284.5,50.6,P
Yash,49.8,549.2,537.8,498.4,568.8,2.5,5729.1,8802.6,293.7,57.1,149.6,33.3,P
Yash,49.9,500.7,578.8,494.2,551.7,1.2,2496.4,3523.8,722,30,63.5,33.3,P
Yash,83.2,497,546.5,682.3,535,9.4,8022.3,16310.6,490.2,109.9,322.2,39.9,P
Yash,66.7,685.2,535.7,686.3,434.8,4.6,5677.2,10278.3,488.2,73,203.8,49.7,P
Yash,66.4,637.4,474.8,596.8,618.4,6.1,4606.8,11726.2,613.4,110.5,229.3,50.2,P
Yash,49.6,621.5,611.6,543.8,614.2,3.7,1847.9,3208.5,487.4,55.4,108.1,66.7,P
Yash,133.1,539.3,620,925.7,567.7,19.8,6785.9,15495.2,462.3,181.6,389,25.1,P
Yash,66.4,774.8,574.5,731.4,450.8,6.1,7102.4,12865,1114.4,106.2,216.1,49.9,P
Yash,49.8,665.5,471.7,612,497.5,2.6,4125,7164.3,839.3,57.1,119,33,P
Yash,66.5,629.1,504.2,583.2,519.8,2,3287.7,7332,316.2,40.5,111.9,50.2,P
Yash,66.6,609.4,513,709.4,488,5,5351,11192.6,273.9,72.5,205.5,50,P
Yash,49.7,715,504.1,687.9,498.5,1.4,1194.1,1997.6,99.4,27.9,50.7,66.9,P
Yash,49.9,699.7,493.3,667.3,508.4,1.3,1985.6,3762.1,574.5,36.8,80.7,66.9,P
Yash,66.3,708.3,540.3,769.7,517.6,3.3,4253.4,8461,387.8,47.6,150.1,50,P
Yash,49.6,784.1,504.1,809.4,501.3,1.4,898.2,1816.9,306.6,25.3,39.9,66.8,P
Yash,49.6,799.5,497.1,716.6,517.7,4,5783.1,10555.8,366.4,81.4,174.6,32.6,P
Yash,50,694.2,498.4,706.6,500.4,0.6,461.4,993.2,30.4,12.2,17.5,33.2,P
Yash,49.7,703,498.2,714.6,498.5,0.5,517,754.8,370.8,13.3,19.3,66.8,P
Yash,33.5,698.6,506.8,713.4,504,0.7,1243,2247.5,238.6,23.3,41.9,49.6,P
Yash,33,705.3,495.9,693.8,491.1,0.6,1382.7,2067,698.4,21,35,49.8,P
Yash,49.8,720.8,489.7,753.9,484.7,1.6,1665.7,3870.6,399,31.1,78.3,67.3,P
Yash,33.2,759.4,490.1,744.2,488.6,0.8,1339.2,2413.4,265,22.2,42.2,50,P
Yash,49.5,719.1,537.5,743.8,533.8,1.9,1249.4,2404,1,38.5,44.3,33.5,P
Yash,33.2,775.8,512.6,792.5,505.3,0.8,1671,2701.6,640.3,28.5,50.8,49.8,P
Yash,249.1,787.7,495.9,419.8,746.4,20,5543.6,19844.9,8.3,157.7,336.8,13.3,P
Yash,149.3,501.3,697.8,1009.9,453.4,27.1,10568.6,30070.6,9,215.1,673.1,44.4,P
Yash,49.7,825.3,474.1,818.1,445.2,1.5,2007.8,4065.8,562.7,43.3,73,66.5,P
Yash,33.2,807.3,438,814.2,428.6,0.6,726.2,1437.5,14.9,20.3,32.1,49.9,P
Yash,33.4,788.2,431.5,803,428.2,0.7,1374.4,2288.5,460.4,23.6,42.2,49.4,P
Yash,33.2,799.3,424.7,810.8,420.3,0.6,1295.8,2242.1,349.5,19.8,34.3,49.9,P
Yash,49.8,799.5,427.9,746.7,446.1,2.7,2469.4,4578.2,658.5,53.3,115.3,66.8,P
Yash,33,769.4,444.7,747.5,440.1,1.2,1842.1,3603.8,80.3,32.4,62.1,50.3,P
Yash,33.2,750.5,438.8,764.3,432.5,0.7,1319.6,2535.5,103.8,21.8,42.4,49.5,P
Yash,49.8,747.2,443.3,787.8,435.9,2.1,2820.8,5122.5,96.3,38.6,84.1,33.4,P
Yash,33.1,769.1,441.8,781,440.6,0.5,1184.1,1976.7,391.4,18.9,33.4,49.9,P
Yash,33.3,771.7,444.4,786.1,444.3,0.7,1474.5,2562.6,386.5,21.8,39.9,49.9,P
Yash,33.2,719.5,473.2,734,468.1,0.7,1250.9,2351.6,150.1,22.5,42.1,50.4,P
Yash,49.8,768.2,447.1,720.1,454.6,2.4,1652.2,4190.8,117.6,46.6,72.9,33.3,P
Yash,50,727.3,466.5,776.7,459.8,2.5,2488.6,6104.6,269.8,48.6,119.9,66.5,P
Yash,364.9,774.2,456.9,1312.6,557.9,29.5,6549.6,22218.5,105.7,139.5,420.3,31.8,P
Yash,49.8,709.9,485.5,743,500.8,1.9,1817.7,3892.7,646.8,37.9,82.7,66.9,P
Yash,49.8,759.5,481.3,720.4,495.8,2,2134.1,4857.4,223.6,40.1,98.2,66.6,P
Yash,49.6,732.1,483.6,755.8,483.4,1.2,2628,3745.8,418.5,26.3,63.5,33.4,P
Yash,33.7,749.3,475.8,724.4,482.5,1.2,2171.8,3804.7,539,39.6,70.8,49.8,P
Yash,182.9,727.7,450.6,652.6,723.7,10.8,5013,14422.4,228.2,100.6,359.3,18.2,P
