Participant,Event Duration [ms],Saccade Start Position X [px],Saccade Start Position Y [px],Saccade End Position X [px],Saccade End Position Y [px],Saccade Amplitude [°],Saccade Acceleration Average [°/s²],Saccade Acceleration Peak [°/s²],Saccade Deceleration Peak [°/s²],Saccade Velocity Average [°/s],Saccade Velocity Peak [°/s],Saccade Peak Velocity at [%],Label
Dalisha board,49.9,695.9,-89.2,718.5,-77.9,1.2,1957.2,2932.7,767.8,24.8,53.1,33.4,B
Dalisha board,183.1,815.9,-18.6,453.5,-1.6,14,13983.5,49265.6,1.3,152.1,455,18.2,B
Dalisha board,83.2,458.8,31.9,744.2,195.8,11.8,14243.1,29029.7,12.3,216.5,556,40.1,B
Dalisha board,815.4,667.4,62.3,784.9,196.3,6,4428.8,24787,6.7,84.9,486.4,4.1,B
Dalisha board,49.8,762,201.5,751.9,243,2.1,2811.2,4932,0.9,43.5,80.2,33.1,B
Dalisha board,216.3,703.5,261.9,731.3,128.1,43.2,7794.7,14408.9,537,74.4,243.6,84.6,B
Dalisha board,83.2,679.1,11.3,684.9,38.3,1.7,19212.8,47243,4,162.5,438.8,40,B
Dalisha board,33.2,677.2,38.6,692.6,32.2,1.1,1534.1,2335.2,733.1,27.2,46.3,50,B
Dalisha board,382.4,685.1,14.4,687.8,27.1,41.2,766.5,1359.4,46.9,7,17.2,4.3,B
Dalisha board,33.3,691.4,25.1,712.6,27,1.2,2969.8,4058.9,1880.7,34.3,58.9,50,B
Dalisha board,549.2,696.8,43,679.3,52.8,1,9643.3,33279.2,1.9,111.8,367.4,24.2,B
Dalisha board,116.4,661.3,65.2,693.4,58.8,41.9,1645.6,3885.6,1.4,30.9,65.4,0,B
Dalisha board,66.6,692,20,714.5,19.9,0.9,1946.3,4656.2,297.4,31.2,45.4,50,B
Dalisha board,49.9,695.8,81.7,696.7,70.4,1,1269.7,1641.8,709,13.3,27,33.4,B
Dalisha board,66.5,693.5,57.5,641.1,70.7,2.6,2368,4808.7,7.8,40.7,72,50,B
Dalisha board,49.9,623.7,61,685.8,63.4,3.4,2125.9,5506.6,2.2,60.4,86,33.3,B
Dalisha board,1530.8,642.1,194.3,168.2,309.5,30.7,17067.9,59816.2,1.9,231.9,1003.3,0,B
Dalisha board,116.5,600,336,821.7,-124.6,28.8,8285.9,22489,321.9,216.8,440.6,42.9,B
Dalisha board,399.4,774.1,-118.5,1122.6,256.1,2294.3,18319.2,55179.3,55.2,230.7,953.3,54.2,B
Dalisha board,66.6,1008.5,89,1087.5,119.1,4.1,6059.6,10465.5,362.1,95,137.9,50,B
Dalisha board,66.8,1019.1,144.2,874.4,157.7,7.4,5193.1,12988.4,877.9,108.7,236.8,49.9,B
Dalisha board,66.5,908.9,184,999.8,209,4.1,5190.5,9486.2,1661.7,71.3,163.1,49.9,B
Dalisha board,66.5,552.2,671.8,611.4,695.3,3,3543.7,6633.2,152.9,45.5,128.7,50,B
Dalisha board,50.6,610.2,646,716.3,642.8,4.9,4796.7,10202.5,1536.6,108.2,167.9,32.9,B
Dalisha board,216.6,662.3,598.1,455.2,611.9,8.8,5428,23081.6,510.3,77.3,396.6,84.7,B
Dalisha board,66.5,509.4,569.3,605,565.1,4.3,5156.9,10236.8,484.8,69.6,193,50,B
Dalisha board,83.1,772.5,544.5,679.1,563.6,4.4,2735.9,5396.3,456.5,62,120.6,39.9,B
Dalisha board,66.5,656,565.7,737.5,565.5,3.8,4125.3,7103.3,540.4,57.6,142.9,50,B
Dalisha board,83.2,732.6,565.2,409.3,670.3,15.5,9396.2,22887.1,3.4,197.8,425.4,40,B
Dalisha board,66.6,471.9,644.2,377.4,646.3,2.6,6294.6,12822.2,291.9,95.4,161.4,50,B
Dalisha board,50,423.9,608.2,519.4,608,4.3,4503.9,9365.2,168,91.9,165.4,33.3,B
Dalisha board,66.6,537.9,586.5,454.5,611.4,3.8,4945.1,8343.5,659.1,63.2,170.8,50,B
Dalisha board,66.6,466.4,618.4,589.9,628,5.7,5298.2,8418.7,727.9,87.9,192.4,50,B
Dalisha board,66.6,590.5,621.4,690.7,626.2,4.5,3754.1,8705.6,156.2,70.1,166.6,50,B
Dalisha board,66.5,682,627.2,744.3,630.2,3.3,3798.5,6894.2,4.3,48.9,133.8,49.9,B
Dalisha board,50,725.3,626.8,815.9,617.3,4.2,4952,9119.7,1534.5,86.7,160.6,33.3,B
Dalisha board,33.3,845.2,583.1,824.3,587.5,1,1862.1,3310.3,413.9,31.6,59.1,50,B
Dalisha board,49.9,823.3,591.3,862.5,588.3,1.8,2283.4,4332.6,490.5,38.1,71.4,33.3,B
Dalisha board,49.9,858.9,588.7,906.3,593,2.2,2191.4,3558,303,46.1,91.1,66.7,B
Dalisha board,732.2,931.7,593.5,444.4,696.7,22.3,964.5,3528.5,0.6,19.5,62.1,97.8,B
Dalisha board,2246.4,445.6,689.1,509.5,563,6.3,4828.5,17498.5,49.4,107.7,461.8,1.5,B
Dalisha board,1314.6,482.9,569.5,652.4,597.4,7.8,467.6,919.6,16.8,6.7,12.3,31.6,B
Dalisha board,66.6,654,595.6,490.7,593.8,6.5,8600.3,15076.6,633.6,114.9,304.1,50.1,B
Dalisha board,66.5,502.6,581.4,536.6,563.9,2.9,2832.2,5691.6,3.7,38,89.7,50,B
Dalisha board,1031.7,471.3,583.2,570.1,577.9,4,2147.1,6367.5,0.1,26.9,106.7,45.2,B
Dalisha board,116.5,879.4,224.5,1129.5,370.5,22.4,9288.4,21334.1,139.1,145,350.2,28.6,B
Dalisha board,183,1088,306,288.6,1059.4,53.9,12116,25983.4,58.4,342.4,586.5,27.3,B
Dalisha board,83.2,407.2,906.7,416.9,856.6,1.9,1983.5,4201.6,16.6,33.3,84,40,B
Dalisha board,33.3,450.6,787.5,441.9,778.8,0.5,1044.5,2088.2,0.9,17.5,34.1,50,B
Dalisha board,83.5,664.6,163.2,810.8,249.1,7.1,8573.4,14738.8,1108.9,112.2,290.6,40.2,B
Dalisha board,216.3,653.1,206.2,643.8,415.3,8.9,5088.8,13758.7,38.9,78.1,271.6,15.5,B
Dalisha board,432.6,600.6,379.4,614,269.3,6.1,234.3,446.2,22.4,8.3,12.3,96.2,B
Dalisha board,632.3,711.1,188.8,406.8,362.3,18.6,10082.9,45598.4,3.2,181.8,535.4,68.4,B
Dalisha board,66.5,537.1,258.3,553.5,247.6,1.2,1805.3,3785,1.9,25.6,58.3,75,B
Dalisha board,1048.3,538.4,230.6,674.6,265.4,6.4,3278.9,6666.5,2.4,65.7,177.4,3.2,B
Dalisha board,66.5,690.4,246.8,735.5,265.5,2.4,2900.4,5151.9,448.6,35.9,92,50,B
Dalisha board,50,740.9,253.8,711.2,235.2,1,1387.6,2817.1,0.7,36,70.1,66.6,B
Dalisha board,133.1,702,228.1,727.7,201,1.6,1504.3,3114,950.5,21,51.7,75,B
Dalisha board,2213.1,726.4,192.4,634,137.8,5,2763.7,8966.4,12.6,33.5,154.5,0.7,B
Dalisha board,2995.2,684,133.1,755.1,85.6,3.7,912.4,1985.1,2,12.4,26.5,1.1,B
Dalisha board,50.2,707.1,196.6,750.9,208.6,2.2,4061.9,5696.8,1617.7,51,100.4,33.1,B
Dalisha board,50,737,184.3,762.7,174.2,1.4,1987.7,3223,1113.7,29.6,47.6,32.9,B
Dalisha board,49.9,758.8,176.1,779.1,176.2,1.1,4432.3,7851.2,12.5,43.4,91.7,33.8,B
Dalisha board,32.8,778.1,158.2,776.8,146,0.2,1112.7,1783.2,442.2,21.8,35,49.3,B
Dalisha board,50,770.3,133.3,821.2,117.1,2.5,2632.6,5806.5,384.3,52.2,120.8,67,B
Dalisha board,183,820.8,80.8,556.4,164.8,13.3,5716.8,16256.3,0.2,86.7,444.6,72.7,B
Dalisha board,366,559.5,148.6,412.2,948.7,36.6,7290.7,27000.2,22.5,185.3,472.9,68.2,B
Dalisha board,499.2,542.2,800.3,1261.1,1,50.5,22049.6,59149.7,58.5,326.4,981.9,93.3,B
Dalisha board,66.6,1120.6,44.4,1214.7,58.6,3.1,7599,13355.1,1326,81.1,217.7,50,B
Dalisha board,83.2,1149.1,81.3,691.5,134.8,39.1,12454.3,27480.7,12.4,270.8,566.6,60,B
Dalisha board,83.2,606.7,159.7,911.5,218,13.3,12711.4,17123.8,574.1,197.7,484.6,40,B
Dalisha board,49.9,888.6,224.8,937.9,237.8,2.3,7427.7,12077.7,0.1,67.9,171.2,33.3,B
Dalisha board,49.9,858.6,267.4,897.7,253.4,2,2117.6,5235.1,0.3,40,101,66.7,B
Dalisha board,49.9,857.5,227.1,931.6,211.4,3.1,8113.9,12532.8,0.1,76.9,209.2,33.3,B
Dalisha board,33.3,925.7,186.6,892.6,164.9,0.1,4651,8353.9,948,69.9,109.8,49.9,B
Dalisha board,116.5,895.4,166.7,1169.2,229.2,23,11840.2,25473.8,13.5,148.1,406.8,28.6,B
Dalisha board,199.7,1129.6,9.9,629.3,325.8,51.2,25124.3,52606.1,0.5,259.3,856.5,0,B
Dalisha board,33.3,667.5,296.7,681.1,291.2,0.8,1353.1,2281.5,424.7,24.8,40.3,50,B
Dalisha board,33.3,721.1,312.4,737,313,1.4,1286.6,2572.3,0.8,44.2,44.2,49.9,B
Dalisha board,1696.9,502.9,288.8,711.2,313.3,9.1,5376.3,14565.1,20.1,122.3,261.5,1.9,B
Dalisha board,33.3,730.9,227.8,751.3,221.5,0.9,1928.6,2831.4,1025.9,35.6,59,50,B
Dalisha board,116.5,728.3,221,733.2,238.5,0.6,167.6,407.8,0.3,5,9.7,85.7,B
Dalisha board,49.9,755.7,245.8,767,243.4,1.4,1752.4,2941.5,5.1,30.7,37.9,0,B
Dalisha board,49.9,763,246.7,756,256.8,0.3,980,1045.9,914.2,17.7,22.7,66.7,B
Dalisha board,133.1,745.1,278.1,733.1,285.3,1.8,1905.7,3938.7,0.1,24.5,64.2,25,B
Dalisha board,33.4,736.2,280.7,752.5,285,1.5,1512.5,2829.1,195.9,48.2,49.8,0,B
Dalisha board,83.2,733.1,270.9,443.1,274.6,13.2,8170.1,18655.4,1005.1,165.7,357.4,60,B
Dalisha board,183.1,430.4,245.4,732.6,292.9,13.6,6203.3,21943.1,119.6,105.8,495.9,81.8,B
Dalisha board,33.3,771.8,330.4,800.7,300.5,1.6,4562.9,9124.1,1.7,81.3,115.1,50,B
Dalisha board,50,761.9,325,769.5,299.1,0.4,1869.3,3742.2,52.7,33.8,37.9,66.3,B
Dalisha board,249.6,851,305,892.8,314.9,1.7,3313.9,7987,96.6,33.7,125,73.3,B
Dalisha board,133.1,894,306,904.6,305.7,0.7,5166.4,17836.7,9.3,61.9,179.6,75.2,B
Dalisha board,66.5,919.4,299.6,944.2,275.6,1.8,3074.3,6514,2.9,48.4,67.9,75.5,B
Dalisha board,83.3,1028.1,318,908.2,203,0.4,5054.1,17462.8,57.7,97.4,344.2,79.9,B
Dalisha board,49.9,910.6,187.2,922,192,0.6,451.6,756,7.9,17.6,18.4,66.6,B
Dalisha board,798.7,944.2,176.4,729,354.4,14.4,9680.1,37559.2,1.6,180.1,536.2,22.9,B
Dalisha board,49.9,717.4,324.9,671.3,380.2,4.4,3422,8353.4,8.6,74.9,168.7,67.5,B
Dalisha board,931.9,664.3,384.1,679.1,306.3,3.8,3099.3,10248.4,0.4,57.7,261.6,96.4,B
Dalisha board,33.3,649.2,415.9,667.9,437.9,1.4,2513.4,4607.5,419.3,41.7,79.9,50,B
Dalisha board,66.5,681.8,293.1,672.2,422.3,6.8,8912.8,17708.4,806.4,99.9,294.3,50,B
Dalisha board,49.9,665.7,431.9,701.5,430.5,1.9,1233.7,2886.6,14.6,35.4,49.9,33.2,B
Dalisha board,1664.3,691.8,449.9,753.7,394.8,4.1,3010.2,18538.8,2.7,48.6,388.6,64,B
Dalisha board,33.7,749,392.2,753.6,377,0.7,1998.4,2603.9,1392.8,26.6,43.7,49.4,B
Dalisha board,149.8,719.6,370.3,715.2,348.8,1.4,817.1,1538.1,222.7,15.4,30.3,11.2,B
Dalisha board,66.1,717.4,345.2,556.5,355.2,6.5,3036.6,9451.6,157.4,113.2,159.1,49.8,B
Dalisha board,66.6,575.8,350.7,670.4,355.4,5.7,5777.8,11283.2,8.5,83.5,189.8,50,B
Dalisha board,49.9,665.8,352.4,711.1,364.9,1.5,2376.3,4462.2,538.5,46.5,70.1,33.4,B
Dalisha board,532.5,751.4,346,777,339.6,1.6,3857.6,18942.6,0.5,62.4,361.8,90.6,B
Dalisha board,49.9,751.7,345.7,769.1,353.6,1,766.6,1272.2,496.7,19.5,30.2,66.7,B
Dalisha board,116.5,764.7,382,790.8,380.5,1.8,1587.2,3134.4,206.5,27,55.2,85.7,B
Dalisha board,2562.6,450.8,922.9,843.4,354.3,29.8,1881,11598.6,3.9,33.1,199.4,58.4,B
Dalisha board,49.9,800.8,334.8,827.5,363.6,2,1804.7,2386.2,1233.1,39.2,72.9,66.7,B
Dalisha board,149.8,820.8,352.1,859.7,313.5,2.8,463.3,625.9,90.3,15.3,20.8,89.1,B
Dalisha board,233,900.7,269.2,376.2,966.8,39.6,7082.3,13642,30.1,220.8,412.7,57.1,B
Dalisha board,49.9,415.7,917.6,399.5,922.3,0.6,2261,3330.5,1131.6,25.2,50.4,33.4,B
Dalisha board,49.9,934.4,295.8,881.4,343,2.3,4794,8749.7,485.7,70.5,138.6,33.3,B
Dalisha board,1980.2,880,333.1,773.4,285.4,5.2,651.1,992,5.4,6.9,11.8,0.8,B
Dalisha board,33.1,834.1,290.1,846.8,288.5,0.7,1146.4,2291.4,1.3,18.9,35.6,49.8,B
Dalisha board,66.6,851.9,287.2,861,252.1,2,1799.3,3259.3,677.1,29.7,59.9,50,B
Dalisha board,66.6,849.5,262.1,738.8,282.5,4.9,5032.1,10468.9,243.1,79.7,204.8,50,B
Dalisha board,66.6,737.3,275.4,861.7,273.1,5.6,7267.5,12709.8,947.8,87.9,250.6,50,B
Dalisha board,998.7,842.6,262.7,846.4,302.9,2.3,179,531.6,0.5,4.8,6.2,1.7,B
Dalisha board,49.9,851.2,300.3,857.3,277.1,1.1,1869.7,2956.8,5.7,34.4,36.3,0,B
Dalisha board,33.1,847.2,276.7,858.2,291.7,0.3,2915.3,3138.4,2692.2,30.7,52,49.7,B
Dalisha board,83.2,852.3,292.6,499,308,14.8,8160.2,18166.8,168.2,198.9,360.2,60,B
Dalisha board,66.6,498.3,305,343.8,325.2,6.9,6470.2,12038.1,2405,116.3,258.1,50.3,B
Dalisha board,149.8,348.6,317.9,796.1,342.8,19.3,11051.8,24691.9,3.4,227.2,471.5,44.7,B
Dalisha board,49.9,744.7,357.3,799.3,372.2,2.4,2573.4,4787.1,1435,59.6,80.8,34,B
Dalisha board,349.1,787.1,355.9,849.4,363.8,2.7,358.9,1203.7,2.2,9.6,25.5,95.2,B
Dalisha board,33.3,843.9,331.3,862,337.6,0.7,1656.4,3312.7,0,27.6,53.2,50,B
Dalisha board,33.3,857.1,324.1,870,332.9,0.2,1909.4,2793.8,1025,24.6,43.4,50.1,B
Dalisha board,49.9,849.2,385.3,862.3,381.1,0.8,421.6,1262.2,1,13.8,19,33.3,B
Dalisha board,33.3,865.9,383.8,885.5,385.3,0.8,2440.2,2954.5,1925.8,42.4,54.7,49.9,B
Dalisha board,49.9,900.5,398.5,932.8,398.1,1.5,6036.3,10644.6,468.4,67.3,112.2,33.3,B
Dalisha board,50,922.7,377.7,920.6,362.6,0.7,1914,3447.5,541.2,27.5,32.2,0,B
Dalisha board,33.3,864.7,354.2,910.8,363.1,0.8,5405.1,8177.3,2632.8,69.2,127.9,50.9,B
Dalisha board,399.1,782.1,440.2,825.2,438.9,1.3,9110.8,15964.2,763.4,136.2,268.4,91.7,B
Dalisha board,315.9,869.3,442.5,107.5,495.3,31.5,7012.9,23904.1,94.2,171.3,454.1,15.8,B
Dalisha board,183.3,266,450.6,1080,494.8,34.4,18230.5,57470.5,1.4,299.8,595.8,54.6,B
Dalisha board,49.9,1019.2,507.2,1081,523.4,2.6,9597.5,12524.2,5828.7,86.7,193.4,33.3,B
Dalisha board,83.1,1043.9,521.1,1014.7,516.6,1.1,861.1,2483.2,3.4,24.9,37.4,0,B
Dalisha board,848.7,1009.4,518.4,1055.2,517.4,2.4,1254.6,3685.3,3.6,22.7,62.2,2,B
Dalisha board,183,1035.5,502.7,167.5,457.7,35.5,8956.1,30271.7,50,283.3,666.1,18.2,B
Dalisha board,182.7,340,424.7,303.4,130.7,13.5,5399.1,15607.8,429.9,82.5,317.5,81.9,B
Dalisha board,2179.7,321.8,140.9,1040.9,477.7,30.5,7319.5,56300.2,5,140.2,579.8,9.2,B
Dalisha board,998.4,1076.6,491.6,684.9,512.1,13.7,6747.7,18621.8,5,147.8,439.4,93.3,B
Dalisha board,83.2,654.5,442.6,482.6,236.3,12.1,10955.7,22608,8.9,165.9,452.7,40,B
Dalisha board,133.1,507.5,245.7,652.2,549.8,15.2,7260.9,15551.4,606.1,135.1,368.8,62.5,B
Dalisha board,49.9,616.6,515.2,658.5,507.9,2,1924.2,3073.6,138,43.3,78.6,66.7,B
Dalisha board,49.9,613.5,422.1,629.5,414,1.8,1260.1,2017.6,3.6,30.2,38,0,B
Dalisha board,49.6,619.2,417,648.6,414.9,1.4,1379.4,2885.1,329,30.7,43.4,66.9,B
Dalisha board,881.9,648,424.1,622.9,373.4,2.5,530.4,1197.8,7.7,9.4,21.8,98.1,B
Dalisha board,49.9,618.8,363,644.2,361.2,1.4,999.6,2222.5,42,25.4,35.3,33.3,B
Dalisha board,565.8,637.3,348,698.2,377.9,2.6,189.4,550.1,0.5,5.4,9.7,2.9,B
Dalisha board,82.9,616.3,217.3,1080.8,235.1,16.6,12124.9,24365.1,559.6,262.7,516.4,39.8,B
Dalisha board,4958.8,1067.9,219.9,561.9,721.6,33.7,9796.6,39819.6,0.7,110.3,484.6,1,B
Dalisha board,66.6,557.2,702.1,505,731.1,2.6,5111,10120,17.3,51.2,161.3,50,B
Dalisha board,915.2,521.6,728.3,580.3,686.3,2.9,3294.7,13334.8,7.7,49.8,228.7,63.7,B
Dalisha board,49.9,649.8,678.8,665.5,672.8,1,1403.9,2685.7,245.8,25.1,32.5,33.6,B
Dalisha board,648.9,712.7,683.7,674.7,530.2,7.2,4778.4,13977.9,14.8,84.7,216.7,2.6,B
Dalisha board,682.3,685,558.4,723.9,571.5,1.8,2103.9,9378.4,17.1,24.4,162.6,4.9,B
Dalisha board,4293.2,727.8,584.1,494.6,450.5,0.2,22523.9,44726.8,320.9,373.3,744,0.4,B
Dalisha board,49.9,815.1,485.8,828.9,478.3,0.8,1345.3,2026.5,535.5,14.7,33.8,33.5,B
Dalisha board,349.4,818.7,442.8,840.7,463.1,0.9,627.7,1785.9,0.3,13.1,32.2,4.8,B
Dalisha board,1397.6,836.7,458.9,409.4,329.9,20.5,3972.4,25699,13.3,109.3,482.5,11.9,B
Dalisha board,1947.1,350.9,267.9,617.3,690,23.9,16974.1,70747.6,0.7,201.4,1185.9,0.9,B
Dalisha board,99.8,625.2,680.4,633.1,739.7,2.5,831.4,1046.5,616.3,25.7,33.1,83.3,B
Dalisha board,66.6,643.3,711.2,692.4,605.3,5.6,5342.7,10698,669.9,82.9,177.8,25,B
Dalisha board,49.9,682.2,592.1,747.1,582,3.2,3640.5,7063.7,493.9,64.7,114.9,33.3,B
Dalisha board,83.4,751.2,579.3,834.3,296.5,15.1,9650.7,18739.7,1122.9,165.4,399,39.9,B
Dalisha board,965.1,841.8,335.3,468.6,748.6,25.5,22756.6,169688.3,1.6,249.1,1806.4,12.1,B
Dalisha board,99.9,515.7,678.4,912.8,411.6,23.8,9358.3,20473.6,443.9,227.5,471.6,33.3,B
Dalisha board,83.2,882,402.1,762.6,598.4,10.7,6842.9,13014.1,352.6,132.9,311.7,60,B
Dalisha board,332.8,751.2,588.2,727.4,678.3,4.3,1198.9,4487.9,97.8,23,88.3,95,B
Dalisha board,1131.5,727.1,672.1,471.5,810.4,12.2,5771.4,23264.5,0,134.2,480.9,4.4,B
Dalisha board,149.8,477.5,754,782.6,675.6,14.3,5797,17477.7,228.1,117.8,379.6,66.8,B
Dalisha board,83.2,768.3,645.1,1015.4,513.3,13.9,7720.4,13901.4,501.6,157,344.9,40,B
Dalisha board,83.2,1004.3,504.6,1212,498.5,8.1,7901.1,17334.2,829.1,126.2,297.2,60,B
Dalisha board,83.2,1208,491.9,1627.6,599.5,11.8,15757.4,39076.6,1.2,262,604,60,B
Dalisha board,49.9,1673.7,605.4,1695,610,1,1609.8,3299.2,30.4,34.3,42.3,0,B
Dalisha board,99.8,1693.3,603.2,863.1,656.9,26,16516.7,40024.9,84.1,400.6,770.1,33.6,B
Dalisha board,100.1,878.3,620,553.3,624.3,14.2,7515.5,17430.2,347.5,154.3,365.1,49.9,B
Dalisha board,66.6,539.6,588.4,387,469.2,9.5,6854.6,13660.9,66.6,152.1,303.4,50.4,B
Dalisha board,549,428.5,428.9,1374.8,324.1,44.4,17947.7,72639.7,183,222.7,1072.6,72.7,B
Dalisha board,66.2,1313.8,328.6,1246.9,486.1,40.6,7417.9,14402.2,353,136.6,241.8,24.6,B
Dalisha board,215.9,1244,389.2,657.5,471.6,25.7,19595.9,42601.6,230.3,276.7,533.7,76.9,B
Dalisha board,83.2,681.9,474.9,402.8,553.4,13,9781,15167,921.5,168.5,385.8,40.3,B
Dalisha board,1963.5,467.7,522.7,575.8,371.6,8.9,4725.6,24944.4,15.8,65.2,412.1,97.5,B
Dalisha board,33.3,623.4,346.5,590,331.4,1.5,3256.9,5640,873.9,55.8,101.6,50,B
Dalisha board,49.9,591.8,314.6,574.3,295.2,1.1,1726.2,3608.4,475.6,26.2,66,66.6,B
Dalisha board,33.3,603.3,276.7,626.5,273.7,1.2,2611,3077.1,2144.9,51.4,64.8,49.9,B
Dalisha board,2129.9,614.1,267.1,677.6,272.4,2.2,1734.4,6133.9,0.5,28.4,102.8,99.2,B
Dalisha board,99.9,638.8,261.1,729.6,261.7,4.1,2641.3,7730.6,14.4,54.3,124.6,66.6,B
Dalisha board,83.2,685.5,267.4,551.4,295.4,6.3,4469.7,9695.3,919.1,77.3,186.8,40,B
Dalisha board,2812.6,504.8,285.8,593.7,247.5,4.7,2450.3,10489.8,2.5,31.3,191.6,1.2,B
Dalisha board,382.5,592.5,243.8,589.2,220.2,1.8,594.2,887.9,13.1,6,7.9,0,B
Dalisha board,1314.5,584.4,214.5,635.6,183.1,3.1,905.1,1543.8,4.2,9.4,18.7,0,B
Dalisha board,49.9,641,166.7,660.3,168,1,1106.7,1562.2,781.3,18.7,39.5,66.7,B
Dalisha board,33.3,658.2,162.4,682.7,175.7,1.2,2476.1,4429,523.1,43.4,77.1,50.1,B
Dalisha board,49.9,642.6,142.8,670,149.5,1.3,1378.1,2467.4,0.4,34.3,39.1,66.7,B
Dalisha board,166.4,831.3,682.5,838.8,656.9,1.5,2685.5,11409.1,6,43.8,187.7,80,B
Dalisha board,266.2,743.9,635.9,526.9,851.7,14.3,745,1422.5,259.1,36.1,60.2,93.8,B
Dalisha board,49.7,516.1,805.2,445,846.5,3.4,4437.7,8801.6,384,81.6,143.2,33.1,B
Dalisha board,50.3,466.8,819.6,414.1,840,2.3,2408.4,4417.3,526.4,57.2,96.4,66.3,B
Dalisha board,50.3,693.8,721,717.2,723.9,1.1,830.2,1977.3,1.3,23.6,32.6,66.2,B
Dalisha board,232.9,714.3,700,735.2,677.6,1.8,1253.1,2841.9,84,22.5,49.8,92.9,B
Dalisha board,49.9,721.9,669,751.9,661.8,1.6,2613.3,3758.1,566,33.8,67.6,33.3,B
Dalisha board,33.3,759.1,640.9,789.3,622.8,2,2834.7,4634.8,1034.6,59.1,97.6,50,B
Dalisha board,33.3,798.4,630.9,817.6,624.3,1,2613.8,3642.3,1585.3,37.4,56.3,50,B
Dalisha board,2496,806.7,617.1,808.3,530.9,3.5,1367.6,4554.4,0.8,15.7,56.8,0.7,B
Dalisha board,50.3,773.8,569.4,786.2,559.3,1,1869.1,3466.4,883.6,24.2,50.9,66.2,B
Dalisha board,499.5,761,560,734.5,555.9,1.2,1765,3785.9,152.3,20.9,63.5,16.7,B
Dalisha board,33.3,714.6,551.9,732.5,548,1,1901.4,3056.4,746.5,27.9,50.5,50.2,B
Dalisha board,33.3,735,547.4,757.1,537,1.2,2187.5,3917.5,457.6,38.9,67.6,50.1,B
Dalisha board,50.2,753.8,535.9,774.5,527.4,1.2,1065.9,2129.5,71,21.5,36.7,33.1,B
Dalisha board,49.9,745.4,480.1,706.2,496.4,1.9,2183.1,3955.8,712.3,41.9,65.6,33.3,B
Dalisha board,49.9,729.3,508.1,783.6,503.6,3.4,2341.9,4391.9,92.7,65.4,111.7,66.6,B
Dalisha board,49.8,786.3,536.8,806.4,533.3,1.1,2026.3,3307.4,70.7,22.2,50.6,33.2,B
Dalisha board,848.4,818.8,552,271.7,517.3,22.6,8383.2,18984.2,260.2,177.1,444.6,94.1,B
Dalisha board,66,828.5,721.7,837,691.1,1.7,2781.3,4950.5,644.8,31.5,75.1,49.6,B
Dalisha board,1114.9,802.5,632,818.4,604.3,1.7,920.6,2834.2,6,14.6,46.4,98.5,B
Dalisha board,49.9,791.9,560.7,850.2,545.2,3.1,2686.7,5411.8,115,57.4,126.9,66.8,B
Dalisha board,316.2,860,551.8,827,556.5,1.6,738.7,1398.1,39.2,13.2,26.6,94.7,B
Dalisha board,116.5,883.6,549.2,482,714.8,19.2,6485.8,14655.5,344.5,186.5,309.1,28.4,B
Dalisha board,1730.4,540.9,669,908.5,540.7,17.9,2420.2,12282.7,8.5,45.6,176.5,0.9,B
Dalisha board,133.2,982.6,486,377.4,588.5,28.6,4474.2,11541.9,410.6,243.9,367.2,75,B
Dalisha board,249.6,384,659.7,416.2,28,28.7,6409.4,17720,3.7,168.3,479.5,60,B
Dalisha board,149.7,496.9,187.2,401.4,304.1,7.2,4814.5,16041.1,627.7,65.9,299.8,22.3,B
Dalisha board,233,426.1,298.1,891,336.9,21.4,6691.4,18947.4,0.6,111.5,357.4,78.6,B
Dalisha board,66.6,830.5,327.9,996.9,348.4,7.5,6416.4,12457.1,733.3,123.7,262.9,50,B
Dalisha board,66.6,956,377.1,870.5,376.6,3.4,6552.8,10091.4,2442.1,74.7,167.7,50,B
Dalisha board,99.8,878.2,424.9,381.8,376.4,20.2,9178,19106.5,460.2,238.9,438.2,50,B
Dalisha board,1664,438.5,337.2,961.6,353.9,23.4,5272,17971.8,2.9,95.6,346.3,2,B
Dalisha board,49.9,941.1,357.8,975,413.1,0.1,5076.9,9195.1,2911.7,74.1,113.2,33.4,B
Dalisha board,66.6,560.5,454.2,340.5,391.1,9.1,8796,13514.7,614,161.4,348.9,50,B
Dalisha board,116.5,348.7,375.8,191.1,424.8,6.4,6029.9,17798.9,973.8,93.7,279.9,14.3,B
Dalisha board,116.5,228.2,425.9,445.9,863.1,21.3,9540.6,20182.6,684.4,219.9,482.6,42.8,B
Dalisha board,299.7,477.7,817.9,865.8,723,18.2,4368.6,15948,138.8,78.1,292,11.1,B
Dalisha board,632.3,822,693.9,482.2,191.5,26.1,4235.6,14942.9,89.3,90.1,381.9,89.5,B
Dalisha board,266.2,515.2,195.3,320.3,144.4,8,4855.9,15593.6,12.3,86.9,284.7,12.6,B
Dalisha board,599.1,331.8,152.9,629.8,687.8,26.1,10406,28350.3,670.1,343.7,614.5,8.3,B
Dalisha board,66.6,553.8,631.6,763.1,583.7,10.5,7914.9,12490.5,421.8,149.1,329.1,50.5,B
Dalisha board,33.2,738,597.5,717.5,597.9,1,1900.1,3185.3,615,30.6,57,49.9,B
Dalisha board,183.3,729.8,610.6,682.4,645.4,3,2492.2,9559.9,464.5,46.2,154.4,81.7,B
