Participant,Event Duration [ms],Saccade Start Position X [px],Saccade Start Position Y [px],Saccade End Position X [px],Saccade End Position Y [px],Saccade Amplitude [°],Saccade Acceleration Average [°/s²],Saccade Acceleration Peak [°/s²],Saccade Deceleration Peak [°/s²],Saccade Velocity Average [°/s],Saccade Velocity Peak [°/s],Saccade Peak Velocity at [%],Label
Erick board,49.9,728.1,485.6,657.8,530.8,2.9,2830.3,6051.8,244.9,79.4,133.7,66.7,Y
Erick board,66.7,686.9,526.5,593.1,542.6,4.3,4064.2,7396.4,412.9,68,135.7,49.8,Y
Erick board,66.5,643.9,530,537.8,544.4,4.6,4199.2,8334.5,263.4,74.7,140.6,50.5,Y
Erick board,133.6,575.8,531.7,686.4,570.8,5.4,5557.9,11341.5,1.2,79.3,175.6,74.8,Y
Erick board,66.6,683.1,576.4,718.4,499.1,4.3,3480,5490.6,534.5,60.5,135.8,50.1,Y
Erick board,99.8,682.2,495.1,719.4,570.6,2.4,8347,20883.1,0.6,137.2,293.2,83.3,Y
Erick board,33.3,713.3,529.1,693.8,530.8,0.9,1782,2912.8,651.2,29.9,54.3,50.1,Y
Erick board,49.9,689.4,526.6,703.3,526.4,0.9,622.4,1413.4,220.1,13.9,20.6,33.3,Y
Erick board,49.9,694,525.8,675.2,425,4.9,3407.5,8780,3.2,98.4,153.1,33.2,Y
Erick board,66.5,671.7,421.4,721.8,443.3,2.6,3421.8,6013.3,929.9,39.7,115.6,50,Y
Erick board,83.2,708.9,438.6,578,446.5,5.9,4165.5,8824.6,451.1,73.6,174.1,40,Y
Erick board,49.9,585.4,440.9,511,446.1,3,2682.5,4867.9,423.1,69.3,125.2,66.7,Y
Erick board,66.5,527.5,429.4,641,439.3,5.3,5380.4,10010.1,952.6,80.6,207.6,50,Y
Erick board,66.6,637.7,434.3,725.6,558.1,6.9,7071.8,14474.8,235.5,114.7,222.7,50,Y
Erick board,49.9,720.1,545.7,744.3,526,1.7,1265.5,2198.6,258.8,30.1,52.8,66.7,Y
Erick board,49.9,717.5,527.3,762,525.2,2.3,3321.4,5493,866.4,41.6,92.8,33.4,Y
Erick board,49.9,696.4,527.6,737.5,538.9,2.1,2768.8,4886.5,415.1,40.3,83.7,33.4,Y
Erick board,50,722.7,536.8,758.9,524.6,2.2,1549.5,3496.6,519.7,37.7,56.6,33.3,Y
Erick board,33.3,683.8,512,686.6,491.8,0.2,3751.8,7484,19.5,56.7,56.8,49.9,Y
Erick board,116.5,692.5,507.8,696.9,506.9,0.1,9401.1,19267.1,24.8,149.4,297,71.5,Y
Erick board,49.9,704,513.5,731.7,507.5,1.4,2149.2,3688.2,128.9,26.7,61.2,33.3,Y
Erick board,116.6,715.4,524.8,721.7,485.2,1.6,39147.9,75743,149.8,519.3,1406.1,57,Y
Erick board,49.8,692.1,516,734,527.3,2.1,2109.1,4366.7,181.8,42,96.5,66.2,Y
Erick board,49.9,719.5,519.1,701.2,513.6,0.9,1074.5,2611.1,219.6,19.6,48,66.7,Y
Erick board,50.1,696.4,503.3,712.9,505.2,0.8,916.6,1971.4,378.8,16.2,39.2,66.8,Y
Erick board,50,704.7,521.1,729.5,521.7,1.3,888.8,2043.5,243.8,23.9,35.1,33.3,Y
Erick board,33.2,717.7,516.3,731.6,512.9,0.7,1580.9,2657,504.7,23.6,39.9,49.8,Y
Erick board,49.9,711.1,501.2,751.6,498.8,2,1177,3281.9,3.4,38.2,56.2,66.8,Y
Erick board,66.6,740.6,495.5,632,508.9,4.9,4078.1,6800.1,185,76.9,150.8,50,Y
Erick board,49.9,636.9,507.9,602.9,517.2,1.7,1813.5,3444.5,816.3,34.8,77.4,66.6,Y
Erick board,83.2,592.7,517,751.8,502.6,7.7,5450.9,12345.2,522.4,89.4,221.6,40.1,Y
Erick board,49.9,709.9,508.8,744.4,509.7,1.7,2742.8,4592.9,450.3,32.6,74.3,33.3,Y
Erick board,49.9,718.7,507.3,748.2,503.2,1.6,1588,3308,375.2,28.8,68.5,66.6,Y
Erick board,99.9,748,504.5,452.8,562.8,13.3,4850.9,10442.6,202.7,139.5,265.2,33.3,Y
Erick board,133.1,564.3,517.8,877.4,477.3,15,7713.4,17521,653.9,148.8,267.5,75,Y
Erick board,33.3,802.9,489.5,824.7,488.6,1.1,2364.5,4363.2,365.9,36.4,60.4,50,Y
Erick board,33.2,782.3,496.6,783.2,481.6,0.4,1818.5,3093.7,543.4,27.3,41.7,50,Y
Erick board,66.6,745.6,494.1,778.9,462.1,2.5,2537.8,3888.8,784,36.4,73.8,49.9,Y
Erick board,49.9,775.8,460.5,756.7,513.9,2.5,3943.3,6959.3,290.5,54.1,116.4,33.4,Y
Erick board,83.2,770.6,509.6,832.9,455.1,4.4,2643,4215.9,851.5,50.4,88.8,60,Y
Erick board,50,816.6,442.5,844.3,425.2,1.8,2746.8,3652.7,1318.5,34.4,70.2,33.8,Y
Erick board,50,810.2,422.6,780.6,421.9,1.4,1757.7,3282.6,373.6,27.8,53.9,33.7,Y
Erick board,66.6,795.4,422.2,761.5,510.6,4.3,5466,10820.4,430,67.1,199.4,50.5,Y
Erick board,49.9,780.1,496.2,733.3,490.9,2,2422.5,5368.9,330.2,46.1,110.1,66,Y
Erick board,99.7,743.4,484,371.9,552.5,16,6286.6,12642.9,106.7,175.4,321.5,33.2,Y
Erick board,49.3,556.4,515,472.5,518.6,3.4,3557.8,7840.6,1034.3,84.4,126.9,66.1,Y
Erick board,66.6,535.3,510.1,542.2,435.5,3.5,2010.4,3541.9,276,53.8,92.4,49.7,Y
Erick board,49.7,531.7,440,477.2,446.4,2.3,2339.5,4953.7,274.1,53.4,90.1,33.6,Y
Erick board,116.5,449.3,442.7,931.1,480.4,22.8,4654.7,16621.7,18.4,196.1,311.4,42.9,Y
Erick board,33.3,867.3,479.7,925.4,489.7,2.9,4949.4,9898.4,0.4,83,163.6,49.9,Y
Erick board,149.8,880.5,476,321.7,558.1,24.7,5575.5,17146.4,144.5,196.4,359.3,33.3,Y
Erick board,151.4,473.4,508.5,944.8,466.6,22.6,4522.4,12363.2,42.1,152.1,251.8,66,Y
Erick board,49.9,834.4,473.6,873.6,480.2,2.1,2228.5,5050,531,38.8,96.9,66.9,Y
Erick board,99.9,902,460.3,563.4,545.6,16,7578.9,16945,374,166.4,361.6,33.4,Y
Erick board,66.5,681.7,522.8,540.7,523.7,6.2,8599.7,15925.2,0.1,117.7,267.9,25,Y
Erick board,66.5,679.9,521,560.2,503.1,6.8,5085.1,8542.5,38.3,108.7,189.8,50,Y
Erick board,66.6,618.8,524.2,672.9,500.2,3,2222.7,3757.1,571.3,42.3,79.9,50,Y
Erick board,133.1,678.9,525.9,737.7,485.9,3.2,46901.3,103861.3,659.6,476.2,1575,25,Y
Erick board,66.5,704.6,486.4,573.8,564.4,6.7,5814.8,10833.4,599.6,107.6,199.4,49.9,Y
Erick board,49.9,670.5,513.1,667,604.2,3.7,3038.4,6235.2,439.4,86.5,145.3,66.7,Y
Erick board,49.9,701.8,589.9,678.4,574.1,1.2,1815,3415.3,846,29.1,66.7,66.6,Y
Erick board,66.6,683.9,566.7,726.7,505.4,3.8,3010.3,4599.3,1472.4,60.4,105.2,25.1,Y
Erick board,66.6,714.5,498.6,665.4,590.2,4.8,5335.4,10754.5,169.9,78.8,166.5,50,Y
Erick board,99.7,640.5,568.5,660.6,579.1,0.8,6382.9,16566.4,31,72.9,202.1,66.6,Y
Erick board,66.6,655.2,562.9,700.2,501.6,4,3322.8,5415.4,420.1,56.7,103.9,50.3,Y
Erick board,49.9,698.6,498,665.1,582.9,4.1,5469.5,10568.1,337.4,85.3,172,33.4,Y
Erick board,49.9,662.8,577.1,701.1,575.6,2,1139.1,3094.1,56.6,36.4,53.2,33.3,Y
Erick board,49.9,676.2,576.7,670.8,536.3,0.4,4908,11755.4,26.7,80.6,154.3,67,Y
Erick board,83.3,674.7,558.3,696.3,471.1,4.4,2108.3,4307.1,361.5,51.8,96.7,60.1,Y
Erick board,66.5,641,485.5,637,584.9,0.6,6188.3,11726.2,1004.2,89.5,166.8,50.4,Y
Erick board,66.3,652.2,520,612.5,617.8,3.1,13133.5,27775.3,1334.9,128.2,367.9,49.8,Y
Erick board,66.5,660.3,468.1,694,474.6,1.7,2371,5175.8,115.1,30.3,81.6,49.9,Y
Erick board,66.5,659.9,398.1,672.9,476.1,4.3,7450.4,15022.5,0.4,72.8,224.3,50,Y
Erick board,66.6,668.2,187.2,687.6,81.5,5.4,3973.1,8370.1,389.2,75.8,143.4,25,Y
Erick board,83.1,668.3,232.8,657.5,360.6,5.9,5050.4,11460.9,425.5,79,189,40,Y
Erick board,116.5,664.9,327.2,665.6,294.7,0.8,5837.1,13973.3,1.2,90.1,163.6,14.2,Y
Erick board,66.6,663.7,324.4,676.3,244.3,4.1,2800.3,4956,686,57.6,105.3,50,Y
Erick board,49.9,666.8,260.8,642.3,277.4,1.4,2018.8,3041.2,692.1,30.5,60.2,33.4,Y
Erick board,116.5,647.4,310.7,697,224.1,4.3,5465.3,12726.8,6.3,86.1,238,71.4,Y
Erick board,66.6,674.4,356.2,734.7,290.1,4.8,2287.1,5174.6,446.8,63.4,101.9,50,Y
Erick board,66.6,719.3,305.3,711.5,246.8,2.8,1935.1,3566,50.9,41.7,87,50.4,Y
Erick board,66.6,705.6,275.9,584.7,290.9,5.6,3321.9,9296.8,909.9,88.5,169.8,49.9,Y
Erick board,99.7,606.6,331.8,1015.3,343.4,19.8,7257,16239.1,815.2,191.8,370.3,50.1,Y
Erick board,66.8,867.7,347.4,985.7,351,5.8,7108.3,13283.5,958.4,106.9,199.2,25.2,Y
Erick board,83.1,892.2,357.4,1090.5,372.6,10.9,7667.9,14276.5,108.4,130.5,296.1,39.7,Y
Erick board,149.4,1072.9,354.3,372.8,395.4,30.9,6693.4,23491.4,255.8,233,455.5,22.1,Y
Erick board,100.1,568,348.2,858.2,331.2,14.2,6593.7,12338.6,573.3,138,330.1,49.9,Y
Erick board,100.2,809.3,316.5,456.7,356.1,16,7272.2,16235.9,973.1,165.8,362.6,49.9,Y
Erick board,66.5,577.1,309.3,599.7,618.1,13.6,10448.9,23541.3,144.3,223,382.6,24.9,Y
Erick board,33.3,635.9,531.9,661.4,532.3,1.3,2445.2,4029.6,860.8,37.9,70.8,49.9,Y
Erick board,33.1,653.3,529.5,674.6,526.9,1.1,1727.9,3032,423.8,34.7,59.7,49.9,Y
Erick board,50.1,666.2,522.5,693,518.7,1.4,1973.8,3234.3,337.7,26.2,56.9,33.2,Y
Erick board,49.9,689.9,522.8,718.7,519,1.5,1394.7,2947.7,196.8,28.3,48.9,33.4,Y
Erick board,83.3,709.8,516.8,684.3,249,12.6,5474,10619,210.7,144.7,268.2,63.1,Y
Erick board,83.2,666.3,263,733.9,509.2,11.5,10623.8,15518.9,202.7,160.5,413.6,40,Y
Erick board,83.2,720.5,493.1,904.6,220.8,16.5,9112.8,18650.1,608.9,187.8,384.8,39.9,Y
Erick board,83.2,834.8,265.7,692.2,272.2,6.8,3532.4,6104.8,272.4,81.9,190.1,60,Y
Erick board,83.2,702.8,260.6,691.7,570.3,13.4,9443.2,21424.7,656.7,174.5,388.1,40,Y
Erick board,49.9,690,519.2,718.4,521.8,1.5,1517.2,3763.2,280.3,27,70.8,66.6,Y
Erick board,33.3,711.9,514.6,736.2,516.1,1.2,2232,4167,296.9,35.2,67.4,50,Y
Erick board,49.9,721.9,510.9,751.1,507.4,1.6,1473.5,2615.8,377.2,29.8,46,33.4,Y
Erick board,49.9,740.6,503.4,765.7,502.6,1.3,1121.2,2098,146.5,24.1,52.2,66.7,Y
Erick board,49.9,726.6,508,713.3,462.7,2.2,1689.7,4130.1,326.6,47.5,69.3,33.3,Y
Erick board,83.2,695.1,458.4,518.8,467.4,7.6,5774.4,12151.6,283.6,100.5,240,40,Y
Erick board,83.2,526.9,450.9,766,500.6,11.3,7514.9,12616.3,281,136.4,317.2,40,Y
Erick board,33.3,760.8,482.9,779.7,482,0.9,1880.9,2903.5,858.3,31.1,52.7,49.9,Y
Erick board,99.8,777.7,459.5,402.1,531.1,16.4,6993.8,15412.5,266.9,179.2,344.4,33.4,Y
Erick board,99.7,533.9,476.2,861.6,427.3,16.2,13219.6,20127.9,5024.3,225.2,352.2,33.2,Y
Erick board,51.7,738.1,457.3,760.8,445.2,2.3,1301.7,2420.5,19.2,33,46.6,64,Y
Erick board,50,714.3,450.7,739.9,463.6,1.4,1051.8,2209.4,277.1,27.5,43.5,66.6,Y
Erick board,116.5,739.5,465.5,750.3,433.7,1.1,53969.7,97426.3,14.2,549.9,1614,57.2,Y
Erick board,83,775,448.4,543.5,501.9,10.7,5268.9,12516,169.5,132.1,263.4,39.8,Y
Erick board,67.2,577.9,498.1,471.9,522.9,4.4,5494.5,11362.4,33.2,81.9,211,49.9,Y
Erick board,66.5,489.3,521,402.6,541.8,3.5,5435.1,10411,25.7,74.2,180.8,50.5,Y
Erick board,116.5,408.2,539.3,817.3,475.8,18.9,9742.8,21763.9,1791.6,187.3,265.8,71.4,Y
Erick board,50,754.1,470.7,808.3,467,3,4659,7650.9,0,51.2,127.1,33.4,Y
Erick board,49.9,762.7,468.2,777.3,461.3,0.9,750.2,1627.5,1.6,23.1,23.5,33.3,Y
Erick board,33.2,777.7,460.7,791.7,458.9,0.8,1268.5,1893.9,643.2,23.7,39.1,50.1,Y
Erick board,49.8,773,451.9,799.8,450.5,1.3,2456.6,3862.6,510.4,26.5,61.7,33.3,Y
Erick board,49.9,792.3,448,820.4,442.9,1.4,1038.1,2504.7,12.8,28.3,39.6,66.8,Y
Erick board,33.3,799.4,449.3,823.4,451.4,1.2,2263.7,3571.7,955.7,38.1,66.9,50,Y
Erick board,33.3,812.8,446.9,832.2,444.7,0.9,1928.1,3148.3,707.9,29.1,53.9,50,Y
Erick board,50,811.9,444.7,836.5,440.2,1.3,853.5,1536,194.7,24.2,40.8,66.7,Y
Erick board,49.9,823.3,434.8,841.2,434.6,0.8,1118.7,2102.8,240.6,18.9,32.3,33.4,Y
Erick board,49.9,829.3,440.8,858.9,434.6,1.6,968.5,2456.4,7.6,29.9,41.9,66.7,Y
Erick board,66.5,856.7,445.7,711.2,468.6,7,5165.1,11322.2,350,102.8,234,50,Y
Erick board,66.6,713.7,458.5,887.5,446.5,8.6,6443.8,9879.9,558.2,121.9,266.9,49.9,Y
Erick board,100,873.6,434.6,494.8,418,16.6,6965.6,14693.9,481.5,177.3,342.8,33.3,Y
Erick board,49.9,584.1,412.5,552.2,420.5,1.4,2497.8,4695.7,376.6,34.6,65.8,33.3,Y
Erick board,83.2,564.8,422.6,412.9,480.7,6.7,5325.5,11850,662.6,92.6,214.1,60,Y
Erick board,166.8,432.4,472,892.9,446.6,21,10334.4,24265.3,50.9,159.4,286.2,20.1,Y
Erick board,49.6,831.7,437.7,861,437.3,2.1,1052.2,2749.6,62.3,41.6,43.8,32.9,Y
Erick board,366.1,879.5,428.4,361.6,549.6,22.5,4785.9,17727,433.5,160,330.6,13.6,Y
Erick board,33.3,542.7,509,530.9,510.8,0.4,1960.8,3454.3,467.4,36.1,40.1,0,Y
Erick board,66.6,565.5,505.4,731,494.1,7.8,4677.6,10925.4,0.6,115.2,195.7,50,Y
Erick board,199.7,668.2,492.9,1129.1,478.8,22.2,4647,13835.6,49.9,155.8,278.5,16.7,Y
Erick board,99.8,853.6,435,552.7,488.7,13.7,7052.1,11647.9,552.7,154.3,319.9,33.4,Y
Erick board,66.6,735.7,466.3,532.6,536.9,9.5,8304.8,16119,1193.5,158.1,282.2,50,Y
Erick board,83.2,661.4,516.4,472.9,553.1,9.4,6971.6,14969.9,3.1,111.1,277.6,40.4,Y
Erick board,66.6,711,536.4,708.8,606.8,3.1,5211.1,10304.6,174.9,49.8,171.1,50,Y
Erick board,33.2,694,583.6,708.8,571.1,0.9,1876.3,3391.3,361.2,29.2,53.7,49.9,Y
Erick board,33.3,704.6,566,718.2,567.5,0.7,1194.9,2250.7,139.1,19.6,37.9,50,Y
Erick board,49.9,704.1,568.1,738.2,550.8,1.9,1809.1,3318.8,347.2,38.7,60.8,66.8,Y
Erick board,83.2,722.5,665.3,732,520.6,0.4,14238.5,21067,4550,163.8,322.8,0,Y
Erick board,49.9,718.5,529.1,749.7,524.5,1.8,1906.9,3150.4,668.3,31.7,57.9,33.3,Y
Erick board,50,724,518.8,756.5,509.6,1.7,2207.5,4088.5,0.5,32.7,66.5,33.3,Y
Erick board,33.7,719.8,515,745.6,517,1.3,2506.7,4453.6,559.8,37.7,71.6,49.5,Y
Erick board,49.9,694,527.8,739.5,522.3,1.7,2599.2,5014.8,691.8,47.5,72,33.3,Y
Erick board,66.7,730.7,587.4,736.2,486.6,0.4,12290.3,18295.2,5405.5,125.6,219.5,0,Y
Erick board,49.9,734.3,503.1,754.1,503,1.1,2861.4,4532.5,94.9,26.5,65.5,32.9,Y
Erick board,49.9,741.7,498.6,765.7,502.2,1.2,954.6,1890.9,482.2,24.1,35.8,66.7,Y
Erick board,49.9,757.3,506.5,779,501.4,1.1,1304,2572.4,359.8,23.1,52.3,66.5,Y
Erick board,49.9,766.1,508,782.9,504.5,0.9,2433.1,3579.3,530.9,21.5,53.7,32.9,Y
Erick board,33.6,761.1,515,780.4,514.6,1,1887.5,3433.5,341.4,28.7,53.4,49.6,Y
Erick board,49.9,786.2,511.8,818.3,505,1.7,1784.1,4356.7,238.5,32.6,81.6,66.8,Y
Erick board,99.9,824,495.1,501.7,567.4,14.9,5993.8,13313.5,221.5,153,305.4,50,Y
Erick board,50,580.3,549.1,526.7,570.8,2.4,3159.1,5970.9,257.4,62.3,128.8,66.7,Y
Erick board,50.1,616.5,563.1,518.1,517.2,4.6,5362.2,10571.9,2069.7,103,179.8,32.9,Y
Erick board,49.9,620.1,512,574.7,515.1,2.1,2125.1,5094.3,369.3,46.6,70.7,32.8,Y
Erick board,66.5,610.9,517.2,587.4,424.5,4.5,3041.2,9040.7,2.8,68,149.4,49.6,Y
Erick board,66.5,628,451.3,571.9,464.4,2.7,3625,6378.6,381.4,42.6,123.8,50,Y
Erick board,83.3,575.4,466,720.6,469.3,6.8,5089,11825,607.2,83,196.8,40,Y
Erick board,99.8,668.7,461.5,675.5,598.9,6.1,4349.5,9701.1,1186.1,70.2,187.1,33.3,Y
Erick board,66.6,681.7,567.8,657.5,478.5,4.3,2552.8,5005.2,756.9,66.4,121.2,50,Y
Erick board,66.5,678.5,480,758.7,437.7,4.6,3152.6,5237.3,440.6,64.5,120.4,50.1,Y
Erick board,83.2,646.3,407,876.4,410.4,11.2,7954.7,14532.5,409,139.6,309.1,40,Y
Erick board,116.5,798.7,374.8,452,539.7,17.3,7458.2,15072.6,310.4,173,364.2,28.5,Y
Erick board,49.9,638.8,493.6,604.3,478,1.6,3373,4836.4,1574.6,38.9,82.1,33.7,Y
Erick board,66.6,651.9,483.1,632.9,358.4,5.8,5308.6,9012.7,1309.3,90.6,167.8,50,Y
Erick board,99.8,626.4,389,867.2,389.3,11.9,7108.5,13034.1,512.2,126.8,323.8,50,Y
Erick board,66.6,746.5,388.7,941.9,393.8,9.5,7640.2,12065.2,1232.2,139.6,275.9,50,Y
Erick board,49.9,843.5,379,807.9,355.8,2.5,1254.4,2962.9,1.1,56.7,65.2,66.7,Y
Erick board,83.2,833.4,380.1,730.8,336.9,4.8,3983.9,8735.3,537.2,66,160.8,40,Y
Erick board,66.7,749.9,359.4,743.4,435.9,4.1,5145.4,9958.3,0.1,60.7,175.8,49.9,Y
Erick board,83.2,755.8,432.2,507,404.8,10.9,7589.1,14454,1.3,148.1,295.6,40,Y
Erick board,83.2,617.6,409.8,634.4,694.1,12.1,7886.1,17251.5,0.2,172.2,348.5,40,Y
Erick board,66,653,622.7,645.7,731.5,4.4,8612.4,17074.4,884.7,81.4,278.8,49.4,Y
Erick board,33.2,654.2,686.3,660,673.4,0.4,1363.7,1998,729.4,24.2,39.2,50.1,Y
Erick board,49.9,640.8,655.8,665,660.1,1.2,1070.5,2433.2,263.2,24.8,35.2,33.7,Y
Erick board,33.5,657.2,643.3,681.4,641.3,1.2,2149.1,3813.8,484.4,36.8,67.2,49.7,Y
Erick board,49.8,675.2,625.8,711.6,618.8,1.8,2246.9,4071.3,624.2,38.1,80.7,67,Y
Erick board,49.9,710.8,601.9,740.1,596.8,1.4,1402.6,2857.9,95.8,28.1,47.7,33.3,Y
Erick board,87.3,777,599.5,574.9,370.1,13.4,6340.9,11907.3,366.4,171.9,293.7,57.2,Y
Erick board,66.8,661.6,412.4,606.6,369.6,2.5,3086.6,4730.1,448.8,52.1,114,49.9,Y
Erick board,83.5,678.5,350.3,678.4,248.9,5.1,3184.4,6696.7,618.5,58.3,123.1,59.8,Y
Erick board,99.8,702,217.5,749.2,556.3,15.4,6508,11172.5,1,161.9,316.7,33.5,Y
Erick board,83.2,716,342.6,693.1,167,8.7,5524.3,10253.6,226.2,100.5,220.3,40,Y
Erick board,83.2,697.1,234.8,681.3,42.6,9.3,5188.3,10926,744,111.2,201.1,40.1,Y
Erick board,33,702.3,188,680.2,192.3,1.1,2042.9,3763.4,322.4,40,62.6,50.4,Y
Erick board,84,672.5,232.9,722.7,547.3,14.5,10366.5,24148.5,2.1,184.8,440.8,39.8,Y
Erick board,83.2,706,509.9,635,198.2,14.6,8277.2,15352.2,553.2,182.6,350.8,40.2,Y
Erick board,83.2,658.7,242.2,699.7,637.6,17.9,14579.9,24647.7,156,238.3,582.4,40,Y
Erick board,49.9,692.2,547.3,711.1,614.9,3.1,5750.3,9574,512.9,65.8,156.6,33.4,Y
Erick board,49.9,709.5,590.6,689.6,603.6,1,1224.3,1836.4,503.8,24.4,47.7,66.6,Y
Erick board,116.4,687.3,612.6,641.8,222.5,18.1,7057.3,12736.3,359.7,173.2,374.5,42.8,Y
Erick board,66.6,654.5,281.2,645.1,163.3,5.8,3705.8,10070.9,532.8,83.9,181,49.9,Y
Erick board,99.8,648.1,220.2,720.2,755.1,24,13403.8,21879.4,373.6,285.7,607,33.3,Y
Erick board,49.9,718.2,699.8,742.8,702,1.1,804,1937.2,8.4,25,34.3,33.2,Y
Erick board,49.9,708.2,682.3,750.2,686.5,2.1,1815.9,3408.2,419.4,41.2,66.2,66.7,Y
Erick board,49.9,733.1,676.3,767.1,667.5,1.8,3243.7,4574.5,674.6,36,85.7,33.4,Y
Erick board,50,743.7,651,778.6,651.4,1.8,1774.7,3697.4,211.8,34.4,78.7,66.7,Y
Erick board,49.9,756.6,643.3,774.8,639.7,1,897.7,1575.3,466.2,19.4,27.3,33.5,Y
Erick board,47.4,737,644.9,773.5,641.7,1.4,2138.4,4684.8,795,41.5,55.8,29.8,Y
Erick board,66.6,698.2,637.2,755.2,625.4,3.2,2211.4,5737.5,0.6,41.2,99.5,50,Y
Erick board,33.3,732.8,616.5,753.9,616,1.1,2026.3,3285.1,767.5,33.6,58.4,49.9,Y
Erick board,50,752.7,614.5,744.1,598.7,0.8,1167.4,2090.7,497,19.5,42.1,66.7,Y
Erick board,50.3,722.7,580.7,760.5,596.3,1.9,1720.2,2704,1.1,40.2,79,66,Y
Erick board,33.3,728.6,577.9,755.8,579.4,1.3,2479.7,4648.6,310.7,40.4,75.4,50,Y
Erick board,33.4,743.5,578.9,768.4,569.3,1.4,2400.8,4335.8,465.8,38.5,74.2,49.7,Y
Erick board,132.8,760.1,575.1,787.8,541.4,1.9,7515,18081.8,22.1,127.1,236.2,62.4,Y
Erick board,116.4,803.5,551.6,384.8,629.6,16.6,6276.6,14030.5,426.4,185.8,311.6,28.5,Y
Erick board,133.1,581.3,627.2,596.2,354.4,12.3,6868.2,13584.2,1277.3,150,320.3,37.5,Y
Erick board,66.5,646.8,433,636.1,280.2,7,4766.9,9023.3,2126,107.4,184.9,50.1,Y
Erick board,50.3,658.9,332.6,650.1,273.9,3.8,2744,4761.8,67.4,69.3,122,65.7,Y
Erick board,50,674.4,298.1,711.1,357.5,4.3,2644.2,4157.9,13.1,85.9,130.8,66.4,Y
Erick board,49.9,679.1,324.9,637.3,238.1,4.3,4246.7,7681.7,1694.3,100.9,148.1,33,Y
Erick board,149.9,637.6,256.3,716.3,802.3,23.9,8882,26352.3,9.9,242.1,515.3,22.2,Y
Erick board,49.9,722.3,545.2,692.8,618.6,3.1,3090.3,5474.8,312.2,76.5,138.2,66.6,Y
Erick board,149.8,694.2,588.1,662.9,139.3,20.6,6812.7,18791.1,3.3,190.2,409.5,33.3,Y
Erick board,99.8,682.7,180.6,798.6,737.7,25.5,9198,16579.6,4294,287.6,470.1,50,Y
Erick board,50.5,738.9,622.4,702.4,617.8,1.6,1489.6,2394.2,258.3,36.8,70.8,66.1,Y
Erick board,66.6,706.4,610.9,607.6,677,5.2,7692,14633.8,77.6,85.1,264.7,50,Y
Erick board,66.6,589.8,642.4,756.9,545.8,9.6,5264.4,7787.5,640.9,139.5,246.3,50,Y
Erick board,99.8,677.7,544.1,939.6,509.8,13.1,6565,14950.6,15.9,141.7,290.9,33.3,Y
Erick board,66.5,758.2,494,885.7,490.8,5.5,5099.4,9788.6,391.5,97.9,202.5,50,Y
Erick board,116.5,831.5,486.6,365.8,527.6,20.1,5063.1,11934.8,562.3,187.4,305.7,28.6,Y
Erick board,33.3,532.3,513.1,499.8,518.1,1.3,3640.1,5580.9,1699.3,46.5,91.5,49.9,Y
Erick board,66.5,553.2,541.7,583.4,629.7,4,6067.3,11431.9,736.5,68.5,212,50,Y
Erick board,66.6,579.4,595.8,688.2,580.1,5.2,5001.7,8734.3,822,79,150.1,50,Y
Erick board,83.2,705.1,516.4,863.9,501.2,7.8,2575.8,4042.8,518.7,106.7,137.8,60,Y
Erick board,66.6,811.6,503.7,980.4,515,7.5,5381.9,7907.9,538.1,119.2,234.4,50,Y
Erick board,199.7,892.9,427.7,720.3,930.9,22.5,4099.9,10748.9,177.2,134.6,238.1,33.3,Y
Erick board,50,693.3,863.7,697.8,832.6,0.6,2566.7,3597.8,1014.7,36.7,73.2,33.4,Y
Erick board,183.3,709,804.2,687.1,809.4,1.2,887.9,2165.5,4.6,17.6,33.8,9.1,Y
Erick board,166.4,722.9,804.4,952.9,1018.8,13.4,7728.4,19085.7,10.7,153,299.1,80,Y
Erick board,349.5,918.8,1005.2,254.2,678.4,31.9,4029.3,18038,120.3,147.5,374,14.3,Y
Erick board,565.3,-99.7,878.7,309.9,622.5,11.4,15484.6,65827.9,30.2,222.8,1070,94.1,Y
Erick board,116.5,437.3,501.1,811.2,965,27.7,8112.5,16573.2,740.8,256.2,429.3,57.4,Y
Erick board,99.9,703.3,834.3,1021,715.6,15.9,6659.9,12637.3,994.4,164.5,291.1,50,Y
gautami (1),49.6,405.2,681.8,417.5,682.9,0.5,1160.3,1960.4,360.3,19.8,34.1,33.6,N
gautami (1),50.3,334.4,724,320,727.3,0.3,1411.4,2247.4,755.5,17.8,26.2,33.1,N
gautami (1),49.8,315.4,723.5,343.9,710.5,1.5,2197.1,3543,181.1,32.7,66.7,33.1,N
gautami (1),116.2,342.3,702.1,906.5,850.4,24.8,9329.7,19096.6,251.6,239.8,470.9,57.2,N
gautami (1),66.4,729.2,824.9,697.6,817.2,1.5,1686.1,3192.3,153.1,29.4,61.2,50,N
gautami (1),49.5,724.6,803.1,744.3,821,1.4,1313.7,2699,464.5,27,40.9,32.6,N
gautami (1),66.5,757.2,798.2,806,868.1,4.2,4957.5,9293.7,587.1,61.8,159.2,50.9,N
gautami (1),49.7,805.2,852.8,761.4,861.2,2.1,1556.1,3487.3,444.6,44.1,63.9,33.4,N
gautami (1),49.8,761,856.9,802.6,861.7,2.1,1644.2,2754.4,455,39.8,71.9,67.4,N
gautami (1),132.6,789.9,848.5,204.3,719.1,30.2,11368.5,20172.3,85.6,230.4,429.2,62.4,N
