Participant,Event Duration [ms],Visual Intake Position X [px],Visual Intake Position Y [px],Visual Intake Average Pupil Size X [px],Visual Intake Average Pupil Size Y [px],Visual Intake Average Pupil Diameter [mm],Visual Intake Dispersion X [px],Visual Intake Dispersion Y [px],Label
durgesh,248.9,452.9,483.9,103.6,92.7,5.1,80.5,73.2,N
durgesh,232,492.3,621.7,105.5,99.8,5.2,72.7,82.5,N
durgesh,215.9,789.8,705.5,103.1,94,5.2,64.4,52.7,N
durgesh,133,420,494.9,101.5,93.3,5,8.5,6.1,N
durgesh,82.8,715.3,634.5,97.8,87.4,4.9,57.9,27.8,N
durgesh,183.1,905,773.1,96.6,87.6,4.9,144.4,96.8,N
durgesh,132.8,926.9,682.3,94.9,77.3,4.8,48.2,22.4,N
durgesh,349,551,391.6,89.3,70.8,4.4,42.1,30.1,N
durgesh,199,408.9,386.6,86.7,73.7,4.3,101,78.2,N
durgesh,116,518.5,340.2,88.3,66.9,4.4,79.2,84.9,N
durgesh,132.7,464.2,267.4,88.3,64.7,4.3,92.1,95.7,N
durgesh,82.8,927,628.8,89.6,70,4.5,19.3,13.2,N
durgesh,116.2,362.9,318.3,88.4,73.9,4.4,144.7,87.2,N
durgesh,299.1,384.1,332.9,88.9,74.4,4.4,324.9,181.2,N
durgesh,497.9,580.9,403.9,91.8,72.1,4.6,218.8,167,N
durgesh,1360.8,659.1,427.9,95.5,73,4.7,62.3,48.5,N
durgesh,381.7,684.8,440.9,96.6,74,4.7,51.8,24.3,N
durgesh,232.7,581.4,387.2,95.4,75.1,4.7,7.4,5.4,N
durgesh,365,632.8,401.8,96.1,73.8,4.7,13.9,9,N
durgesh,613.9,685.9,429.2,95,71.2,4.6,27.8,17.7,N
durgesh,132.8,710.2,434.9,93.8,69,4.5,14.7,13.6,N
durgesh,365.3,686.3,425.5,95.6,71.7,4.7,38.3,18.1,N
durgesh,232,693.6,430.5,96.3,72.8,4.8,26.7,6.7,N
durgesh,282,730.2,463.3,96.5,73,4.7,25,15.1,N
durgesh,281.9,683.8,430.2,94.3,71.7,4.6,17.9,6.8,N
durgesh,448,695.2,437.3,95.6,72,4.6,40.7,37.2,N
durgesh,199.4,727.9,462.2,95.2,72,4.6,16.1,7.2,N
durgesh,282.5,756.9,474.1,95.8,71.9,4.7,18.7,9.7,N
durgesh,165.9,779.4,489.8,95.5,72.5,4.7,5,4.8,N
durgesh,331.9,799.1,511.2,95.9,73.2,4.7,41.8,29.7,N
durgesh,149.4,804.9,517.9,96,73.6,4.8,6.7,6.2,N
durgesh,348.6,732.3,467.8,97.8,74.1,4.8,16.8,6.4,N
durgesh,431.4,740.7,474.6,97.8,73.9,4.7,16.6,19.1,N
durgesh,481.1,770.6,486.2,95.1,72.1,4.6,34.7,29,N
durgesh,282,792.5,513.8,94.6,73.1,4.6,5,7.5,N
durgesh,265.1,811.5,526.3,94.8,73.1,4.6,33.2,28.4,N
durgesh,232,834.6,531.5,93.8,72.1,4.6,41.1,15.3,N
durgesh,813.4,839,521.9,93.7,70,4.6,82.5,94.8,N
durgesh,248.6,771,464.5,96,71,4.7,38.2,21.7,N
durgesh,132.8,808.9,522.8,97.8,74.5,4.8,36.6,9.4,N
durgesh,298.4,652,419,97.8,75.1,4.8,46.5,34.7,N
durgesh,281.9,694.8,448.1,97.4,74.9,4.5,6.9,18.4,N
durgesh,348.5,682.2,439.5,96.3,74.1,4.7,8.3,8.5,N
durgesh,1278.3,708.3,451.6,95.6,72.4,4.6,58.5,42.8,N
durgesh,198.7,763.6,478,93.3,69.9,4.6,13.5,17,N
durgesh,182.7,796.1,486.8,93.6,69.9,4.6,9.7,3.6,N
durgesh,315.6,831.6,504,96.7,71.6,4.8,19.6,30.6,N
durgesh,166.3,873.6,559.1,97.4,74.4,4.8,7.5,8.2,N
durgesh,99.5,923.2,590,96.3,73.2,4.8,7.3,11.8,N
durgesh,99.4,158.4,102,92.8,74.8,4.6,300.7,196.3,N
durgesh,315.3,275.6,155.7,93,72.6,4.6,394.7,255,N
durgesh,198.7,730.3,436.3,92.6,68.7,4.6,4.5,19.5,N
durgesh,166.2,640.1,454.9,93.5,75.2,4.6,15.4,11.6,N
durgesh,199.3,645.3,516.1,97,81.6,4.7,40.8,27.7,N
durgesh,165.9,1234,899.5,92.2,75.6,4.9,122.4,125.6,N
durgesh,165.7,571.6,407.1,96.3,77.7,4.7,15.1,15.9,N
durgesh,116.3,520.2,457.4,96.3,84.6,4.7,9.8,3.6,N
durgesh,298.3,559.8,477.7,99.9,87.4,4.9,21.2,11.4,N
durgesh,82.8,715.3,596.9,99.4,88,4.9,3.9,2.9,N
durgesh,199.2,539.4,459.4,96.8,83.5,4.7,11.4,12.5,N
durgesh,431.5,534.3,451.5,95.8,82.6,4.7,6.7,7,N
durgesh,199.5,600.5,496.9,96.9,82.7,4.7,9.1,5.1,N
durgesh,348.9,624.7,477.7,95.3,78.6,4.6,43.8,23.8,N
durgesh,149.4,1000.8,627.5,95.4,70.8,4.8,65,33.4,N
durgesh,215.5,983.9,642,95.9,73.5,4.8,34.6,24.9,N
durgesh,149.5,474.8,425.3,96.3,82.6,4.6,42.5,17.1,N
durgesh,116.4,554.4,464.7,96.6,81.9,4.6,12.1,5.7,N
durgesh,199.2,977.8,646.6,96.5,75.1,4.8,33.1,19.7,N
durgesh,100.2,902.8,570.1,97.8,75,4.8,8.6,7.6,N
durgesh,365.1,521.8,452,96,82,4.6,47.3,16.1,N
durgesh,215.3,587.8,492.7,97.3,82,4.6,12.8,13.3,N
durgesh,448.3,636.4,491.3,97,80.7,4.7,23.2,18.3,N
durgesh,281.7,568.1,448.1,98,82.1,4.7,9.6,13.3,N
durgesh,481.6,665.7,516.1,99.4,83.3,4.8,54.9,37.8,N
durgesh,248.8,651.4,471.9,99.8,81.9,4.8,21.9,8.1,N
durgesh,481.2,616.8,471.1,98.9,82.8,4.8,34.9,17.3,N
durgesh,215.4,654.1,485.6,97.6,80.8,4.7,17.3,2.7,N
durgesh,166.1,727.6,511.8,98.2,79.9,4.8,6.8,2.8,N
durgesh,166,649.6,496.5,98.6,82.9,4.8,5.3,3.3,N
durgesh,265.4,677.3,507.5,97.6,81,4.7,9.9,9.5,N
durgesh,431.3,696.3,517.9,97.8,80.5,4.7,26,16.9,N
durgesh,133.1,758.1,510.6,97.3,77.4,4.7,19.6,9.5,N
durgesh,630.5,706,512.2,99.1,81.1,4.8,45.3,44.9,N
durgesh,132.8,701.6,499.7,98.6,80.4,4.7,22,10.1,N
durgesh,398.2,617.5,459.9,98,80.5,4.7,10.8,11.1,N
durgesh,265.3,683.2,493,97.9,80.8,4.7,26,12.1,N
durgesh,365.3,697.7,498.7,97.6,80.4,4.7,37.8,27.3,N
durgesh,564.3,685,488,96.6,78.7,4.6,35.2,9.4,N
durgesh,132.9,602.6,354,93.8,68.9,4.4,13.4,9.4,N
durgesh,199,678.2,475.4,96,75.9,4.6,13.2,8.5,N
durgesh,149.7,762.7,554.9,95.6,78.2,4.6,21.3,12.3,N
durgesh,116.7,680.7,492.9,96.7,78.3,4.6,9.9,11.6,N
durgesh,498.1,731.8,512.2,96.8,77.6,4.6,20.4,18.8,N
durgesh,332.2,773.7,559.8,97,79.2,4.6,17.4,9.5,N
durgesh,149.1,834.5,611.7,98.3,80.9,4.7,27,16.8,N
durgesh,116.2,301.1,256.2,96.4,79.9,4.6,134.4,81.8,N
durgesh,116,69.2,124.9,93.4,81.1,4.6,258.3,169.8,N
durgesh,315.4,204.9,192,92.5,77.4,4.5,373.6,202.3,N
durgesh,248.8,461,407.8,91.1,77.9,4.4,75.5,39.2,N
durgesh,132.9,542.9,497.4,94.1,82.3,4.5,28.5,18.6,N
durgesh,166.3,539.7,402.5,94.7,76.9,4.6,17.1,32.3,N
durgesh,198.8,872.3,616.1,95.4,77.4,4.6,41.1,17.2,N
durgesh,116.2,449.9,386.6,94,79.9,4.5,6.4,4.1,N
durgesh,232.2,437.6,490.1,97.9,87.6,4.6,24.6,13.6,N
durgesh,82.7,527.2,562.5,99,91.6,4.7,12.7,7.1,N
durgesh,365.1,495.7,453,98.9,86.8,4.7,12.3,13.9,N
durgesh,265.4,514,505.4,99.4,87.9,4.7,7.6,9.3,N
durgesh,132.7,807.5,581.2,96.4,79,4.7,5,4.2,N
durgesh,116,844.5,483.9,96.4,67.6,4.6,16.6,9.1,N
durgesh,83.2,365.5,363.4,95,80,4.4,31.7,13,N
durgesh,448.4,439.2,494.4,95.8,84.8,4.5,15.4,14.6,N
durgesh,182.7,514.8,565.8,98.5,89.5,4.7,14.8,8.4,N
durgesh,298.1,646.9,506.8,98.1,80.8,4.6,26.7,13.1,N
durgesh,299.2,698.7,468.6,96.7,74.6,4.6,45.7,32.1,N
durgesh,165.7,590.7,403.5,95,73.2,4.6,17.4,11.9,N
durgesh,149.2,294,230.7,93.4,75.2,4.4,7.7,6.9,N
durgesh,182.7,561.1,502.4,96.3,83.4,4.6,8.4,13.2,N
durgesh,49.8,645.9,580.8,96.3,84.7,4.6,5.6,2.4,N
durgesh,514.6,603.5,529.5,96.7,84.8,4.6,22.6,11,N
durgesh,265.7,738.2,643.3,97.8,87.1,4.6,19.6,13.6,N
durgesh,530.9,757.8,614.5,98.3,84.4,4.7,13.1,10.8,N
durgesh,198.8,701.4,608,98.6,87.4,4.6,25.7,20.7,N
durgesh,365.4,700.5,585.5,99.6,86.8,4.7,43.9,32.2,N
durgesh,232,788.5,599.6,97.1,81.8,4.6,39.6,31.6,N
durgesh,962.2,625.8,536.8,98.2,85.6,4.6,55.9,46.8,N
durgesh,547.8,685.9,581.4,98.5,85.3,4.6,19.6,16.9,N
durgesh,249.4,719.4,591.5,99.6,86.4,4.7,20.6,12.1,N
durgesh,182,768,607.1,99,85.3,4.8,10.9,14.3,N
durgesh,448.1,784.3,617.9,99.5,86,4.8,51.4,37.1,N
durgesh,265.9,793,624.5,99.1,86.1,4.8,4.7,5.6,N
durgesh,166,692.5,552.6,99.6,86.1,4.8,12,9.4,N
durgesh,182.2,542.4,470.9,99.5,86.2,4.7,22.9,5.4,N
durgesh,166.1,272.8,339.1,97.4,87.2,4.6,43.3,10.7,N
durgesh,398.8,552.8,462.2,95.1,80.7,4.5,157.5,73.5,N
durgesh,713.6,530,447.9,92.3,77.7,4.4,223.6,144.1,N
durgesh,182.4,435.3,403.8,89.5,76.5,4.2,64.8,34.3,N
durgesh,215.7,713.6,576.3,90.7,77.3,4.3,7.9,4.7,N
durgesh,431.4,717.9,581.7,90.1,75.3,4.2,77.2,54.6,N
durgesh,315.2,820.3,638.5,88.8,75.2,4.2,12.5,10,N
durgesh,132.6,631.7,502,89.4,74.4,4.2,21.5,7.6,N
durgesh,183.2,-6.4,94.2,86,75,4.2,342.8,196,N
durgesh,315.5,385.5,444.1,92.2,81.9,4.3,199.2,104.5,N
durgesh,315.1,453.2,527.2,96.8,88.5,4.5,61.8,47.6,N
durgesh,315.3,459.2,552.3,99.6,93.2,4.7,43.3,25.8,N
durgesh,149.4,646.7,659,98.9,92.1,4.6,21.9,17.5,N
durgesh,149.8,461.9,546.6,97.3,90.2,4.6,29.4,20.1,N
durgesh,83.4,655.1,549.5,95,82,4.6,12.8,3.9,N
durgesh,364.8,686.9,478.3,95.6,74.9,4.5,40.3,21.4,N
durgesh,133,651.3,669.8,98.1,89.3,4.5,3.9,3.6,N
durgesh,116.5,516.8,420.7,94.7,79.1,4.5,4.2,8.3,N
durgesh,83,243.6,235.9,94.8,78.2,4.4,6.6,6.5,N
durgesh,182.6,603.9,621.9,99.1,90.4,4.6,7.3,15.3,N
durgesh,198.6,656,641,97.8,88.6,4.5,5.8,6,N
durgesh,398.1,639,584.6,99,89,4.7,17.5,10.1,N
durgesh,100.2,655.3,606.5,99.5,89.7,4.7,16.5,10.1,N
durgesh,315.2,695.2,638.7,99.4,89.5,4.7,32.9,15.1,N
durgesh,414.6,709.7,643.7,99.8,89.2,4.7,30,16.8,N
durgesh,298.8,683.2,669.4,101.5,93.6,4.8,38.3,22.8,N
durgesh,315.7,718.8,688.2,102.8,94.1,4.8,17.5,9.9,N
durgesh,315,731.4,697.2,102,93.6,4.8,37.8,25.4,N
durgesh,265.5,709.7,652.5,100,91.1,4.7,24.5,14.9,N
durgesh,315.5,726.9,704.3,102.1,95,4.8,31.8,24,N
durgesh,198.7,723.3,668.8,101.5,91.8,4.8,36,24.2,N
durgesh,348.4,735.1,680,102.3,92.6,4.8,47.1,19.9,N
durgesh,149.1,742.9,690.1,103.3,94.6,4.9,20,16.7,N
durgesh,99.5,634.9,622.2,103.3,95.3,4.9,4,4.3,N
durgesh,281.9,527.1,562.8,105.4,96.5,4.9,48,50.1,N
durgesh,149.4,710.1,681.5,103.7,96.4,4.9,21.5,8,N
durgesh,215.4,775.3,750.9,104.4,97.5,5,10.9,5.7,N
durgesh,66.5,846.9,813.1,105.3,99.8,5.1,32.3,28.8,N
durgesh,215.8,-12.7,152.9,101.6,93.8,4.9,303.6,207.1,N
durgesh,99.3,609.6,507.7,99.5,87,4.8,70.1,53.7,N
durgesh,497.7,859.3,839.4,95.8,91,4.6,249.2,266.9,N
durgesh,315.1,809.6,753.6,98.1,91.2,4.7,37.3,35.8,N
durgesh,547.3,846.7,759,100.1,91.7,4.8,49.8,42.4,N
durgesh,82.9,7.3,267.9,97.8,94,4.7,347.9,191.9,N
durgesh,232.4,269.6,375.6,99.5,90.9,4.7,555.4,251.3,N
durgesh,514.5,500.4,565.3,102.3,94.9,4.8,116.1,35,N
durgesh,82.4,489.8,563.1,105.2,97.4,4.9,9.3,4.9,N
durgesh,332.1,470,558.6,103.8,98.2,4.9,32.4,6.6,N
durgesh,730.2,439.7,572.4,99.6,96.5,4.8,15.1,33.2,N
durgesh,364.8,465.8,592.9,100.2,96.2,4.8,16,10,N
durgesh,165.9,547.2,639,101.9,97.6,4.9,8.4,9.4,N
durgesh,315.5,572.1,620.4,102.5,96.8,4.9,59.9,26.5,N
durgesh,265.7,578,650.9,103.1,98.9,4.9,28.3,14.8,N
durgesh,265.4,615.1,673.2,102.8,98.3,4.9,20.9,11.7,N
durgesh,331.9,654.6,691.1,103.5,98.3,5,19.8,8.5,N
durgesh,182.4,440.7,559.3,104.1,99.3,5,27.1,15.3,N
durgesh,182.5,625.5,659.3,103.7,99.4,5,35.6,17.3,N
durgesh,216,702.1,700.2,105.8,99.1,5,29.8,8.5,N
durgesh,697.5,719.7,700.1,106,99.5,5.1,39.2,27.6,N
durgesh,249.3,375.9,502.5,103.9,98.7,5,36.8,55.5,N
durgesh,182.5,365.9,668,106,100.2,5.1,83,52.3,N
durgesh,83,401.1,661.7,105.4,100.8,5.1,68.7,9.5,N
durgesh,481.4,1164.9,841.4,91.2,71.3,4.7,198.3,145.2,N
durgesh,248.7,1127.6,989.6,85.5,76.5,4.4,111.4,167.1,N
durgesh,165.8,899.1,890.7,94.8,88.9,4.5,29.6,26.7,N
durgesh,730.4,907.9,938.8,101.7,97.8,4.9,26.8,159.8,N
durgesh,99.4,729.9,800.4,104.2,100.8,5,19.1,11,N
durgesh,414.6,979.2,955.2,103.8,98.4,5.1,85.6,99.2,N
durgesh,929.4,855.9,853.4,105.6,99.8,5,84.1,65.1,N
durgesh,962.4,849.6,790.3,104.4,95.8,5,83.8,78.3,N
durgesh,1045.8,858.2,830,105.6,97.6,5,31.9,43.8,N
durgesh,282.5,731.6,719.8,104.9,96.4,4.9,41.7,25.9,N
Erick board,116.4,847,550.8,97.1,81.3,4.6,18.6,56.1,Y
Erick board,1048.3,754.9,334.5,95.2,78.7,4.6,32.7,57.8,Y
Erick board,199.6,850.3,515.1,94,77,4.6,24.6,59.9,Y
Erick board,99.9,819,494.9,94.5,77.2,4.6,18.8,44.9,Y
Erick board,133.1,858.6,514.6,96.4,80.9,4.7,17.5,31.6,Y
Erick board,149.7,761.2,337.9,97.9,81.9,4.7,7.1,3.2,Y
Erick board,216.3,726.2,351.9,99,82.8,4.7,26.6,11.8,Y
Erick board,383,744.5,346.6,98,82.1,4.7,10.8,15.6,Y
Erick board,382.8,751,356.5,97.8,82.3,4.7,9.7,8.4,Y
Erick board,149.9,781.3,342.1,97.4,80.6,4.7,11.2,11.7,Y
Erick board,416.2,761.7,339.5,99.4,82.6,4.8,10.8,12.5,Y
Erick board,548.8,773,328.9,97.8,80.2,4.7,57.8,33.6,Y
Erick board,149.7,748.3,318.1,95.3,77.6,4.6,6.6,5,Y
Erick board,415.7,724.9,314.2,97.5,78.4,4.7,18.1,13.9,Y
Erick board,532.5,755.1,312.2,98.3,79.6,4.8,28.7,10.6,Y
Erick board,482.7,747.3,319.9,97.3,79.7,4.7,52.9,41.4,Y
Erick board,582.1,706.6,551.6,95.3,86.3,4.3,83.4,121.8,Y
Erick board,249.6,680.2,593.9,92.6,84.5,4.1,18.3,21,Y
Erick board,1214.7,802.7,274.6,94.4,73.2,4.7,187.3,192.1,Y
Erick board,282.8,689.6,549.3,96.4,86.8,4.3,45.3,111.1,Y
Erick board,266.2,684.2,565.3,95.8,87.1,4.3,30.5,66.5,Y
Erick board,299.5,808.7,280.6,93.7,73,4.5,95.5,190,Y
Erick board,748.8,803.7,390,94.2,80.1,4.5,16.4,34.6,Y
Erick board,465.9,776.6,365.5,93.9,77.9,4.5,38.6,18.2,Y
Erick board,249.6,773.4,346.5,91.5,75.5,4.4,12.8,31.8,Y
Erick board,266,800.6,293.4,93.6,75.4,4.7,51.5,16.5,Y
Erick board,782.3,788.7,228.1,95,72.5,4.7,15.2,60.4,Y
Erick board,366.1,778.8,176.2,95.5,69.5,4.8,10.5,13.6,Y
Erick board,166.4,794.9,199.4,96.7,71.8,4.8,16.9,4.8,Y
Erick board,465.9,810.5,214,95,72,4.8,15.5,30.5,Y
Erick board,333.2,837.1,196.4,94.9,71.2,4.9,21.3,13.7,Y
Erick board,466,832.8,182.9,96.1,71.3,5,31.2,83,Y
Erick board,133,696.7,452.9,96.5,81.5,4.4,7.6,15.2,Y
Erick board,116.2,721.5,478.1,95.1,82.3,4.4,2.6,3.1,Y
Erick board,183.1,651,498.6,92,81,4.2,18.3,9.3,Y
Erick board,183,579.5,513.5,88.8,79.9,4,54.3,8.3,Y
Erick board,199.6,520.5,541.8,87.5,80.5,4,41.9,6.6,Y
Erick board,133.2,692.4,528.4,88,80.3,4,13.1,5.6,Y
Erick board,133.1,713.5,524.2,88.9,80.5,4.1,20.6,6.4,Y
Erick board,116.4,709,507.5,88.4,79.7,4,26.6,8.5,Y
Erick board,199.7,747.7,531.9,87.9,80.7,4,35.3,14.4,Y
Erick board,149.7,738,513.5,90.6,81.1,4.1,22.1,11.5,Y
Erick board,99.8,762.9,564,92.7,85.5,4.2,51.5,81.8,Y
Erick board,83.3,790.8,204.2,95.6,70,4.6,23.1,72.3,Y
Erick board,133.1,801.2,341.3,92.8,75.8,4.4,20.2,38.8,Y
Erick board,332.8,794.5,410.2,92.2,79.1,4.4,30.3,50,Y
Erick board,299.6,803.6,429.4,92.2,79.3,4.4,10.3,11.2,Y
Erick board,615.7,804.1,417.6,93.1,79.6,4.4,46.9,30.9,Y
Erick board,565.8,800.5,419,95.5,81.9,4.6,23.8,22.8,Y
Erick board,465.9,804.2,407.3,95.5,81.5,4.6,21.5,32.1,Y
Erick board,599.1,834.6,401.4,95.7,81.8,4.6,30.2,22.5,Y
Erick board,216.4,639.7,351.9,97.3,81.1,4.6,38.3,33.3,Y
Erick board,133.1,632.7,578.2,93.5,86.5,4.1,49.7,109,Y
Erick board,99.9,682.3,497.5,90.7,82.2,4.2,3.1,3.8,Y
Erick board,216.1,719.5,503.2,87.4,78.8,4,6.4,19.3,Y
Erick board,515.7,702.7,543.2,88.4,80.4,4,6.9,27.8,Y
Erick board,199.6,722.5,551.3,88.8,82.2,4,5.4,12.4,Y
Erick board,149.8,718.1,600.6,91.3,84.4,4,2.8,15.4,Y
Erick board,249.6,641.6,584.6,91.7,84.1,4,20.5,6.3,Y
Erick board,183,722.2,561.1,92.5,85.5,4.2,3,11.4,Y
Erick board,149.7,759,644.7,93.1,88.8,4.1,22.8,7.5,Y
Erick board,216.3,808,223.4,90.5,68.7,4.4,80,62.9,Y
Erick board,116.5,791.3,273,88.6,69.4,4.3,14.5,6.3,Y
Erick board,682.3,817.3,250.5,87.8,69.7,4.3,26.8,32.2,Y
Erick board,232.9,811.4,230.9,90.1,70,4.5,28.6,46.8,Y
Erick board,116.5,633.9,581.5,91,82.7,4,58.5,74.5,Y
Erick board,233,690.4,537.8,90.6,82.2,4,7.6,11,Y
Erick board,332.8,691,571.3,88.4,81.6,3.9,75.9,112.4,Y
Erick board,382.7,776.8,261.7,87.6,69.6,4.3,107,165.8,Y
Erick board,83.2,484.9,384.8,89.6,78,4.2,57,8.3,Y
Erick board,416,558.7,392.8,89.2,77.2,4.1,151.5,23.9,Y
Erick board,382.7,765.8,334.6,88.9,75.5,4.2,95.9,86.3,Y
Erick board,316.3,812.7,321.3,92.1,76.8,4.5,21.1,37,Y
Erick board,416,764.2,322.2,93.2,77.3,4.5,68.5,21.3,Y
Erick board,482.6,771.5,297.1,95.3,77.5,4.6,26.1,46,Y
Erick board,382.8,791.8,267.7,93.3,74.2,4.6,29.8,42.3,Y
Erick board,482.6,767.5,300.9,94.2,76.6,4.6,40.5,30.4,Y
Erick board,482.7,768.5,325.6,96.9,79.7,4.7,45.3,35.2,Y
Erick board,1015.1,745.2,339.7,96.3,80,4.6,32.2,45,Y
Erick board,349.5,742.4,368.7,95.1,80.8,4.6,24.9,33,Y
Erick board,449.1,747,371.6,94.6,79.9,4.5,23.2,12.5,Y
Erick board,316.1,746.4,381.1,95.2,80,4.5,14.2,12.6,Y
Erick board,482.5,768.1,377,94.5,79.3,4.5,32.9,29.9,Y
Erick board,1214.4,765,385,96.2,79.3,4.6,45.3,91.4,Y
Erick board,1114.9,767.2,391.9,94.2,78,4.4,26.8,41.9,Y
Erick board,282.9,788.2,402.6,92.5,77.7,4.4,11.1,13.7,Y
Erick board,299.5,808.9,392.1,91.3,76.1,4.3,9,19.6,Y
Erick board,232.9,824.5,393.6,91.8,76.6,4.4,11,18.5,Y
Erick board,382.8,829.7,394.6,91.4,76.1,4.4,32.1,18.5,Y
Erick board,233,834.8,388.5,90.7,75.6,4.4,24.3,39.3,Y
Erick board,183,856.7,424.6,89.5,75.5,4.3,5.5,24.1,Y
Erick board,249.6,849.2,447.1,89.9,77,4.3,4.2,14.9,Y
Erick board,416.1,876.1,386.7,90,76,4.3,133.6,62.3,Y
Erick board,116.5,625.5,349.3,90.1,76.3,4.2,140.2,9.3,Y
Erick board,183,574.9,375.1,89,76.2,4.1,178.5,29.1,Y
Erick board,349.5,650.5,343,88.6,73.7,4.1,124.5,174.2,Y
Erick board,715.5,758.4,538.5,91.4,82.6,4.1,79.4,132.2,Y
Erick board,1398.1,718.8,588.4,90.7,84,4,93.5,56.9,Y
Erick board,249.6,617.5,601.4,89.9,83.7,3.9,178.6,29.3,Y
Erick board,266.2,586.8,615.8,93.8,86.8,4.1,116.2,65.3,Y
Erick board,1031.7,657.1,617.4,93.7,87.3,4,58,33.5,Y
Erick board,482.6,639.8,619.7,95.6,89,4.1,10.5,20.7,Y
Erick board,482.6,551.3,615.5,93.9,87.2,4,25.1,11.4,Y
Erick board,199.7,626.3,596,91.9,85.8,4,19,15.9,Y
Erick board,183,593,592.4,89.8,83.7,3.9,5.4,2.6,Y
Erick board,132.9,563.5,600.6,87.4,81.6,3.8,5.9,2.1,Y
Erick board,133.1,540.1,599.7,85.9,80.4,3.8,3.1,5.9,Y
Erick board,266.3,595.9,593.9,85.6,79.9,3.8,2.7,5.5,Y
Erick board,332.8,573.6,592.6,88.4,81.8,3.9,4.3,5.9,Y
Erick board,149.7,670.4,584.5,89.5,83.1,3.9,2.8,3.9,Y
Erick board,582.4,700.3,581.3,89.6,83.1,3.9,9.4,19.9,Y
Erick board,366.1,691.2,657.2,91.5,86.6,3.9,11.3,26.8,Y
Erick board,183.1,707.4,621.4,90.9,84.8,3.9,5.1,15.6,Y
Erick board,416,704.6,574.5,89.1,81.9,3.9,20.1,33.5,Y
Erick board,133.1,776.5,546.3,86,79,3.9,9.1,3.6,Y
Erick board,166.4,776.7,539.9,85.4,78.3,3.9,29.7,6.1,Y
Erick board,149.8,793.4,537,84.8,78.1,3.8,11.4,3.3,Y
Erick board,166.6,829,536.1,84,77.7,3.8,1.6,5.6,Y
Erick board,150,899,529.9,82.7,77,3.8,23.9,4.7,Y
Erick board,449.6,556.5,574.8,84.6,79.1,3.8,107.2,19.6,Y
Erick board,283,593.8,563.3,85.1,79.2,3.8,20.6,5.4,Y
Erick board,166.4,621.6,565.4,87.4,80,3.8,7.4,3.6,Y
Erick board,166.1,668.4,561.4,88.2,80.7,3.9,10,4.5,Y
Erick board,316.4,674.9,562.1,89.3,81.6,3.9,17.5,6.4,Y
Erick board,815.5,697.9,577.4,91.7,83.7,4,7.3,15.2,Y
Erick board,382.8,660.4,553.3,93.2,84.7,4.1,9.5,14.3,Y
Erick board,349,703.9,552.1,90.9,82.7,4,7.6,7.5,Y
Erick board,149.8,671.9,558,89.1,80.7,3.9,4.3,4.2,Y
Erick board,233,649,561.3,89.1,80.5,3.9,3.6,6,Y
Erick board,565.8,634,561.8,90.2,82.5,4,7.6,5.8,Y
Erick board,266.3,591.8,565,90.9,82.2,4,24.2,4.3,Y
Erick board,183,666,568.1,92.9,85,4,5.4,4.6,Y
Erick board,149.7,707.9,561.9,91,83.4,4,7,4,Y
Erick board,515.8,728.3,567.3,91.2,83.4,4,22.2,6.7,Y
Erick board,166.4,802.4,554.6,88.4,81.6,4,23.9,9,Y
Erick board,116.4,858.4,554.1,86.9,80.9,4,12.4,3.2,Y
Erick board,565.8,840.4,551.7,84.9,78.7,3.9,50.9,11.4,Y
Erick board,199.7,841.3,548.8,82.8,76.5,3.8,12.5,3.7,Y
Erick board,499.2,851.4,549.1,83.7,76.9,3.8,21.8,4.8,Y
Erick board,316.1,922.6,546.2,82.5,77,3.8,45.9,10.7,Y
Erick board,99.8,597.8,578.8,84.3,77.8,3.7,41.4,8.4,Y
Erick board,366.1,561.6,586.1,85.8,79.9,3.8,45.8,11.3,Y
Erick board,566.1,566.4,589.2,83.3,78,3.7,32.2,5.9,Y
Erick board,149.7,767.4,554.7,82.4,76.1,3.7,24.9,8.1,Y
Erick board,266.2,791.9,556.5,83.2,77.1,3.7,19.4,9.4,Y
Erick board,149.8,827.9,554.1,84.7,77.3,3.8,4,3.7,Y
Erick board,333,629.7,558.6,85.1,78.1,3.7,12,10.6,Y
Erick board,183.3,549.6,591.8,85.1,79.3,3.7,43,17.9,Y
Erick board,199.4,612.3,577.9,84.8,79.3,3.7,6.9,6,Y
Erick board,233,675.1,565.1,81.4,75.8,3.6,9.8,9.7,Y
Erick board,199.7,697.8,557.3,80.8,75.1,3.6,10,5.5,Y
Erick board,149.8,734.2,547.4,81.4,75.1,3.7,12.9,2.2,Y
Erick board,166.5,737.7,553.4,81.6,76.4,3.7,17.7,3.4,Y
Erick board,216.3,752.5,550.8,81.8,76.4,3.7,38.4,4.6,Y
Erick board,166.5,886.9,525.6,79.8,73.9,3.7,30.6,7.4,Y
Erick board,116.2,805.5,529.3,78.9,72.9,3.6,2.5,4.5,Y
Erick board,682.3,829.4,531.4,79,72.6,3.6,16.3,7.1,Y
Erick board,133.1,808.6,529.8,82.4,75,3.7,10.2,4.3,Y
Erick board,216.3,619.8,539,81.5,75.2,3.6,26.1,7.1,Y
Erick board,715.5,595.5,542.3,81.6,74.9,3.7,26.2,13,Y
Erick board,166.4,847.4,531.7,81.4,74.8,3.8,20.1,10.4,Y
Erick board,465.9,832,529.8,82.5,75.3,3.8,32.9,8.7,Y
