Participant,Event Duration [ms],Visual Intake Position X [px],Visual Intake Position Y [px],Visual Intake Average Pupil Size X [px],Visual Intake Average Pupil Size Y [px],Visual Intake Average Pupil Diameter [mm],Visual Intake Dispersion X [px],Visual Intake Dispersion Y [px],Label
Dalisha board,282.9,646.9,480.7,114.4,82.8,4.8,9.2,9.3,Y
Dalisha board,266.2,664.7,474.1,116.1,82.8,4.8,16.3,5.8,Y
Dalisha board,515.8,715,466.5,115.8,81.8,4.8,59.8,40.2,Y
Dalisha board,366,790.8,489.3,114.9,83.4,4.8,38.3,7.5,Y
Dalisha board,382.7,812.3,439.1,113.3,80.3,4.9,12.7,26.5,Y
Dalisha board,133.1,853.2,461.1,113.6,83,4.9,9.7,9.7,Y
Dalisha board,99.9,566.9,656.7,115.5,96.2,4.7,27.6,21.4,Y
Dalisha board,299.6,451.7,629.6,112.7,94.2,4.7,119.9,106.4,Y
Dalisha board,1447.7,627,811.4,121,110.5,4.9,76.4,88.6,Y
Dalisha board,233.1,653.6,804.1,121.4,110.7,4.9,26.6,12.2,Y
Dalisha board,748.8,671.3,784.5,120.7,109.3,4.9,27.9,55.9,Y
Dalisha board,199.9,997.7,398.3,111.8,77.5,5,87.5,10.3,Y
Dalisha board,166.7,604,809.7,116.4,105.4,4.6,27.5,9.7,Y
Dalisha board,316.2,645.9,770.5,117.6,104.3,4.7,3.8,6.8,Y
Dalisha board,149.8,672.2,747.2,117,103.3,4.8,2.6,6.1,Y
Dalisha board,149.8,628.6,497,114.3,83.3,4.7,12.9,4.7,Y
Dalisha board,82.9,698.1,479.7,114.2,82.2,4.8,13.7,6,Y
Dalisha board,149.5,691.4,433.3,116.4,80.9,4.9,2.9,6.1,Y
Dalisha board,183,923,396.7,112.8,78.2,5,35.6,12.8,Y
Dalisha board,399.4,670.5,702.5,116,101.2,4.8,9.9,41,Y
Dalisha board,283.2,634.3,727.9,117.5,102.9,4.8,5.4,9.3,Y
Dalisha board,166.4,699.3,679.4,117.7,101.3,4.9,33.4,2.8,Y
Dalisha board,83.2,571.7,563.7,116,90.8,4.8,10.4,5.5,Y
Dalisha board,183.1,647.4,466.3,116.7,83,4.8,14.5,4.1,Y
Dalisha board,83.2,438,535.4,112.2,87.2,4.8,2.8,6.9,Y
Dalisha board,199.7,529.9,801.8,116.5,106.6,4.7,5.7,23.4,Y
Dalisha board,116.5,577.1,761.6,116.9,103.7,4.7,2,11.4,Y
Dalisha board,199.3,603.9,787.4,117.7,104.1,4.6,2.8,7.1,Y
Dalisha board,998.2,623.3,481,114.7,82.5,4.8,178.6,103.4,Y
Dalisha board,83.2,580.2,498.3,115.8,84.8,4.8,1.8,6.1,Y
Dalisha board,83.4,381.5,539.3,111.4,85.2,4.7,6.2,7.8,Y
Dalisha board,133.1,569.8,517.9,114.8,86.1,4.8,3.1,6.8,Y
Dalisha board,616,782.2,487.4,117.3,87.9,5,83.7,37.2,Y
Dalisha board,150,550,620.8,117.1,96.3,4.9,21,7.5,Y
Dalisha board,99.9,813.4,501.6,116.7,87.7,5,5.4,9,Y
Dalisha board,782.1,511.2,627.5,118.7,97,4.9,35.5,7.6,Y
Dalisha board,116.5,483.7,651.8,117.9,98.7,4.9,13.3,11.5,Y
Dalisha board,199.7,648.9,579.3,115.6,91.7,4.8,5.8,3.9,Y
Dalisha board,499.2,676.6,625.9,116.5,95.4,4.9,7.2,4.3,Y
Dalisha board,166.4,713.1,852,122.2,111.8,4.9,10.8,6.7,Y
Dalisha board,515.9,663.3,813.9,120.3,109.2,4.8,2.6,9.8,Y
Dalisha board,332.5,648,696.1,116.6,101.1,4.8,15.5,24.2,Y
Dalisha board,1181.4,685.7,724.8,119.9,103.4,4.9,25.3,18.3,Y
Dalisha board,632.3,664.3,625.7,118.1,95.7,4.9,20,34.2,Y
Dalisha board,299.5,668.2,638.7,118.5,96.9,4.9,17.6,10.7,Y
Dalisha board,548.8,674.9,570.2,119.4,91.2,4.9,52.4,20.2,Y
Dalisha board,815.3,708.3,596.4,119.1,93.2,5,7.9,32,Y
Dalisha board,116.4,510.8,695.1,116.7,97.4,4.8,12.3,21.5,Y
Dalisha board,99.9,441.3,724.5,115.3,98.7,4.8,5.3,8.1,Y
Dalisha board,216.3,776.8,646.4,114.8,94.8,4.8,13,10.8,Y
Dalisha board,199.6,862.5,608.9,116.1,93.9,4.9,3.9,9,Y
Dalisha board,183,521.7,748.8,119.5,103.5,4.8,11,21.8,Y
Dalisha board,249.6,805.3,610.9,116.8,94.4,4.9,35.2,6.2,Y
Dalisha board,1181.3,803.8,552.2,117.2,91.2,5,14.7,60.8,Y
Dalisha board,166.4,818,607.1,115.2,95.1,5,41.2,28,Y
Dalisha board,532.6,732.9,623.1,114.3,93.9,4.9,31,11.8,Y
Dalisha board,183.2,750.1,641.3,111.7,93.4,4.8,6.9,17,Y
Dalisha board,149.8,1004.3,407.2,100.3,65.9,4.4,119.9,59.5,Y
Dalisha board,1081.6,741.5,349.2,102,64.3,4.6,24.3,28.8,Y
Dalisha board,2013.5,733.8,647.9,117.1,95.9,4.9,88.7,57.9,Y
Dalisha board,282.9,711.2,623.4,118.5,94.8,5,20.7,21.9,Y
Dalisha board,149.8,739.5,608,119.1,93.1,5,4.8,10.4,Y
Dalisha board,83.2,664.7,570.5,118.6,90.4,5,2.3,4.1,Y
Dalisha board,249.4,679,544,118.1,89.1,5,2.5,5,Y
Dalisha board,648.9,725.6,535.1,117.1,87.4,5,55.8,14.3,Y
Dalisha board,116.5,610.3,639.3,116.9,95.9,4.9,21.9,5.2,Y
Dalisha board,1081.6,690.7,601.4,116.6,93.1,4.9,32.6,15.1,Y
Dalisha board,133.1,754.1,567.6,114.9,89,4.8,39.9,10.6,Y
Dalisha board,133.1,622.2,626.1,113.6,93,4.7,15.4,19.7,Y
Dalisha board,99.8,724.7,591.2,114,91,4.8,20.2,10.2,Y
Dalisha board,2995.2,769.7,519.9,115.3,86.1,4.9,23.2,24.2,Y
Dalisha board,149.8,936.2,537.7,112.2,90.1,4.9,43.9,8,Y
Dalisha board,133.1,757.3,614.5,115.5,92.9,4.8,30.2,19.2,Y
Dalisha board,216.3,510.1,729.1,116.7,101.2,4.7,151,48.1,Y
Dalisha board,133.1,622.7,704.7,118.5,102.8,4.8,15.9,11.7,Y
Dalisha board,133.4,518.8,755.9,119.6,107.1,4.8,18.2,20.4,Y
Dalisha board,83.2,890.7,524.5,111.8,86,4.8,43.7,5,Y
Dalisha board,199.7,864.3,519,114.1,86.9,4.9,77.8,19.7,Y
Dalisha board,382.6,791.8,572.7,116.3,91.4,5,10.5,43.2,Y
Dalisha board,632.4,918.7,560,117.5,92.3,5.1,16,26.4,Y
Dalisha board,233,755.7,701.1,119.4,102.6,5,31.1,5.6,Y
Dalisha board,83.2,1135.6,532,66.6,61.6,1.8,65.6,8.2,Y
Dalisha board,382.8,261,550.7,115.4,94.7,5,224.9,38.6,Y
Dalisha board,149.8,545.7,650,125,105.6,5.1,45.5,18.8,Y
Dalisha board,149.5,543.3,324.4,118.1,80.1,5,30,12.5,Y
Dalisha board,83.2,513.2,234.1,116,72,5,4.1,6.8,Y
Dalisha board,1197.9,621.1,644.6,121.6,103.9,5.1,45.2,65.5,Y
Dalisha board,382.7,662.1,502.1,119.7,93.1,5.1,13.9,23.5,Y
Dalisha board,99.8,627.4,548.3,121.2,97.8,5.2,3.1,7.2,Y
Dalisha board,100.4,964,451.7,116.3,89.8,5.3,16.2,5.6,Y
Dalisha board,349.4,739.6,492.4,115.9,89,5,58.4,10.3,Y
Dalisha board,99.8,497.2,528.5,115.7,90.3,4.8,4.2,9.9,Y
Dalisha board,199.7,397.6,528.6,112,89.2,4.8,9.9,16.2,Y
Dalisha board,149.8,522.9,512.7,111.7,88,4.7,6,12.1,Y
Dalisha board,232.9,664.4,492.9,110.6,84.7,4.7,20.5,10.7,Y
Dalisha board,166.4,477.4,513,108.1,86.5,4.6,4.7,12.2,Y
Dalisha board,199.7,822.7,483.5,109.5,85,4.8,11.5,11.2,Y
Dalisha board,149.8,752.1,477.4,111.7,85,4.8,3.2,10.1,Y
Dalisha board,149.8,490.7,501.9,110.2,86.3,4.7,8.8,10.9,Y
Dalisha board,133.1,574,148.4,109,60.9,4.7,12.9,7.3,Y
Dalisha board,99.9,259.9,83.6,102.5,61.2,4.7,10.8,17.1,Y
Dalisha board,166.4,569.9,590.8,109.9,89.8,4.6,8.1,17.5,Y
Dalisha board,249.6,704.5,549.3,111.9,89.3,4.7,4.7,8.7,Y
Dalisha board,216.6,463.8,565.3,112.7,92.5,4.8,5,17.9,Y
Dalisha board,249.5,852.2,525,113.2,90.7,5,16.5,18.4,Y
Dalisha board,100,410.7,352.9,111,77.8,4.8,19.4,9.2,Y
Dalisha board,99.8,375.3,196.7,108.7,65.8,4.7,35.2,4.6,Y
Dalisha board,83.2,602.9,207.3,109.4,65.6,4.8,4.3,14.5,Y
Dalisha board,299.3,586.6,635.1,113.6,97,4.8,12.7,28.5,Y
Dalisha board,1397.6,629.5,594.7,119.7,99.7,5.1,30.8,56,Y
Dalisha board,149.9,639.6,605.8,120.7,101.7,5.1,1.9,12.1,Y
Dalisha board,166.4,807.1,109.5,114,61.4,5.3,26.9,44.5,Y
Dalisha board,116.5,721,362.1,110.7,75.4,4.7,5.6,3.3,Y
Dalisha board,266.3,898.8,455.7,105.8,77.9,4.6,36.5,18.5,Y
Dalisha board,249.6,979.4,475.9,105.2,78.7,4.7,19.3,35,Y
Dalisha board,199.7,477.1,269.5,105.8,66.9,4.5,11.3,8.2,Y
Dalisha board,116.5,1021.6,387.6,104.9,84.1,4.9,5.5,5,Y
Dalisha board,116.5,1030.7,377.4,105,83.4,4.9,16.7,16.7,Y
Dalisha board,99.8,590.7,916.5,112.7,104.2,4.4,6.4,53.6,Y
Dalisha board,515.8,665,780.9,120,110.2,4.9,18.6,16.6,Y
Dalisha board,199.7,544.6,695.5,120.6,106.2,4.9,4.5,11,Y
Dalisha board,233,519.3,324.3,117.4,77.5,5,26,16.1,Y
Dalisha board,149.8,781.1,410.4,114.7,80.8,5,23.2,32.6,Y
Dalisha board,133.1,641.6,723.1,117.9,104.5,4.8,3.6,25.4,Y
Dalisha board,99.7,699.2,652.8,117.8,101,5,4.2,11.4,Y
Dalisha board,216.3,517.3,658.6,117.7,102.9,5,13.8,19.5,Y
Dalisha board,249.6,647.6,683.1,119.5,105.3,5,5.9,12.2,Y
Dalisha board,99.8,667.3,675.1,120.5,106,5,2.2,5.1,Y
Dalisha board,83.2,776.7,598.7,120,100.2,5.2,2.9,7.4,Y
Dalisha board,981.8,596.2,678.4,122.4,106.6,5,52.2,14.8,Y
Dalisha board,549.1,680.3,600.4,122.1,101.3,5.1,7.2,17.5,Y
Dalisha board,399.4,696.8,599.9,121,100.8,5.1,4.7,22,Y
Dalisha board,332.8,670.9,563.8,119.7,96.7,5,7.3,21.1,Y
Dalisha board,416,686,561.1,122.9,97.6,5.1,5,11.1,Y
Dalisha board,382.7,706,598.5,123,100.7,5.1,22.1,14.4,Y
Dalisha board,183.1,667.8,594.1,116,94.9,4.8,7.4,6.6,Y
Dalisha board,166.4,759,594.5,115.7,95,4.9,9.8,20.1,Y
Dalisha board,383,772.3,608.4,116.8,97.2,4.9,18.3,30.1,Y
Dalisha board,199.6,659.8,640.7,119.3,101.3,4.9,4.1,9.6,Y
Dalisha board,116.5,739.7,626.7,118.9,100.6,5,2.2,6.6,Y
Dalisha board,100,719.1,624.9,108.2,90,4.5,1.9,13.5,Y
Dalisha board,66.6,432.7,279.3,104.8,66.3,4.4,40.5,4.3,Y
Dalisha board,83,580.9,133.5,106.4,56,4.6,14.7,1.8,Y
Dalisha board,116.5,545.1,487.7,106,80.9,4.4,8.5,5.3,Y
Dalisha board,83.9,392.8,478.2,104.2,81.2,4.4,6.8,8.7,Y
Dalisha board,116.7,543.6,825,112.6,104.6,4.5,3,16.4,Y
Dalisha board,116.5,794.9,773.9,112.3,102.4,4.6,2.9,6.7,Y
Dalisha board,99.9,911.6,308.3,107.3,72,4.8,6.7,4.5,Y
Dalisha board,99.9,912,315.6,103.3,69.2,4.5,14.5,6.7,Y
Dalisha board,1381.2,863.2,660.7,114.5,100.5,4.9,25.7,55.9,Y
Dalisha board,166.4,854.8,573.3,118.8,96.8,5.1,10.4,9.5,Y
Dalisha board,482.6,839.8,584.3,119.3,98.5,5.1,24.3,16.9,Y
Dalisha board,166.4,776.6,567.3,119.7,97,5.1,18.3,4.2,Y
Dalisha board,815.3,784.3,558.1,118.1,94.5,5,29.3,11.6,Y
Dalisha board,266.4,718.7,557.3,120.5,95.7,5,12.6,20.3,Y
Dalisha board,449.3,802,575.1,118,96.3,5.1,35.7,42.6,Y
Dalisha board,116.4,680.2,545,119.1,93.7,5,18.3,8.5,Y
Dalisha board,199.7,415.3,669.2,116.3,100.7,4.8,179.4,42.2,Y
Dalisha board,216.2,415.3,602.8,114.3,95,4.8,108.3,25.8,Y
Dalisha board,83.2,698.5,664.4,114.8,99.6,4.7,15.8,8,Y
Dalisha board,199.7,498.1,664.6,111.8,98.1,4.6,39.2,14.2,Y
Dalisha board,183,195.4,568.3,102.2,92.3,4.5,32.8,34.6,Y
Dalisha board,116.5,400.4,584.7,106.6,91,4.5,5.8,7.3,Y
Dalisha board,116.6,937.3,643.2,104.1,92.6,4.5,90.2,21.6,Y
Dalisha board,2396.2,892.6,620.3,109,93.7,4.7,213.1,68.9,Y
Dalisha board,99.8,723.1,663,119,103.7,4.9,6,11.3,Y
Dalisha board,266.3,498.4,608,118.2,98.6,4.9,47.6,53.1,Y
Dalisha board,99.4,1133.6,734.1,105.7,98,4.8,41,6.7,Y
Dalisha board,1214.7,573.9,721.3,117.9,104.9,4.7,21.5,45.5,Y
Dalisha board,1530.9,571.5,669.5,116.5,100.9,4.8,44.8,107.5,Y
Dalisha board,83.2,361.8,542.7,108.8,87.8,4.6,20.7,21.2,Y
Dalisha board,1114.9,580.3,725.6,121.4,107.2,4.9,23,31.2,Y
Dalisha board,282.9,614.6,701,123.1,106.6,5,6.2,4.5,Y
Dalisha board,366.1,624.6,679.3,121.8,105.5,5,15,9.1,Y
Dalisha board,266.1,630.7,668.1,122.1,105,5,9.4,6.9,Y
Dalisha board,299.5,653.9,670.3,122.6,105.7,5,7.7,22,Y
Dalisha board,265.9,617.6,681,123.4,106.8,5.1,25.9,12.2,Y
Dalisha board,482.6,634.2,681.8,122.2,105.9,5,14.1,17.3,Y
Dalisha board,183,601.7,663,122.9,104.7,5,13.5,2,Y
Dalisha board,1447.7,619.3,631.1,122.3,102.3,5,27.3,59.1,Y
Dalisha board,382.7,647.4,567.1,120.9,94.9,5,41.7,17.9,Y
Dalisha board,2196.5,571,687,119.7,103.8,4.9,268.2,76.7,Y
Dalisha board,99.9,719.2,620.6,115.5,95.8,4.8,9.6,6.9,Y
Dalisha board,1980.2,699.6,522,118.2,90.1,4.9,46.7,96.8,Y
Dalisha board,133.1,222.9,675,107.5,99.9,4.7,95.7,51.1,Y
Dalisha board,133.1,768.9,565.7,115.4,92.9,4.8,54.8,18.6,Y
Dalisha board,432.6,765.9,549.5,115,91.3,4.8,33.9,18.7,Y
Dalisha board,1098.3,767.8,494.3,115.2,86.8,4.8,53.1,41.4,Y
Dalisha board,133.1,420.5,675.9,116.1,100,4.8,90.6,29.4,Y
Dalisha board,199.7,511.1,595.7,118.1,95.9,4.9,15.1,7.1,Y
Dalisha board,332.8,555.6,608.6,118.3,96.9,4.9,14.2,8.4,Y
Dalisha board,233.1,589,611.7,118.9,97.5,4.9,15.9,4.9,Y
Dalisha board,615.9,607.6,582.2,119.4,96.4,5,21.1,14.6,Y
Dalisha board,1015.1,626.5,541.7,120.8,93.2,5,27.7,21.4,Y
Dalisha board,166.2,641.5,596.6,115.5,94.1,4.7,13.8,13.1,Y
Dalisha board,848.6,555.9,613.1,116.8,96.1,4.8,267.7,100.7,Y
Dalisha board,216.3,692.5,608.5,117.8,96.8,4.9,4.3,4.9,Y
Dalisha board,99.8,718.2,615.6,117.3,96.8,4.8,2.9,2.7,Y
Dalisha board,116.6,902.6,521.6,112,88.7,4.8,15.9,8.2,Y
Dalisha board,249.6,912.1,501.6,110.3,86.7,4.8,9.8,5.5,Y
Dalisha board,116.5,351.2,632.1,108,90.9,4.5,65.7,26,Y
Dalisha board,548.6,763.8,615.9,110.1,92,4.5,39.7,25,Y
Dalisha board,116.5,628.2,637.2,114.3,95.4,4.6,5.6,17.9,Y
Dalisha board,216.3,754.2,602.2,113.8,93.6,4.7,7.1,24.5,Y
Dalisha board,166.4,745.9,552.1,115.5,91.2,4.8,8.5,10.5,Y
Dalisha board,232.9,872,492,112.1,87.2,4.8,11.1,7.4,Y
Dalisha board,332.8,738.8,588.3,113.6,93.2,4.7,8.8,12.5,Y
Dalisha board,249.6,589.6,831.7,117.7,108.5,4.6,5.8,3.5,Y
Dalisha board,382.7,621.9,851.8,116.5,108.5,4.6,15.6,21.8,Y
Dalisha board,282.9,643.8,823.4,116.5,108.1,4.6,5.2,16.6,Y
Dalisha board,116.5,660.5,809.7,117.3,107.6,4.6,4.3,8.3,Y
Dalisha board,565.8,597.7,740.6,116.6,102.7,4.6,47.4,18.8,Y
Dalisha board,83.2,604.7,717.2,117,102.2,4.6,1.6,7,Y
Dalisha board,316.1,647.5,777.6,120.9,109.2,4.8,7.2,9.6,Y
Dalisha board,316.2,681.2,778.8,119.6,107.6,4.7,6.5,11.6,Y
Dalisha board,266.4,707.8,758.7,118.6,105.6,4.7,9.7,11.3,Y
Dalisha board,132.9,966.3,509.5,110,88.3,4.8,8,5.6,Y
Dalisha board,199.4,726,780.1,115.8,104.8,4.6,15.7,8.9,Y
Dalisha board,99.8,442.9,933,111.5,109,4.4,52,6.9,Y
Dalisha board,83.4,462.6,120,79,47.2,4,18.3,5.8,Y
Dalisha board,99.9,579.6,149.8,108.8,57.8,4.4,55.2,7.9,Y
Dalisha board,216.6,586.4,136.6,85.3,51.8,4.5,104.2,20.6,Y
Dalisha board,83.2,521.8,175.8,105.6,60,4.4,10.3,13.5,Y
Dalisha board,266.3,472.8,472.4,113.8,83.8,4.7,106.6,68.7,Y
Dalisha board,83.2,624.5,237,114.8,68.2,4.9,62.1,15,Y
Dalisha board,149.8,666.4,603.4,120.4,96.8,5,43.1,32.2,Y
Dalisha board,166.4,451.5,755.7,118.9,106.8,4.8,34.5,113.4,Y
Dalisha board,233,782.1,696.1,120.9,102.8,5,40.1,85.3,Y
Dalisha board,249.6,852.2,839.5,114.2,109.5,4.8,46.4,26.1,Y
Dalisha board,465.9,758.5,828,116.1,109.3,4.7,50.8,63.1,Y
Dalisha board,116.8,625.5,851.5,118.3,112.3,4.7,6.6,13.5,Y
Dalisha board,99.6,691.5,841.5,121.8,113.3,4.9,17.3,18.5,Y
Dalisha board,83.2,706.2,83.3,108.8,53.2,4.6,11.9,25.6,Y
Dalisha board,199.6,628.7,282,114.8,71.4,4.8,50.2,117.4,Y
Dalisha board,82.9,641.9,474.7,120.6,87,4.9,43.9,21.4,Y
Dalisha board,83.4,739.2,475.7,120.6,86,4.9,2.1,33.5,Y
Dalisha board,116.5,687,680.1,125.1,107,5.1,4.5,26,Y
Dalisha board,199.7,659.2,754.3,127.1,112.8,5.1,71,38.1,Y
Dalisha board,166.4,706.1,869.5,128.3,119.4,5.1,10.3,9.2,Y
Dalisha board,133.1,674.7,741.1,122.1,106.6,4.8,28.9,11,Y
Dalisha board,133.3,606.3,704.4,119.6,103.1,4.8,15.9,11.3,Y
Dalisha board,232.9,568.2,485.8,118.4,85.7,4.8,13.6,12.6,Y
Dalisha board,299.5,650.7,690,118.2,101.7,4.8,12.7,17.2,Y
Dalisha board,349.4,691,692.7,117.1,102.1,4.8,18,20.1,Y
Dalisha board,399.1,746.4,667.7,118.9,101.2,4.9,6.5,9.4,Y
Dalisha board,116.4,687.1,686.2,118.6,103.3,4.8,8.2,7.7,Y
Dalisha board,366,775.9,700.6,118.3,103.2,4.9,121.2,65.7,Y
Dalisha board,116.5,568.8,856.8,119,111.9,4.7,119.6,64.2,Y
Dalisha board,83.2,1044.2,895.4,112.2,112.8,5,31.1,40.3,Y
Dalisha board,116.5,527.9,193.3,114.7,66.4,4.8,19,35.3,Y
Dalisha board,216.3,559.9,831,105.9,97.8,4.2,54.5,95.9,Y
Dalisha board,765.4,586.9,858.1,113,105.7,4.5,36.4,52.6,Y
Dalisha board,582.4,605.5,838.6,119.1,111.3,4.8,33.5,42.7,Y
Dalisha board,116.5,746.3,710.9,113.6,93.7,4.6,6,44.2,Y
Dalisha board,442.2,749.3,762.7,114.8,94.7,4.6,107.4,100.8,Y
Dalisha board,83.2,711.5,722.4,114,93.2,4.5,3.6,32.8,Y
Dalisha board,133.1,472.1,650.2,111.8,95.8,4.4,102.3,21.1,Y
Dalisha board,149.8,721.2,730,118.4,103.9,4.6,8.1,27,Y
Dalisha board,649,805.3,768.7,117.4,99.7,4.7,95.1,20.6,Y
Dalisha board,99.9,895.4,432,111.7,78.3,4.6,77.7,33.1,Y
Dalisha board,233,642.8,404.9,113.3,73.4,4.4,67.9,160.1,Y
Dalisha board,83.2,532.3,625.9,109.6,89.6,4.4,85,17.1,Y
Dalisha board,199.8,892.5,738,109.2,98.4,4.6,22.5,69.3,Y
Dalisha board,83.5,409.9,707.8,109.8,95.2,4.4,105.4,45.3,Y
Dalisha board,182.9,684.1,746.7,114.6,101.9,4.6,93.8,36.5,Y
Dalisha board,83.2,649.4,122.5,78.2,38,2.2,16.7,199.7,Y
Dalisha board,149.7,1026.7,170,106.1,65.9,5,37.4,117.3,Y
Dalisha board,116.5,946.7,172.2,106.9,63.4,4.9,8.3,18.1,Y
Dalisha board,99.8,1150.4,379.3,99.7,76.3,4.7,111.6,57.6,Y
Dalisha board,149.7,964.7,377.1,107.3,77.6,4.7,107.6,14.1,Y
Dalisha board,83.2,926.7,328.7,109.8,74,4.8,66.3,30.5,Y
Dalisha board,133.1,713.1,278,114.6,68,4.8,47,8.1,Y
Dalisha board,998.4,596.3,395.5,111.3,76,4.5,198.6,14.8,Y
Dalisha board,134,662,446.6,112.4,81.5,4.5,16.1,15.4,Y
Dalisha board,665.6,589.9,662.7,111.7,97,4.4,166.1,111,Y
Dalisha board,133.1,421.3,735.3,109.9,99.8,4.4,3.9,14,Y
Dalisha board,1264.5,735.9,576.7,110.1,89.7,4.4,49.9,71.2,Y
Dalisha board,166.4,449.2,746.9,110.4,99.7,4.4,3.3,14.9,Y
Dalisha board,166.1,576.5,835,113.1,105.5,4.4,20.9,32.9,Y
Dalisha board,133.1,636,751.3,113.4,101.1,4.4,42.5,15,Y
Dalisha board,99.9,594.2,738.5,112.8,100.3,4.4,4.5,8.9,Y
Dalisha board,116.5,442.6,784.4,109.6,102.4,4.4,2.8,13.3,Y
Dalisha board,199.7,513.7,748.5,111.2,100.4,4.4,16.8,9.5,Y
Dalisha board,83.1,652.6,712.1,113.4,99.4,4.4,31.1,1.6,Y
Dalisha board,415.9,738,691.6,109.5,97,4.4,30.5,31.5,Y
Dalisha board,1397.8,623,671.7,108.2,93.3,4.2,64.8,55.4,Y
Dalisha board,183,704.2,590.1,105.9,85.4,4.2,3.6,1.2,Y
Dalisha board,965.2,511.5,688.6,107.3,91.2,4.2,102.2,31.7,Y
Dalisha board,499.2,549.8,692,110.8,96.8,4.4,9.3,6.1,Y
Dalisha board,99.9,607.7,653.5,113.2,95.2,4.5,2.5,7.6,Y
Dalisha board,249.6,470.2,717.9,111.6,99.6,4.4,3.3,6.6,Y
Dalisha board,116.4,614.3,660.9,114.7,96.7,4.6,2.8,9,Y
Dalisha board,415.9,654.9,638,115.8,95.8,4.6,4.9,6.3,Y
Dalisha board,1830.6,603.9,717,115.3,101.1,4.6,17.5,90.1,Y
Dalisha board,199.7,529.7,752.3,113.4,102.6,4.5,19.1,26.1,Y
Dalisha board,116.4,683.7,687.9,113.3,98.3,4.6,22.8,32.7,Y
Dalisha board,116.5,706.1,579,113.1,89.9,4.6,20.8,11.3,Y
Dalisha board,499.2,692.1,435.2,113.6,77.8,4.6,32.3,8.7,Y
Dalisha board,216.3,664.8,680.1,115.2,99.6,4.6,10.5,12,Y
Dalisha board,99.8,685,630.8,114,94.7,4.6,15.2,21.7,Y
Dalisha board,99.9,468.1,697.2,114.8,98.7,4.6,10.8,38.5,Y
Dalisha board,1115.2,576.4,556.3,116.3,91.3,4.7,30,43.3,Y
Dalisha board,715.5,591,519.6,113.5,85.7,4.6,56.5,8.9,Y
Dalisha board,66.6,521.6,536.3,112,87,4.6,12.3,2.7,Y
Dalisha board,499.4,569.4,500,113.3,84.8,4.6,25.9,2.8,Y
Dalisha board,116.5,616.1,422,115.6,78,4.7,4.3,6.7,Y
Dalisha board,149.7,634.3,421.7,116.5,78.2,4.7,13.9,4.9,Y
Dalisha board,83.2,683.1,392.7,116.8,75,4.7,23.2,7.7,Y
Dalisha board,199.7,449,611.8,117.6,94.8,4.7,65.6,27.3,Y
Dalisha board,83.4,540.6,580.8,119,94,4.8,21.2,5.5,Y
Dalisha board,216.3,584,544.4,119.2,92.2,4.8,12.8,18.3,Y
Dalisha board,183,400.3,631.5,114.9,94,4.7,55.1,35,Y
Dalisha board,83.2,382,645.2,114,95.2,4.7,1.3,4.9,Y
Dalisha board,2063.4,630.2,564.7,115.7,91.3,4.7,18.4,54.4,Y
Dalisha board,199.6,631.5,505.9,115.1,85.8,4.6,5.4,4.7,Y
Dalisha board,515.9,638.9,484.8,116.6,84.9,4.7,14.1,7.6,Y
Dalisha board,99.9,549.4,528.1,115,88,4.6,3.4,3.7,Y
Dalisha board,150,347.1,669.9,109.1,93.6,4.6,20.3,14.9,Y
Dalisha board,2479.4,688.9,464.1,111.4,78.2,4.5,103.8,83.1,Y
Dalisha board,1397.7,648.6,432.1,117.2,80.1,4.8,11.4,21.6,Y
Dalisha board,582.5,667.8,413.7,118,78.4,4.8,18.5,7.6,Y
Dalisha board,216.3,658.2,417.5,118.2,78.8,4.8,6.1,4.2,Y
Dalisha board,632.4,684.9,408.4,117.7,77.6,4.8,16.2,12.2,Y
Dalisha board,865.5,676.6,449.4,114.4,80.6,4.7,30.2,16.2,Y
Dalisha board,183,675.6,446.2,114.3,80.5,4.7,3.9,5.7,Y
Dalisha board,515.7,704.6,423,115,79.9,4.7,12.5,16.5,Y
Dalisha board,116.5,723.6,398.6,115.9,78.1,4.8,8.1,12.1,Y
Dalisha board,332.8,826.1,493.7,113.2,86.6,4.8,112.9,133.6,Y
Dalisha board,199.6,802.8,558.9,112,90.7,4.6,12.6,65.5,Y
Dalisha board,299.4,486.8,608.7,111.1,90.9,4.5,65.1,98.7,Y
Dalisha board,99.9,528.6,601.3,110.3,90.3,4.4,2.1,22.8,Y
Dalisha board,149.8,393.6,651,106.7,86.7,4.2,13.2,14.4,Y
Dalisha board,183,583.3,1027.4,115.5,109.9,4.5,5.1,27.5,Y
Dalisha board,99.8,497.8,628.4,111,87.8,4.3,9.1,13.3,Y
Dalisha board,116.5,439.9,643.1,106.9,88.9,4.3,19.8,27.3,Y
Dalisha board,149.8,577.8,614.4,109,87.6,4.4,110.4,31.4,Y
Dalisha board,166.4,711.6,486.3,103.7,76.5,4.2,10.8,17.7,Y
Dalisha board,216.3,566.7,463.1,103.9,75.3,4.2,5.3,21.7,Y
Dalisha board,83,746.2,592.3,107.7,89,4.5,1.8,34.1,Y
durgesh,249.3,621,529,98,83.7,4.8,11.4,6.8,N
durgesh,282.1,722.2,662.4,101.3,90.6,4.9,78.4,112.7,N
durgesh,99.5,495.7,427.2,101,86.2,5,22.3,19.2,N
durgesh,83.6,459.7,396.7,101,86.8,5,15.7,7.8,N
